pxd	run	tissue_llm	tissue_mlm	confidence_mlm
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate4_Empty_20221023142337	blood	Testis	0.0618
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate4_Empty_20221023153450	blood	Testis	0.0747
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate4_SerumPool	blood	Adipose tissue	0.0493
PXD055973	N.Proteotypic.Sequences	blood	Adipose tissue	0.2045
PXD055973	N.Sequences	blood	Adipose tissue	0.1852
PXD057253	Sample_1_Replicate_1	blood	Adipose tissue	0.0824
PXD057253	Sample_1_Replicate_2	blood	Adipose tissue	0.0841
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Fresh_DIA_R1	semen	Prostate	0.2004
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Fresh_DIA_R2	semen	Prostate	0.1889
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Fresh_DIA_R3	semen	Prostate	0.1907
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Rapid_freezing_DIA_R1	semen	Prostate	0.1656
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Rapid_freezing_DIA_R2	semen	Prostate	0.1533
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Rapid_freezing_DIA_R3	semen	Prostate	0.277
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Vitrification_DIA_R1	semen	Testis	0.1621
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Vitrification_DIA_R2	semen	Testis	0.1741
PXD057601	/public/conode53/AIRFLOW/temp/PXD057601/diann/Vitrification_DIA_R3	semen	Testis	0.181
PXD057601	N.Proteotypic.Sequences	semen	Testis	0.3071
PXD057601	N.Sequences	semen	Testis	0.2912
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_E1_03	blood	Placenta	0.0448
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_E2_04	blood	Placenta	0.0451
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_E3_05	blood	Testis	0.0396
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_E4_06	blood	Testis	0.0414
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_E5_07	blood	Testis	0.0442
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_E6_08	blood	Testis	0.0417
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_N1_09	blood	Placenta	0.0451
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_N2_10	blood	Placenta	0.0452
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_N3_11	blood	Placenta	0.0459
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_N4_12	blood	Placenta	0.0467
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_N5_13	blood	Placenta	0.0463
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_N6_14	blood	Placenta	0.0457
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_R1_15	blood	Testis	0.0389
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_R2_16	blood	Placenta	0.0461
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_R3_17	blood	Placenta	0.0461
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_R4_18	blood	Skeletal muscle	0.038
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_R5_19	blood	Placenta	0.0461
PXD057842	/public/conode53/AIRFLOW/temp/PXD057842/diann/Tasso_RBC_EVs_R6_20	blood	Testis	0.0382
PXD057842	N.Proteotypic.Sequences	blood	Bone marrow	0.1286
PXD057842	N.Sequences	blood	Bone marrow	0.1186
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post02	blood	Adipose tissue	0.0426
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post03	blood	Adipose tissue	0.0529
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post05	blood	Testis	0.0405
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post06	blood	Testis	0.041
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post08	blood	Adipose tissue	0.0532
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post09	blood	Lymph node	0.0398
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post14	blood	Testis	0.0434
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post17	blood	Testis	0.059
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post18	blood	Adipose tissue	0.0465
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post25	blood	Testis	0.0514
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post27	blood	Adipose tissue	0.0693
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post28	blood	Ovary	0.0473
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post29	blood	Testis	0.0515
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post30	blood	B-cells	0.0416
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post32	blood	Testis	0.0483
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post37	blood	Lung	0.0401
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post38	blood	Testis	0.0489
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post40	blood	Testis	0.0416
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post41	blood	Testis	0.0418
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post42	blood	Adipose tissue	0.0638
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post43	blood	Testis	0.0409
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post44	blood	Lung	0.0481
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post51	blood	Skeletal muscle	0.0392
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post61	blood	Testis	0.0517
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Post62	blood	Lung	0.0471
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre02	blood	Adipose tissue	0.0442
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre03	blood	Adipose tissue	0.0575
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre05	blood	Testis	0.0448
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre06	blood	B-cells	0.0422
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre08	blood	Skeletal muscle	0.0399
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre09	blood	Adipose tissue	0.0443
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre14	blood	Adipose tissue	0.0455
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre17	blood	Lung	0.0411
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre18	blood	Adipose tissue	0.0565
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre25	blood	Testis	0.048
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre27	blood	Adipose tissue	0.0623
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre28	blood	Testis	0.0555
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre29	blood	Testis	0.0508
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre30	blood	Lung	0.0428
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre32	blood	Testis	0.048
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre37	blood	Skeletal muscle	0.0405
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre38	blood	Adipose tissue	0.0561
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre40	blood	Lymph node	0.0402
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre41	blood	Testis	0.042
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre42	blood	Testis	0.0407
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre43	blood	Testis	0.0414
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre44	blood	Adipose tissue	0.0481
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre51	blood	Lung	0.0412
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre61	blood	Testis	0.0585
PXD057848	/public/conode53/AIRFLOW/temp/PXD057848/diann/240400_Has_Pre62	blood	Adipose tissue	0.0575
PXD057848	N.Proteotypic.Sequences	blood	Adipose tissue	0.176
PXD057848	N.Sequences	blood	Adipose tissue	0.1509
PXD057968	Ind1_220823_Lysate_Control_1_30min	blood	Oviduct	0.1242
PXD057968	Ind1_220823_Lysate_Control_1_90min	blood	Oviduct	0.1187
PXD057968	Ind1_220823_Lysate_Control_2_30min	blood	Monocytes	0.159
PXD057968	Ind1_220823_Lysate_Control_2_90min	blood	Oviduct	0.1165
PXD057968	Ind1_220823_Lysate_Control_3_30min	blood	Monocytes	0.131
PXD057968	Ind1_220823_Lysate_Control_3_90min	blood	Monocytes	0.1816
PXD057968	Ind1_220823_Lysate_Control_4_30min	blood	Monocytes	0.1977
PXD057968	Ind1_220823_Lysate_Control_4_90min	blood	Monocytes	0.1674
PXD057968	Ind1_220823_Lysate_Ionomycin_1_30min	blood	Monocytes	0.1252
PXD057968	Ind1_220823_Lysate_Ionomycin_1_90min	blood	Monocytes	0.1533
PXD057968	Ind1_220823_Lysate_Ionomycin_2_30min	blood	Monocytes	0.1409
PXD057968	Ind1_220823_Lysate_Ionomycin_2_90min	blood	Monocytes	0.135
PXD057968	Ind1_220823_Lysate_Ionomycin_3_30min	blood	Monocytes	0.1476
PXD057968	Ind1_220823_Lysate_Ionomycin_3_90min	blood	Oviduct	0.1125
PXD057968	Ind1_220823_Lysate_Ionomycin_4_30min	blood	Oviduct	0.118
PXD057968	Ind1_220823_Lysate_Ionomycin_4_90min	blood	Monocytes	0.1795
PXD057968	Ind1_220823_Lysate_PMA_1_30min	blood	Monocytes	0.1803
PXD057968	Ind1_220823_Lysate_PMA_1_90min	blood	Monocytes	0.0916
PXD057968	Ind1_220823_Lysate_PMA_2_30min	blood	Monocytes	0.1626
PXD057968	Ind1_220823_Lysate_PMA_2_90min	blood	Monocytes	0.1348
PXD057968	Ind1_220823_Lysate_PMA_3_30min	blood	Monocytes	0.1645
PXD057968	Ind1_220823_Lysate_PMA_3_90min	blood	Monocytes	0.1788
PXD057968	Ind1_220823_Lysate_PMA_4_30min	blood	Monocytes	0.1029
PXD057968	Ind1_220823_Lysate_PMA_4_90min	blood	Monocytes	0.1525
PXD057968	Ind1_220823_Secretome_Control_1_30min	blood	Bone marrow	0.0935
PXD057968	Ind1_220823_Secretome_Control_1_90min	blood	Monocytes	0.2732
PXD057968	Ind1_220823_Secretome_Control_2_30min	blood	Monocytes	0.1274
PXD057968	Ind1_220823_Secretome_Control_2_90min	blood	Monocytes	0.1768
PXD057968	Ind1_220823_Secretome_Control_3_30min	blood	Bone marrow	0.11
PXD057968	Ind1_220823_Secretome_Control_3_90min	blood	Monocytes	0.1472
PXD057968	Ind1_220823_Secretome_Control_4_30min	blood	Monocytes	0.1289
PXD057968	Ind1_220823_Secretome_Control_4_90min	blood	Bone marrow	0.2644
PXD057968	Ind1_220823_Secretome_Ionomycin_1_30min	blood	Monocytes	0.1121
PXD057968	Ind1_220823_Secretome_Ionomycin_1_90min	blood	Monocytes	0.1608
PXD057968	Ind1_220823_Secretome_Ionomycin_2_30min	blood	Monocytes	0.1082
PXD057968	Ind1_220823_Secretome_Ionomycin_2_90min	blood	Monocytes	0.1779
PXD057968	Ind1_220823_Secretome_Ionomycin_3_30min	blood	Monocytes	0.1415
PXD057968	Ind1_220823_Secretome_Ionomycin_3_90min	blood	Monocytes	0.1592
PXD057968	Ind1_220823_Secretome_Ionomycin_4_30min	blood	Monocytes	0.1599
PXD057968	Ind1_220823_Secretome_Ionomycin_4_90min	blood	Monocytes	0.1327
PXD057968	Ind1_220823_Secretome_PMA_1_30min	blood	Monocytes	0.11
PXD057968	Ind1_220823_Secretome_PMA_1_90min	blood	Monocytes	0.1039
PXD057968	Ind1_220823_Secretome_PMA_2_30min	blood	Monocytes	0.0808
PXD057968	Ind1_220823_Secretome_PMA_2_90min	blood	Monocytes	0.1414
PXD057968	Ind1_220823_Secretome_PMA_3_30min	blood	Monocytes	0.103
PXD057968	Ind1_220823_Secretome_PMA_3_90min	blood	Bone marrow	0.1119
PXD057968	Ind1_220823_Secretome_PMA_4_30min	blood	Monocytes	0.084
PXD057968	Ind1_220823_Secretome_PMA_4_90min	blood	Monocytes	0.129
PXD057968	Ind2_220930_Lysate_Control_1_30min	blood	Monocytes	0.3992
PXD057968	Ind2_220930_Lysate_Control_1_90min	blood	Monocytes	0.3288
PXD057968	Ind2_220930_Lysate_Control_2_30min	blood	Monocytes	0.3617
PXD057968	Ind2_220930_Lysate_Control_2_90min	blood	Monocytes	0.3334
PXD057968	Ind2_220930_Lysate_Control_3_30min	blood	Monocytes	0.3176
PXD057968	Ind2_220930_Lysate_Control_3_90min	blood	Monocytes	0.3455
PXD057968	Ind2_220930_Lysate_Ionomycin_1_30min	blood	Monocytes	0.3505
PXD057968	Ind2_220930_Lysate_Ionomycin_1_90min	blood	Monocytes	0.3102
PXD057968	Ind2_220930_Lysate_Ionomycin_2_30min	blood	Monocytes	0.3959
PXD057968	Ind2_220930_Lysate_Ionomycin_2_90min	blood	Monocytes	0.4115
PXD057968	Ind2_220930_Lysate_Ionomycin_3_30min	blood	Monocytes	0.3354
PXD057968	Ind2_220930_Lysate_Ionomycin_3_90min	blood	Monocytes	0.3806
PXD057968	Ind2_220930_Lysate_PMA_1_30min	blood	Monocytes	0.3989
PXD057968	Ind2_220930_Lysate_PMA_1_90min	blood	Monocytes	0.3643
PXD057968	Ind2_220930_Lysate_PMA_2_30min	blood	Monocytes	0.3922
PXD057968	Ind2_220930_Lysate_PMA_2_90min	blood	Monocytes	0.4188
PXD057968	Ind2_220930_Lysate_PMA_3_30min	blood	Monocytes	0.2956
PXD057968	Ind2_220930_Lysate_PMA_3_90min	blood	Monocytes	0.4051
PXD057968	Ind2_220930_Secretome_Control_1_30min	blood	Monocytes	0.2064
PXD057968	Ind2_220930_Secretome_Control_1_90min	blood	Monocytes	0.2706
PXD057968	Ind2_220930_Secretome_Control_2_30min	blood	Monocytes	0.266
PXD057968	Ind2_220930_Secretome_Control_2_90min	blood	Monocytes	0.2936
PXD057968	Ind2_220930_Secretome_Control_3_30min	blood	Monocytes	0.1671
PXD057968	Ind2_220930_Secretome_Control_3_90min	blood	Monocytes	0.3293
PXD057968	Ind2_220930_Secretome_Ionomycin_1_30min	blood	Monocytes	0.2102
PXD057968	Ind2_220930_Secretome_Ionomycin_1_90min	blood	Monocytes	0.2979
PXD057968	Ind2_220930_Secretome_Ionomycin_2_30min	blood	Monocytes	0.186
PXD057968	Ind2_220930_Secretome_Ionomycin_2_90min	blood	Monocytes	0.2385
PXD057968	Ind2_220930_Secretome_Ionomycin_3_30min	blood	Monocytes	0.1821
PXD057968	Ind2_220930_Secretome_Ionomycin_3_90min	blood	Monocytes	0.1469
PXD057968	Ind2_220930_Secretome_PMA_1_30min	blood	Monocytes	0.1552
PXD057968	Ind2_220930_Secretome_PMA_1_90min	blood	Monocytes	0.1399
PXD057968	Ind2_220930_Secretome_PMA_2_30min	blood	Monocytes	0.1357
PXD057968	Ind2_220930_Secretome_PMA_2_90min	blood	Monocytes	0.1756
PXD057968	Ind2_220930_Secretome_PMA_3_30min	blood	Monocytes	0.1289
PXD057968	Ind2_220930_Secretome_PMA_3_90min	blood	Monocytes	0.1595
PXD057968	Ind3_221010_Lysate_Control_1_30min	blood	Monocytes	0.3918
PXD057968	Ind3_221010_Lysate_Control_1_90min	blood	Monocytes	0.3326
PXD057968	Ind3_221010_Lysate_Control_2_30min	blood	Monocytes	0.3838
PXD057968	Ind3_221010_Lysate_Control_3_30min	blood	Monocytes	0.4196
PXD057968	Ind3_221010_Lysate_Control_3_90min	blood	Monocytes	0.3288
PXD057968	Ind3_221010_Lysate_Ionomycin_1_30min	blood	Monocytes	0.4489
PXD057968	Ind3_221010_Lysate_Ionomycin_1_90min	blood	Monocytes	0.3497
PXD057968	Ind3_221010_Lysate_Ionomycin_2_30min	blood	Monocytes	0.3787
PXD057968	Ind3_221010_Lysate_Ionomycin_2_90min	blood	Monocytes	0.2968
PXD057968	Ind3_221010_Lysate_Ionomycin_3_30min	blood	Monocytes	0.395
PXD057968	Ind3_221010_Lysate_Ionomycin_3_90min	blood	Monocytes	0.3622
PXD057968	Ind3_221010_Lysate_PMA_1_30min	blood	Monocytes	0.3639
PXD057968	Ind3_221010_Lysate_PMA_1_90min	blood	Monocytes	0.4144
PXD057968	Ind3_221010_Lysate_PMA_2_30min	blood	Monocytes	0.4005
PXD057968	Ind3_221010_Lysate_PMA_2_90min	blood	Monocytes	0.3505
PXD057968	Ind3_221010_Lysate_PMA_3_30min	blood	Monocytes	0.4098
PXD057968	Ind3_221010_Lysate_PMA_3_90min	blood	Monocytes	0.2522
PXD057968	Ind3_221010_Secretome_Control_1_30min	blood	Monocytes	0.3188
PXD057968	Ind3_221010_Secretome_Control_1_90min	blood	Monocytes	0.3119
PXD057968	Ind3_221010_Secretome_Control_2_30min	blood	Monocytes	0.2054
PXD057968	Ind3_221010_Secretome_Control_2_90min	blood	Monocytes	0.3837
PXD057968	Ind3_221010_Secretome_Control_3_30min	blood	Monocytes	0.2143
PXD057968	Ind3_221010_Secretome_Control_3_90min	blood	Monocytes	0.3996
PXD057968	Ind3_221010_Secretome_Ionomycin_1_30min	blood	Monocytes	0.2142
PXD057968	Ind3_221010_Secretome_Ionomycin_1_90min	blood	Monocytes	0.3206
PXD057968	Ind3_221010_Secretome_Ionomycin_2_30min	blood	Monocytes	0.2051
PXD057968	Ind3_221010_Secretome_Ionomycin_2_90min	blood	Monocytes	0.2737
PXD057968	Ind3_221010_Secretome_Ionomycin_3_30min	blood	Monocytes	0.2423
PXD057968	Ind3_221010_Secretome_Ionomycin_3_90min	blood	Monocytes	0.2938
PXD057968	Ind3_221010_Secretome_PMA_1_30min	blood	Monocytes	0.2165
PXD057968	Ind3_221010_Secretome_PMA_1_90min	blood	Monocytes	0.2462
PXD057968	Ind3_221010_Secretome_PMA_2_30min	blood	Monocytes	0.1949
PXD057968	Ind3_221010_Secretome_PMA_2_90min	blood	Monocytes	0.2737
PXD057968	Ind3_221010_Secretome_PMA_3_30min	blood	Monocytes	0.1439
PXD057968	Ind3_221010_Secretome_PMA_3_90min	blood	Monocytes	0.2338
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/AF4_I_A_Pro	blood	Bone marrow	0.0942
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/AF4_I_B_Pro	blood	Bone marrow	0.0917
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/AF4_Il_A_Pro	blood	Bone marrow	0.0939
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/AF4_Il_B_Pro	blood	Bone marrow	0.0998
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/AF4_Ill_A_Pro	blood	Bone marrow	0.0864
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/AF4_Ill_B_Pro	blood	Bone marrow	0.0914
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/DM_FY1	blood	Adipose tissue	0.0726
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/DM_FY1_1	blood	Adipose tissue	0.0731
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/DM_FY2_1_5V2	blood	Adipose tissue	0.0574
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/DM_FY2_5V2	blood	Adipose tissue	0.0655
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/DM_FY3_2_5V3	blood	Adipose tissue	0.074
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/DM_FY3_5V3	blood	Adipose tissue	0.0741
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/FY5V2_1	blood	Adipose tissue	0.1138
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/FY5V2_2	blood	Adipose tissue	0.1011
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/FY5V3_1	blood	Adipose tissue	0.1014
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/FY5V3_2	blood	Adipose tissue	0.1165
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/FY_1	blood	Adipose tissue	0.12
PXD058661	/public/conode53/AIRFLOW/temp/PXD058661/diann/FY_2	blood	Adipose tissue	0.1097
PXD058661	N.Proteotypic.Sequences	blood	Thyroid	0.1411
PXD058661	N.Sequences	blood	Thyroid	0.0975
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVs2ndtrimester1	amniotic fluid	Duodenum	0.1566
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVs2ndtrimester2	amniotic fluid	Small intestine	0.1433
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVs2ndtrimester3	amniotic fluid	Duodenum	0.1295
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVs2ndtrimester4	amniotic fluid	Esophagus	0.1261
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVs2ndtrimester5	amniotic fluid	Duodenum	0.1834
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVs2ndtrimester6	amniotic fluid	Ovary	0.1553
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVsTerm1	amniotic fluid	Nasal Polyps	0.2158
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVsTerm2	amniotic fluid	Esophagus	0.1732
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVsTerm3	amniotic fluid	Nasal Polyps	0.2056
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVsTerm4	amniotic fluid	Nasal Polyps	0.1846
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVsTerm5	amniotic fluid	Stomach	0.1447
PXD058882	/public/conode53/AIRFLOW/temp/PXD058882/diann/AFEVsTerm6	amniotic fluid	Esophagus	0.1531
PXD058882	N.Proteotypic.Sequences	amniotic fluid	Ovary	0.1439
PXD058882	N.Sequences	amniotic fluid	Tonsil	0.1671
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_Control_1_donor_1	blood	Monocytes	0.1941
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_Control_2_donor_2	blood	Monocytes	0.1846
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_Control_3_donor_3	blood	Monocytes	0.1984
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_Control_4_donor_4	blood	Monocytes	0.1552
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_Control_5_donor_5	blood	Monocytes	0.1344
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_IL1Btreated_1_donor_1	blood	Monocytes	0.1465
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_IL1Btreated_2_donor_2	blood	Monocytes	0.2084
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_IL1Btreated_3_donor_3	blood	Monocytes	0.2019
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_IL1Btreated_4_donor_4	blood	Monocytes	0.2256
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_IL1Btreated_5_donor_5	blood	Monocytes	0.1946
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_NegativecontrolASO_1_donor_1	blood	Monocytes	0.1669
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_NegativecontrolASO_2_donor_2	blood	Monocytes	0.1569
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_NegativecontrolASO_3_donor_3	blood	Monocytes	0.1441
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_NegativecontrolASO_4_donor_4	blood	Monocytes	0.1754
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_NegativecontrolASO_5_donor_5	blood	Monocytes	0.1351
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_SPANXA2-OT1ASO_1_donor_1	blood	Monocytes	0.1683
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_SPANXA2-OT1ASO_2_donor_2	blood	Monocytes	0.2081
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_SPANXA2-OT1ASO_3_donor_3	blood	Monocytes	0.1209
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_SPANXA2-OT1ASO_4_donor_4	blood	Monocytes	0.1043
PXD059474	12_PKJ_SPANXA2-OT1_project_hmac_SPANXA2-OT1ASO_5_donor_5	blood	Monocytes	0.1889
PXD061593	RUG001	blood	Adipose tissue	0.122
PXD061593	RUG002	blood	Adipose tissue	0.1275
PXD061593	RUG003	blood	Adipose tissue	0.1038
PXD061593	RUG004	blood	Adipose tissue	0.1218
PXD061593	RUG005	blood	Adipose tissue	0.128
PXD061593	RUG006	blood	Adipose tissue	0.1236
PXD061593	RUG007	blood	Adipose tissue	0.1306
PXD061593	RUG008	blood	Adipose tissue	0.1007
PXD061593	RUG011	blood	Adipose tissue	0.1354
PXD061593	RUG012	blood	Adipose tissue	0.1482
PXD061593	RUG013	blood	Adipose tissue	0.1433
PXD061593	RUG014	blood	Adipose tissue	0.1183
PXD061593	RUG015	blood	Adipose tissue	0.1428
PXD061593	RUG016	blood	Adipose tissue	0.137
PXD061593	RUG017	blood	Adipose tissue	0.1363
PXD061593	RUG018	blood	Adipose tissue	0.1229
PXD061593	RUG111	blood	Adipose tissue	0.1078
PXD061593	RUG112	blood	B-cells	0.1222
PXD061593	RUG113	blood	B-cells	0.1209
PXD061593	RUG114	blood	Adipose tissue	0.1217
PXD061593	RUG115	blood	Adipose tissue	0.124
PXD061593	RUG116	blood	Adipose tissue	0.1306
PXD061593	RUG117	blood	Adipose tissue	0.1218
