pxd	run	source_parquet	coverage	scoring_mode	tissue	confidence	tissue_2	confidence_2	tissue_3	confidence_3	tissue_4	confidence_4	tissue_5	confidence_5
PXD004713	1DLC052815QE_RRAG_025B_rep1	sample_nsaf_matrix.parquet	0.0696	shap_penalty1	Prostate	0.3195	Kidney	0.0885	Esophagus	0.0648	Salivary gland	0.0639	Pituitary gland	0.0624
PXD004713	1DLC111215QE_RRAG_UP_25_rep1	sample_nsaf_matrix.parquet	0.0381	shap_penalty1	Prostate	0.3328	Esophagus	0.1084	Kidney	0.0995	Tonsil	0.0567	Ovary	0.0479
PXD004713	1DLC121914QE_RRAG_025_rep1	sample_nsaf_matrix.parquet	0.0786	shap_penalty1	Prostate	0.3776	Placenta	0.0775	Kidney	0.0739	Pituitary gland	0.0434	Monocytes	0.0399
PXD004713	1DLC121914QE_RRAG_025_rep2	sample_nsaf_matrix.parquet	0.0796	shap_penalty1	Prostate	0.3973	Kidney	0.0786	Placenta	0.0726	B-cells	0.0406	Monocytes	0.0365
PXD005693	151112-MClass-15-3409-01-AKZ	sample_nsaf_matrix.parquet	0.1673	predict_proba	Colon	0.3439	Stomach	0.0649	Rectum	0.0551	Testis	0.0548	Lung	0.0445
PXD005693	151112-MClass-15-3411-01-AKZ	sample_nsaf_matrix.parquet	0.1836	predict_proba	Colon	0.3281	Stomach	0.0811	Appendix	0.0484	Testis	0.0483	Small intestine	0.044
PXD005693	151112-MClass-15-3413-01-AKZ	sample_nsaf_matrix.parquet	0.2173	predict_proba	Colon	0.3422	Small intestine	0.0684	Duodenum	0.0619	Testis	0.0597	Stomach	0.0545
PXD005693	151112-MClass-15-3415-01-AKZ	sample_nsaf_matrix.parquet	0.2117	predict_proba	Colon	0.3107	Stomach	0.0602	Testis	0.0564	Lung	0.0473	Urinary bladder	0.0443
PXD005709	150130-15_0321-01-AKZ	sample_nsaf_matrix.parquet	0.2514	predict_proba	Liver	0.7149	Kidney	0.0407	Testis	0.0242	Monocytes	0.0206	Lung	0.0203
PXD005709	150130-15_0325-01-AKZ	sample_nsaf_matrix.parquet	0.1912	predict_proba	Liver	0.8313	Kidney	0.0142	Stomach	0.0122	Colon	0.0112	Esophagus	0.0108
PXD005709	150130-15_0325-01-AKZ-F01_150203130716	sample_nsaf_matrix.parquet	0.1467	predict_proba	Liver	0.4494	Testis	0.0604	Kidney	0.058	Colon	0.0513	Lung	0.0407
PXD005709	150130-15_0329-01-AKZ	sample_nsaf_matrix.parquet	0.2449	predict_proba	Liver	0.6623	Kidney	0.0692	Stomach	0.0261	Testis	0.0229	Lung	0.02
PXD005709	150130-15_0330-01-AKZ	sample_nsaf_matrix.parquet	0.2189	predict_proba	Liver	0.3819	Kidney	0.0887	Lung	0.0522	Adipose tissue	0.0461	Testis	0.0393
PXD005709	150220-15_0327-01-AKZ	sample_nsaf_matrix.parquet	0.193	predict_proba	Liver	0.6451	Kidney	0.0518	Testis	0.0271	Monocytes	0.0259	Lung	0.022
PXD005709	150220-15_0331-01-AKZ	sample_nsaf_matrix.parquet	0.2266	predict_proba	Liver	0.8086	Testis	0.0224	Parotid gland	0.0163	Rectum	0.0142	Kidney	0.0125
PXD005753	121017_RossC_RT_HD61	sample_nsaf_matrix.parquet	0.0184	shap_penalty1	Brain	0.3445	Oviduct	0.0837	Skeletal muscle	0.0382	B-cells	0.0381	Tonsil	0.0376
PXD006268	JB_150224_Qexactive_A01	sample_nsaf_matrix.parquet	0.1841	predict_proba	Ovary	0.355	Testis	0.1029	Esophagus	0.0921	Tonsil	0.0474	Kidney	0.0441
PXD006268	JB_150224_Qexactive_A02	sample_nsaf_matrix.parquet	0.1855	predict_proba	Ovary	0.3571	Testis	0.1022	Esophagus	0.0785	Tonsil	0.0526	Brain	0.0446
PXD006268	JB_150224_Qexactive_C01	sample_nsaf_matrix.parquet	0.1763	predict_proba	Ovary	0.3897	Esophagus	0.0803	Tonsil	0.0632	Kidney	0.0515	Lung	0.0416
PXD006268	JB_150224_Qexactive_C02	sample_nsaf_matrix.parquet	0.1744	predict_proba	Ovary	0.3728	Esophagus	0.135	Tonsil	0.0874	Kidney	0.0552	Testis	0.0325
PXD006371	Lanlach2	sample_nsaf_matrix.parquet	0.0259	shap_penalty1	Ovary	0.3316	Esophagus	0.0544	Kidney	0.054	Urinary bladder	0.0425	Nasal Polyps	0.0375
PXD006465	170325_HF02_XuPing_CNHPP_A_LysC_1_F1_R2	sample_nsaf_matrix.parquet	0.152	predict_proba	Testis	0.7204	Oviduct	0.0521	Bone marrow	0.035	B-cells	0.0214	Adipose tissue	0.0169
PXD006465	170325_HF02_XuPing_CNHPP_A_LysC_2_F1_R1	sample_nsaf_matrix.parquet	0.1671	predict_proba	Testis	0.5724	Esophagus	0.052	Ovary	0.0371	Tonsil	0.033	Kidney	0.0299
PXD006465	170325_HF02_XuPing_CNHPP_A_LysC_3_F1_R1	sample_nsaf_matrix.parquet	0.2201	predict_proba	Testis	0.7857	Kidney	0.0206	Lung	0.0188	Ovary	0.0141	Adrenal gland	0.0126
PXD006465	170325_HF02_XuPing_CNHPP_A_LysC_4_F1_R1	sample_nsaf_matrix.parquet	0.1276	predict_proba	Testis	0.7388	Lung	0.0245	Smooth muscle	0.0161	Urinary bladder	0.016	Esophagus	0.014
PXD006465	170325_HF02_XuPing_CNHPP_A_LysC_5_F1_R1	sample_nsaf_matrix.parquet	0.1788	predict_proba	Testis	0.7806	Lung	0.0216	Kidney	0.0172	Placenta	0.0161	Monocytes	0.0155
PXD006465	170325_HF02_XuPing_CNHPP_A_LysC_6_F1_R1	sample_nsaf_matrix.parquet	0.2469	predict_proba	Testis	0.4604	Lung	0.0588	Stomach	0.0379	Bone marrow	0.0361	Adrenal gland	0.0315
PXD006465	170325_HF02_XuPing_CNHPP_A_R29_1_F1_R1	sample_nsaf_matrix.parquet	0.0202	shap_penalty1	Testis	0.3152	Oviduct	0.0691	B-cells	0.0477	Skeletal muscle	0.0392	Tonsil	0.0375
PXD006465	170325_HF02_XuPing_CNHPP_B_LysC_1_F1_R1	sample_nsaf_matrix.parquet	0.1549	predict_proba	Testis	0.6867	Lung	0.0339	Bone marrow	0.0328	Smooth muscle	0.0252	Adipose tissue	0.0247
PXD006465	170325_HF02_XuPing_CNHPP_B_LysC_2_F1_R1	sample_nsaf_matrix.parquet	0.1724	predict_proba	Testis	0.5581	Placenta	0.0528	Ovary	0.0516	Urinary bladder	0.0358	Adrenal gland	0.0315
PXD006465	170325_HF02_XuPing_CNHPP_B_LysC_3_F1_R1	sample_nsaf_matrix.parquet	0.1975	predict_proba	Testis	0.824	Lung	0.0228	Kidney	0.0169	Stomach	0.0131	Ovary	0.0081
PXD006465	170325_HF02_XuPing_CNHPP_B_LysC_5_F1_R1	sample_nsaf_matrix.parquet	0.1808	predict_proba	Testis	0.563	Esophagus	0.0486	Liver	0.0388	Lung	0.0379	Ovary	0.0361
PXD006465	170325_HF02_XuPing_CNHPP_B_LysC_6_F1_R1	sample_nsaf_matrix.parquet	0.2423	predict_proba	Testis	0.393	Adrenal gland	0.0562	Lung	0.0529	Liver	0.0406	Brain	0.0372
PXD006465	170325_HF02_XuPing_CNHPP_C_LysC_1_F1_R1	sample_nsaf_matrix.parquet	0.157	predict_proba	Testis	0.5497	Oviduct	0.1898	Bone marrow	0.0381	Kidney	0.0306	Lung	0.0222
PXD006465	170325_HF02_XuPing_CNHPP_C_LysC_2_F1_R1	sample_nsaf_matrix.parquet	0.1975	predict_proba	Testis	0.5999	Endometrium	0.0349	Kidney	0.0315	Lung	0.0306	Liver	0.029
PXD006465	170325_HF02_XuPing_CNHPP_C_LysC_3_F1_R1	sample_nsaf_matrix.parquet	0.2017	predict_proba	Testis	0.7489	Placenta	0.0386	Kidney	0.0222	Lung	0.0216	Colon	0.0175
PXD006465	170325_HF02_XuPing_CNHPP_C_LysC_4_F1_R1	sample_nsaf_matrix.parquet	0.142	predict_proba	Testis	0.7068	Lung	0.0613	Smooth muscle	0.0192	Thyroid	0.0186	Endometrium	0.0157
PXD006465	170325_HF02_XuPing_CNHPP_C_LysC_5_F1_R1	sample_nsaf_matrix.parquet	0.2283	predict_proba	Testis	0.5284	Lung	0.0571	Kidney	0.0458	Liver	0.0365	Placenta	0.0276
PXD006465	170325_HF02_XuPing_CNHPP_C_LysC_6_F1_R1	sample_nsaf_matrix.parquet	0.2333	predict_proba	Testis	0.5181	Lung	0.0857	Stomach	0.0462	Adrenal gland	0.0382	Monocytes	0.0246
PXD006517	20170331_Q2_UC_ColID_334_ProjID_485_Benzing_Sample1	sample_nsaf_matrix.parquet	0.1443	predict_proba	Kidney	0.4491	Lung	0.0504	Colon	0.035	Ovary	0.0331	Placenta	0.028
PXD006517	20170331_Q2_UC_ColID_334_ProjID_485_Benzing_Sample11	sample_nsaf_matrix.parquet	0.0848	shap_penalty1	Kidney	0.3976	Liver	0.041	B-cells	0.0393	Skeletal muscle	0.0379	Colon	0.0368
PXD006517	20170331_Q2_UC_ColID_334_ProjID_485_Benzing_Sample12	sample_nsaf_matrix.parquet	0.0749	shap_penalty1	Kidney	0.3348	Prostate	0.0432	Colon	0.0416	Tonsil	0.0391	Skeletal muscle	0.0375
PXD006517	20170331_Q2_UC_ColID_334_ProjID_485_Benzing_Sample15	sample_nsaf_matrix.parquet	0.1323	predict_proba	Kidney	0.32	Lung	0.0647	Colon	0.0419	Liver	0.041	Endometrium	0.0381
PXD006517	20170331_Q2_UC_ColID_334_ProjID_485_Benzing_Sample16	sample_nsaf_matrix.parquet	0.2134	predict_proba	Kidney	0.3921	Lung	0.0573	Liver	0.0451	Colon	0.0439	Placenta	0.0349
PXD006517	20170331_Q2_UC_ColID_334_ProjID_485_Benzing_Sample3	sample_nsaf_matrix.parquet	0.1318	predict_proba	Kidney	0.5596	Lung	0.0354	Colon	0.0278	Urinary bladder	0.0244	Adipose tissue	0.0237
PXD006517	20170331_Q2_UC_ColID_334_ProjID_485_Benzing_Sample7	sample_nsaf_matrix.parquet	0.1581	predict_proba	Kidney	0.5722	Lung	0.0616	Colon	0.0225	Monocytes	0.022	Placenta	0.0216
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample09	sample_nsaf_matrix.parquet	0.1276	predict_proba	Kidney	0.3864	Lung	0.0669	Liver	0.054	Ovary	0.0358	Testis	0.034
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample11	sample_nsaf_matrix.parquet	0.1917	predict_proba	Kidney	0.3525	Lung	0.0646	Liver	0.0478	Testis	0.0412	Spleen	0.0369
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample13	sample_nsaf_matrix.parquet	0.1903	predict_proba	Kidney	0.3494	Lung	0.0698	Liver	0.0408	Prostate	0.039	Testis	0.038
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample14	sample_nsaf_matrix.parquet	0.1867	predict_proba	Kidney	0.382	Lung	0.0629	Liver	0.0415	Colon	0.0403	Testis	0.0311
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample16	sample_nsaf_matrix.parquet	0.2201	predict_proba	Kidney	0.6276	Lung	0.039	Testis	0.0307	Ovary	0.0282	Spleen	0.0216
PXD006576	B_cells_young_ne_3b	sample_nsaf_matrix.parquet	0.2925	predict_proba	B-cells	0.3852	Monocytes	0.114	Spleen	0.0627	Bone marrow	0.0586	Kidney	0.0466
PXD006776	control_tissue_1_1	sample_nsaf_matrix.parquet	0.3685	predict_proba	Colon	0.5738	Lung	0.0427	Duodenum	0.042	Rectum	0.0384	Small intestine	0.033
PXD006776	control_tissue_1_2	sample_nsaf_matrix.parquet	0.2999	predict_proba	Colon	0.4821	Rectum	0.0558	Small intestine	0.054	Lung	0.0531	Stomach	0.0435
PXD006776	control_tissue_2_1	sample_nsaf_matrix.parquet	0.3494	predict_proba	Colon	0.5783	Lung	0.0525	Stomach	0.0439	Rectum	0.0417	Small intestine	0.0382
PXD006776	control_tissue_2_2	sample_nsaf_matrix.parquet	0.3382	predict_proba	Colon	0.579	Rectum	0.0597	Lung	0.0483	Appendix	0.0454	Small intestine	0.036
PXD006776	control_tissue_3_1	sample_nsaf_matrix.parquet	0.3481	predict_proba	Colon	0.5536	Rectum	0.0671	Stomach	0.0497	Small intestine	0.042	Duodenum	0.0331
PXD006776	control_tissue_3_2	sample_nsaf_matrix.parquet	0.337	predict_proba	Colon	0.5058	Rectum	0.0683	Lung	0.0562	Stomach	0.0494	Duodenum	0.033
PXD006776	control_tissue_6_1	sample_nsaf_matrix.parquet	0.4027	predict_proba	Colon	0.5275	Liver	0.0802	Stomach	0.0451	Lung	0.0428	Small intestine	0.0369
PXD006776	control_tissue_6_2	sample_nsaf_matrix.parquet	0.3977	predict_proba	Colon	0.5202	Liver	0.0798	Rectum	0.052	Stomach	0.0429	Small intestine	0.0394
PXD006776	tumor_tissue_high_stage_1_2	sample_nsaf_matrix.parquet	0.3773	predict_proba	Colon	0.3202	Lung	0.0712	Rectum	0.0507	Stomach	0.0481	Urinary bladder	0.0444
PXD006776	tumor_tissue_high_stage_4_1	sample_nsaf_matrix.parquet	0.3238	predict_proba	Colon	0.3287	Stomach	0.1789	Small intestine	0.049	Rectum	0.0443	Lung	0.0431
PXD006776	tumor_tissue_high_stage_5_1	sample_nsaf_matrix.parquet	0.4012	predict_proba	Colon	0.499	Lung	0.0496	Kidney	0.0415	Stomach	0.0381	Urinary bladder	0.037
PXD006776	tumor_tissue_high_stage_5_2	sample_nsaf_matrix.parquet	0.4029	predict_proba	Colon	0.5264	Urinary bladder	0.0453	Duodenum	0.0425	Rectum	0.0402	Lung	0.0346
PXD006776	tumor_tissue_low_stage_3_1	sample_nsaf_matrix.parquet	0.3932	predict_proba	Colon	0.4541	Small intestine	0.0646	Duodenum	0.0547	Rectum	0.0514	Stomach	0.0462
PXD006776	tumor_tissue_low_stage_3_2	sample_nsaf_matrix.parquet	0.3997	predict_proba	Colon	0.4879	Stomach	0.0522	Small intestine	0.0512	Rectum	0.048	Lung	0.0353
PXD006805	20161111_cytology_22601_1	sample_nsaf_matrix.parquet	0.1054	predict_proba	Esophagus	0.3055	Ovary	0.1675	Tonsil	0.1529	Kidney	0.0573	Testis	0.0528
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_1	sample_nsaf_matrix.parquet	0.0632	shap_penalty1	Kidney	0.6332	Skeletal muscle	0.0458	Heart	0.0417	B-cells	0.0392	Tonsil	0.0376
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_16	sample_nsaf_matrix.parquet	0.0321	shap_penalty1	Kidney	0.3632	Liver	0.061	Colon	0.0425	B-cells	0.0383	Skeletal muscle	0.0369
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_17	sample_nsaf_matrix.parquet	0.0702	shap_penalty1	Kidney	0.6075	Liver	0.0491	B-cells	0.0377	Tonsil	0.0368	Skeletal muscle	0.034
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_18	sample_nsaf_matrix.parquet	0.0912	shap_penalty1	Kidney	0.6565	Liver	0.059	Nasal Polyps	0.0368	Tonsil	0.0351	B-cells	0.0349
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_19	sample_nsaf_matrix.parquet	0.0656	shap_penalty1	Kidney	0.6436	Liver	0.0419	Skeletal muscle	0.0355	Small intestine	0.034	B-cells	0.0333
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_2	sample_nsaf_matrix.parquet	0.0799	shap_penalty1	Kidney	0.6397	Liver	0.0397	Tonsil	0.0384	B-cells	0.0371	Skeletal muscle	0.0346
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_20	sample_nsaf_matrix.parquet	0.0912	shap_penalty1	Kidney	0.6648	Liver	0.0498	Tonsil	0.0347	B-cells	0.0347	Skeletal muscle	0.0342
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_21	sample_nsaf_matrix.parquet	0.0728	shap_penalty1	Kidney	0.6261	Liver	0.0419	B-cells	0.0386	Skeletal muscle	0.0356	Tonsil	0.0308
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_22	sample_nsaf_matrix.parquet	0.0865	shap_penalty1	Kidney	0.667	Liver	0.0407	Tonsil	0.0384	Nasal Polyps	0.0371	Skeletal muscle	0.0346
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_23	sample_nsaf_matrix.parquet	0.0763	shap_penalty1	Kidney	0.5901	Liver	0.0424	B-cells	0.0373	Skeletal muscle	0.0354	Tonsil	0.035
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_24	sample_nsaf_matrix.parquet	0.1045	predict_proba	Kidney	0.6569	Bone marrow	0.0387	Liver	0.0372	Testis	0.0251	Parotid gland	0.0214
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_7	sample_nsaf_matrix.parquet	0.045	shap_penalty1	Kidney	0.4319	Liver	0.0527	Tonsil	0.0378	Testis	0.0376	Skeletal muscle	0.0367
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_8	sample_nsaf_matrix.parquet	0.1746	predict_proba	Kidney	0.7704	Liver	0.0394	Monocytes	0.0353	Testis	0.0256	Parotid gland	0.0161
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_9	sample_nsaf_matrix.parquet	0.0204	shap_penalty1	Kidney	0.3582	Liver	0.0605	Placenta	0.0401	B-cells	0.04	Skeletal muscle	0.0386
PXD006911	P150126_12	sample_nsaf_matrix.parquet	0.0179	shap_penalty1	Heart	0.343	Pituitary gland	0.0612	Skeletal muscle	0.0472	B-cells	0.0415	Liver	0.0388
PXD007515	556_SP_01-rerun	sample_nsaf_matrix.parquet	0.0196	shap_penalty1	Prostate	0.4007	Salivary gland	0.122	Pituitary gland	0.0428	Tonsil	0.0367	B-cells	0.035
PXD007515	556_SP_02-rerun	sample_nsaf_matrix.parquet	0.0212	shap_penalty1	Prostate	0.389	Salivary gland	0.1213	Pituitary gland	0.0612	Tonsil	0.0373	B-cells	0.0359
PXD007515	556_cells_01-rerun	sample_nsaf_matrix.parquet	0.0311	shap_penalty1	Prostate	0.3656	Salivary gland	0.1091	Testis	0.0526	Parotid gland	0.0385	Skeletal muscle	0.0372
PXD007515	556_cells_02-rerun	sample_nsaf_matrix.parquet	0.0304	shap_penalty1	Prostate	0.3693	Salivary gland	0.1078	Testis	0.0635	Parotid gland	0.0379	Skeletal muscle	0.0372
PXD007515	Cells_556_01	sample_nsaf_matrix.parquet	0.0227	shap_penalty1	Prostate	0.3591	Salivary gland	0.1094	Skeletal muscle	0.0384	Tonsil	0.0341	Colon	0.0337
PXD007515	Cells_556_02	sample_nsaf_matrix.parquet	0.0237	shap_penalty1	Prostate	0.3787	Salivary gland	0.1093	Colon	0.0395	Skeletal muscle	0.0379	Tonsil	0.0342
PXD007515	Cells_556_03	sample_nsaf_matrix.parquet	0.0239	shap_penalty1	Prostate	0.38	Salivary gland	0.1091	Colon	0.0453	Skeletal muscle	0.0381	Small intestine	0.0364
PXD007515	IgG_SP_01_new-rerun	sample_nsaf_matrix.parquet	0.0214	shap_penalty1	Prostate	0.4106	Salivary gland	0.1221	Skeletal muscle	0.0365	Tonsil	0.0363	B-cells	0.0361
PXD007515	IgG_SP_02_new-rerun	sample_nsaf_matrix.parquet	0.0202	shap_penalty1	Prostate	0.4012	Salivary gland	0.1233	Pituitary gland	0.0391	B-cells	0.0366	Tonsil	0.0349
PXD007515	IgG_cells_01_new-rerun	sample_nsaf_matrix.parquet	0.0329	shap_penalty1	Prostate	0.3603	Salivary gland	0.1081	Testis	0.0682	B-cells	0.0403	Parotid gland	0.0381
PXD007515	IgG_cells_02_new-rerun	sample_nsaf_matrix.parquet	0.0318	shap_penalty1	Prostate	0.3649	Salivary gland	0.1135	Testis	0.0537	Oviduct	0.0416	Skeletal muscle	0.0368
PXD007515	SP_556_03	sample_nsaf_matrix.parquet	0.0107	shap_penalty1	Prostate	0.3563	Salivary gland	0.1112	Pituitary gland	0.0506	Colon	0.0446	Skeletal muscle	0.0376
PXD007515	SP_IgG_01	sample_nsaf_matrix.parquet	0.0129	shap_penalty1	Prostate	0.3485	Salivary gland	0.1127	Colon	0.0472	Small intestine	0.038	Skeletal muscle	0.0375
PXD007515	SP_IgG_02	sample_nsaf_matrix.parquet	0.0135	shap_penalty1	Prostate	0.4068	Salivary gland	0.1293	Skeletal muscle	0.0367	Pituitary gland	0.0361	Tonsil	0.0353
PXD007515	SP_IgG_03	sample_nsaf_matrix.parquet	0.0112	shap_penalty1	Prostate	0.3706	Salivary gland	0.1239	Tonsil	0.0374	Skeletal muscle	0.0367	B-cells	0.0358
PXD007515	Sulfo_SP_01	sample_nsaf_matrix.parquet	0.0314	shap_penalty1	Prostate	0.3965	Salivary gland	0.1199	B-cells	0.0378	Parotid gland	0.0376	Skeletal muscle	0.0354
PXD007515	Sulfo_SP_02	sample_nsaf_matrix.parquet	0.0298	shap_penalty1	Prostate	0.393	Salivary gland	0.1236	Pituitary gland	0.0596	B-cells	0.0376	Skeletal muscle	0.0363
PXD007515	Sulfo_cells_01	sample_nsaf_matrix.parquet	0.0473	shap_penalty1	Prostate	0.3668	Testis	0.0745	Salivary gland	0.0634	Nasal Polyps	0.0406	Skeletal muscle	0.037
PXD007515	Sulfo_cells_02	sample_nsaf_matrix.parquet	0.043	shap_penalty1	Prostate	0.3119	Nasal Polyps	0.1513	Salivary gland	0.1027	Testis	0.0433	Skeletal muscle	0.036
PXD007515	Tissue_556_01	sample_nsaf_matrix.parquet	0.0811	shap_penalty1	Testis	0.3354	Kidney	0.0468	Adrenal gland	0.0413	Placenta	0.0403	Tonsil	0.0393
PXD007515	Tissue_556_03	sample_nsaf_matrix.parquet	0.0851	shap_penalty1	Testis	0.378	Duodenum	0.0494	Colon	0.0416	Tonsil	0.0399	Adrenal gland	0.037
PXD007592	good_responder_3_1	sample_nsaf_matrix.parquet	0.3353	predict_proba	Brain	0.8018	Testis	0.0172	Esophagus	0.0129	Thyroid	0.0127	Lung	0.011
PXD007592	good_responder_3_2	sample_nsaf_matrix.parquet	0.3385	predict_proba	Brain	0.8071	Testis	0.0212	Monocytes	0.0148	Kidney	0.0139	Esophagus	0.0134
PXD007592	good_responder_5_1	sample_nsaf_matrix.parquet	0.2159	predict_proba	Brain	0.3657	Oviduct	0.0758	Kidney	0.0549	Testis	0.0484	Lung	0.047
PXD007592	good_responder_5_2	sample_nsaf_matrix.parquet	0.2176	predict_proba	Brain	0.3736	Kidney	0.0584	Lung	0.0434	Monocytes	0.0387	Testis	0.0375
PXD007592	poor_responder_10_1	sample_nsaf_matrix.parquet	0.3352	predict_proba	Brain	0.4676	Kidney	0.0495	Lung	0.041	Monocytes	0.0333	Testis	0.0313
PXD007592	poor_responder_11_1	sample_nsaf_matrix.parquet	0.3275	predict_proba	Brain	0.8726	Ovary	0.0142	Thyroid	0.012	Prostate	0.009	Lymph node	0.0088
PXD007592	poor_responder_11_2	sample_nsaf_matrix.parquet	0.326	predict_proba	Brain	0.8177	Lung	0.0157	Stomach	0.013	Thyroid	0.0124	Adrenal gland	0.012
PXD007592	poor_responder_12_1	sample_nsaf_matrix.parquet	0.2464	predict_proba	Brain	0.7227	Ovary	0.0243	Testis	0.024	Monocytes	0.0207	Pituitary gland	0.0207
PXD007592	poor_responder_12_2	sample_nsaf_matrix.parquet	0.2462	predict_proba	Brain	0.6635	Kidney	0.0342	Testis	0.029	Pituitary gland	0.0287	Lung	0.0236
PXD007592	poor_responder_13_1	sample_nsaf_matrix.parquet	0.3571	predict_proba	Brain	0.5434	Lung	0.0473	Kidney	0.0423	Monocytes	0.0318	Lymph node	0.0252
PXD007592	poor_responder_13_2	sample_nsaf_matrix.parquet	0.3631	predict_proba	Brain	0.633	Lung	0.0397	Monocytes	0.036	Testis	0.0233	Kidney	0.019
PXD007592	poor_responder_1_1	sample_nsaf_matrix.parquet	0.3372	predict_proba	Brain	0.8658	Thyroid	0.0141	Ovary	0.0139	Esophagus	0.0126	Lung	0.0107
PXD007592	poor_responder_1_2	sample_nsaf_matrix.parquet	0.34	predict_proba	Brain	0.8195	Ovary	0.0216	Lung	0.0171	Esophagus	0.0145	Testis	0.0125
PXD007592	poor_responder_2_1	sample_nsaf_matrix.parquet	0.2987	predict_proba	Brain	0.7807	Ovary	0.0201	Testis	0.0182	Lung	0.0176	Pituitary gland	0.0163
PXD007592	poor_responder_2_2	sample_nsaf_matrix.parquet	0.2967	predict_proba	Brain	0.796	Pituitary gland	0.0168	Ovary	0.0158	Lung	0.0148	Spleen	0.0139
PXD007592	poor_responder_3_1	sample_nsaf_matrix.parquet	0.3775	predict_proba	Brain	0.6878	Monocytes	0.0239	Pituitary gland	0.0223	Testis	0.0218	Lung	0.018
PXD007592	poor_responder_3_2	sample_nsaf_matrix.parquet	0.3753	predict_proba	Brain	0.7753	Monocytes	0.0206	Pituitary gland	0.018	Lung	0.0147	Esophagus	0.0145
PXD007592	poor_responder_7_1	sample_nsaf_matrix.parquet	0.3527	predict_proba	Brain	0.6353	Esophagus	0.0347	Ovary	0.0256	Testis	0.0249	Urinary bladder	0.0245
PXD007592	poor_responder_7_2	sample_nsaf_matrix.parquet	0.3516	predict_proba	Brain	0.6371	Esophagus	0.036	Testis	0.0297	Kidney	0.0262	Ovary	0.0249
PXD007592	poor_responder_8_1	sample_nsaf_matrix.parquet	0.3128	predict_proba	Brain	0.8018	Pituitary gland	0.0176	Lung	0.0143	Stomach	0.0128	Adrenal gland	0.0125
PXD007592	poor_responder_8_2	sample_nsaf_matrix.parquet	0.3129	predict_proba	Brain	0.8137	Lung	0.0151	Thyroid	0.0142	Prostate	0.0112	Lymph node	0.0103
PXD007592	poor_responder_9_1	sample_nsaf_matrix.parquet	0.3372	predict_proba	Brain	0.7944	Lung	0.0174	Esophagus	0.0141	Kidney	0.013	Liver	0.0108
PXD007592	poor_responder_9_2	sample_nsaf_matrix.parquet	0.3384	predict_proba	Brain	0.7963	Lung	0.0183	Esophagus	0.0141	Testis	0.0134	Prostate	0.0134
PXD007842	1703001-Q1-Saliva-control	sample_nsaf_matrix.parquet	0.0416	shap_penalty1	Salivary gland	0.484	Nasal Polyps	0.1065	Esophagus	0.0927	Ovary	0.0617	Skeletal muscle	0.0377
PXD007842	1703001-Q2-Saliva-stade1	sample_nsaf_matrix.parquet	0.0518	shap_penalty1	Salivary gland	0.4713	Esophagus	0.0924	Ovary	0.0744	Parotid gland	0.0563	Tonsil	0.0501
PXD007842	1703001-Q3-Saliva-stade2	sample_nsaf_matrix.parquet	0.0728	shap_penalty1	Salivary gland	0.4446	Esophagus	0.0893	Ovary	0.0673	Parotid gland	0.0603	Tonsil	0.0458
PXD007842	1703001-Q5-Saliva-stade1	sample_nsaf_matrix.parquet	0.086	shap_penalty1	Salivary gland	0.3586	Esophagus	0.1226	Parotid gland	0.0803	Ovary	0.0721	Tonsil	0.0656
PXD007842	1703001-Q6-Saliva-stade2	sample_nsaf_matrix.parquet	0.0758	shap_penalty1	Salivary gland	0.3034	Esophagus	0.1619	Ovary	0.131	Parotid gland	0.0716	Tonsil	0.0572
PXD007842	1703001-Q7-Saliva-control	sample_nsaf_matrix.parquet	0.0719	shap_penalty1	Salivary gland	0.3319	Esophagus	0.1481	Nasal Polyps	0.0858	Ovary	0.0807	Tonsil	0.0783
PXD007842	1703001-Q8-Saliva-stade1	sample_nsaf_matrix.parquet	0.0539	shap_penalty1	Salivary gland	0.4975	Esophagus	0.0861	Ovary	0.0676	Parotid gland	0.0617	Tonsil	0.0476
