label,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
FractionationFraction,experimental_design,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,-0.15384615384615447
FractionationMethod,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.2857142857142855
FragmentMassTolerance,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,-0.1904761904761907
FragmentationMethod,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.2857142857142856
GradientTime,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.6000000000000001
Instrument,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,
IonizationType,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.41176470588235303
Label,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.6153846153846155
MS2MassAnalyzer,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.6000000000000001
Modification,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.6153846153846153
NumberOfBiologicalReplicates,experimental_design,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
NumberOfFractions,experimental_design,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
NumberOfMissedCleavages,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
NumberOfSamples,experimental_design,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,-0.19999999999999996
NumberOfTechnicalReplicates,experimental_design,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
Organism,biological,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
OrganismPart,biological,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.5454545454545455
PooledSample,biological,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
PrecursorMassTolerance,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,1.0
ReductionReagent,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.5454545454545456
SampleTreatment,experimental_design,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
SamplingTime,experimental_design,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
Separation,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,6.938893903907228e-17
Sex,biological,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,-0.11111111111111124
Staining,biological,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
Strain,biological,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,-0.11111111111111124
SupplementaryFile,technical,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.13793103448275856
Time,experimental_design,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.024390243902439043
Treatment,biological,SingleHuman,Annotator6,SingleHuman vs. MultiHuman annotator,10,0.0
AcquisitionMethod,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.769230769230769
Age,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,1.0
AlkylationReagent,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.3414634146341463
CellLine,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.608695652173913
CellType,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Chromatography,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,-0.125
CleavageAgent,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
CollisionEnergy,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Compound,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Disease,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,1.0
EnrichmentMethod,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.3999999999999998
FactorValue,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
FractionIdentifier,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,-0.125
FractionationFraction,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,-3.3306690738754706e-16
FractionationMethod,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.3414634146341463
FragmentMassTolerance,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,-3.3306690738754706e-16
FragmentationMethod,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.25
GradientTime,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Instrument,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
IonizationType,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.5714285714285714
Label,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.3999999999999998
MS2MassAnalyzer,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Modification,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,-8.326672684688674e-17
NumberOfBiologicalReplicates,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,
NumberOfFractions,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.5714285714285714
NumberOfMissedCleavages,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
NumberOfSamples,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,1.0
NumberOfTechnicalReplicates,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Organism,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.25
OrganismPart,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.5714285714285714
PooledSample,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
PrecursorMassTolerance,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,-8.326672684688674e-17
ReductionReagent,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.5714285714285714
SampleTreatment,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,
SamplingTime,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Separation,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Sex,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,1.0
Staining,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
Strain,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.0
SupplementaryFile,technical,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,0.3999999999999998
Time,experimental_design,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,-8.326672684688674e-17
Treatment,biological,SingleHuman,Annotator7,SingleHuman vs. MultiHuman annotator,9,
AcquisitionMethod,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.8135593220338982
Age,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.0
AlkylationReagent,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.7441860465116279
CellLine,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.7924528301886792
CellType,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,-0.4528301886792453
Chromatography,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,
CleavageAgent,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.0
CollisionEnergy,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.4761904761904763
Compound,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,-0.15789473684210548
Disease,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.8196721311475409
EnrichmentMethod,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.6206896551724139
FactorValue,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.06779661016949153
FractionIdentifier,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.6206896551724138
FractionationFraction,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,-0.09999999999999892
FractionationMethod,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,-0.13793103448275812
FragmentMassTolerance,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,-0.09999999999999976
FragmentationMethod,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.6206896551724135
GradientTime,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,-1.0177044392397269e-16
Instrument,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,
IonizationType,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.5416666666666669
Label,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.8135593220338982
MS2MassAnalyzer,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.440677966101695
Modification,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.440677966101695
NumberOfBiologicalReplicates,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,1.0
NumberOfFractions,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.6333333333333334
NumberOfMissedCleavages,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.7924528301886792
NumberOfSamples,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.26666666666666666
NumberOfTechnicalReplicates,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.7924528301886792
Organism,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.37735849056603776
OrganismPart,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.47619047619047616
PooledSample,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.23255813953488386
PrecursorMassTolerance,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.21428571428571427
ReductionReagent,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.37735849056603776
SampleTreatment,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,6.106226635438359e-16
SamplingTime,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,6.106226635438359e-16
Separation,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.0
Sex,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,-0.09999999999999892
Staining,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.0
Strain,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.7924528301886792
SupplementaryFile,technical,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.12000000000000012
Time,experimental_design,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,0.01980198019801977
Treatment,biological,SingleHuman,Annotator8,SingleHuman vs. MultiHuman annotator,11,6.106226635438359e-16
AcquisitionMethod,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.7
Age,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.3720930232558141
AlkylationReagent,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.5235294117647059
CellLine,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.45217391304347815
CellType,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.0
Chromatography,technical,SingleHuman,Qwen,model vs. any human annotator,27,-2.9976021664879274e-15
CleavageAgent,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.6493506493506489
CollisionEnergy,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.7665706051873198
Compound,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.012195121951219455
Disease,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.847457627118644
EnrichmentMethod,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.5344827586206896
FactorValue,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,0.0
FractionIdentifier,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,0.0
FractionationFraction,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,-0.05882352941176443
FractionationMethod,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.14960629921259821
FragmentMassTolerance,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.4986737400530503
FragmentationMethod,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.9078498293515357
GradientTime,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.38983050847457634
Instrument,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.0
IonizationType,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.21052631578947367
Label,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.3932584269662921
MS2MassAnalyzer,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.2135922330097087
Modification,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.7272727272727272
NumberOfBiologicalReplicates,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,0.3769230769230771
NumberOfFractions,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,0.6280991735537189
NumberOfMissedCleavages,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.6321525885558582
NumberOfSamples,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,0.12389380530973443
NumberOfTechnicalReplicates,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,0.30258302583025826
Organism,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.12093023255813981
OrganismPart,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.21739130434782608
PooledSample,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.43983402489626544
PrecursorMassTolerance,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.5714285714285714
ReductionReagent,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.43916913946587527
SampleTreatment,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,-0.06299212598425255
SamplingTime,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,-0.125
Separation,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.20800000000000002
Sex,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.27027027027027045
Staining,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.13913043478260856
Strain,biological,SingleHuman,Qwen,model vs. any human annotator,27,0.3966480446927374
SupplementaryFile,technical,SingleHuman,Qwen,model vs. any human annotator,27,0.06896551724137875
Time,experimental_design,SingleHuman,Qwen,model vs. any human annotator,27,0.08695652173913042
Treatment,biological,SingleHuman,Qwen,model vs. any human annotator,27,-0.06299212598425255
AcquisitionMethod,technical,SingleHuman,Gemma,model vs. any human annotator,27,0.41935483870967744
Age,biological,SingleHuman,Gemma,model vs. any human annotator,27,0.3720930232558141
AlkylationReagent,technical,SingleHuman,Gemma,model vs. any human annotator,27,0.5768025078369905
CellLine,biological,SingleHuman,Gemma,model vs. any human annotator,27,0.547486033519553
CellType,biological,SingleHuman,Gemma,model vs. any human annotator,27,0.6687116564417178
Chromatography,technical,SingleHuman,Gemma,model vs. any human annotator,27,-2.9976021664879274e-15
CleavageAgent,technical,SingleHuman,Gemma,model vs. any human annotator,27,0.6493506493506489
CollisionEnergy,technical,SingleHuman,Gemma,model vs. any human annotator,27,0.8421052631578947
Compound,biological,SingleHuman,Gemma,model vs. any human annotator,27,-0.05586592178770946
Disease,biological,SingleHuman,Gemma,model vs. any human annotator,27,0.6949152542372882
EnrichmentMethod,technical,SingleHuman,Gemma,model vs. any human annotator,27,0.31122448979591844
FactorValue,experimental_design,SingleHuman,Gemma,model vs. any human annotator,27,0.0
FractionIdentifier,experimental_design,SingleHuman,Gemma,model vs. any human annotator,27,-0.08000000000000078
FractionationFraction,experimental_design,SingleHuman,Gemma,model vs. any human annotator,27,-0.09756097560975559
FractionationMethod,technical,SingleHuman,Gemma,model vs. any human annotator,27,0.35494880546075075
FragmentMassTolerance,technical,SingleHuman,Gemma,model vs. any human annotator,27,0.4986737400530503
FragmentationMethod,technical,SingleHuman,Gemma,model vs. any human annotator,27,0.9078498293515357
