pxd,cohort,field,kind,score,category,old_values,new_values
PXD047367,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD047367,with_methods,number_of_samples,numeric,0.0,agree,"[""6""]","[""6""]"
PXD047367,with_methods,technology_type,lin,1.0,agree,"[""label-free quantitative proteomics""]","[""label-free quantitative proteomics""]"
PXD047507,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD047507,with_methods,factor_value,lin,1.0,agree,"[""septic vs aseptic""]","[""septic vs aseptic""]"
PXD047507,with_methods,number_of_samples,numeric,0.0,agree,"[""21""]","[""21""]"
PXD047507,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD047613,abstract_only,experimental_design,exact,1.0,agree,"[""cross-sectional""]","[""cross-sectional""]"
PXD047613,abstract_only,factor_value,lin,1.0,agree,"[""parpi sensitivity""]","[""parpi sensitivity""]"
PXD047613,abstract_only,number_of_samples,numeric,0.0,agree,"[""6""]","[""6""]"
PXD047613,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics""]"
PXD047823,with_methods,number_of_fractions,numeric,0.0,agree,"[""10""]","[""10""]"
PXD047823,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""33""]","[""33""]"
PXD047823,with_methods,number_of_samples,numeric,0.0,agree,"[""33""]","[""33""]"
PXD047823,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD048018,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics""]"
PXD048361,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD048361,with_methods,factor_value,lin,1.0,agree,"[""polysaccharides treatment""]","[""polysaccharide treatment""]"
PXD048361,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD048511,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD048511,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD048603,with_methods,biological_replicate,numeric,0.0,agree,"[""6""]","[""6""]"
PXD048603,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD048603,with_methods,factor_value,lin,,,"[""ctsb-, ctsd-, ctsl-, and ctsbdl-triple deficient (ko) human neuroblastoma-derived sh-sy5y cells and ctsb-, ctsd-, ctsl-, ctsz and ctsbdlz-quadruple deficient (ko) hela cells""]","[""cathepsin ko vs wild-type""]"
PXD048603,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""6""]","[""6""]"
PXD048603,with_methods,number_of_samples,numeric,20.0,disagree,"[""24""]","[""4""]"
PXD048603,with_methods,technology_type,lin,0.9842417601911432,partial,"[""bottom-up proteomics"", ""label-free protein quantification""]","[""bottom-up proteomics"", ""shotgun proteomics""]"
PXD048682,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course"", ""treated vs control""]"
PXD048682,abstract_only,factor_value,lin,1.0,agree,"[""activation""]","[""activation status"", ""timepoints""]"
PXD048682,abstract_only,technology_type,lin,0.8758690474807684,partial,"[""proteomics""]","[""data-independent acquisition""]"
PXD048840,with_methods,technical_replicate,numeric,0.0,agree,"[""10""]","[""10""]"
PXD048840,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""10""]","[""10""]"
PXD048840,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD048934,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD048934,with_methods,factor_value,lin,1.0,agree,"[""cell type""]","[""cell type""]"
PXD048934,with_methods,number_of_fractions,numeric,0.0,agree,"[""10""]","[""10""]"
PXD048934,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD048934,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD049067,with_methods,biological_replicate,numeric,2.0,disagree,"[""1"", ""12""]","[""3""]"
PXD049067,with_methods,experimental_design,exact,1.0,agree,"[""cross-sectional"", ""treated vs control""]","[""cross-sectional"", ""treated vs control""]"
PXD049067,with_methods,factor_value,lin,1.0,agree,"[""epididymal region"", ""treatment""]","[""epididymal region"", ""treatment""]"
PXD049067,with_methods,number_of_fractions,numeric,0.0,agree,"[""10"", ""30""]","[""10"", ""30""]"
PXD049067,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""5""]","[""5""]"
PXD049067,with_methods,number_of_samples,numeric,10.0,disagree,"[""5"", ""60""]","[""15""]"
PXD049067,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics"", ""quantitative phosphoproteomics""]","[""bottom-up proteomics""]"
PXD049249,abstract_only,technology_type,lin,0.4748406056606574,disagree,"[""mass spectrometry""]","[""bottom-up proteomics""]"
PXD049339,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics"", ""targeted proteomics""]"
PXD049793,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD050085,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD050260,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD050260,abstract_only,factor_value,lin,0.0,disagree,"[""treatment""]","[""protac vs control""]"
PXD050260,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD050402,abstract_only,experimental_design,exact,0.0,disagree,"[""time course""]","[""treated vs control""]"
PXD050402,abstract_only,factor_value,lin,,,"[""tissue-specific egfr signaling""]","[""egf stimulation""]"
PXD050402,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics"", ""targeted proteomics""]"
PXD050548,abstract_only,technology_type,lin,1.0,agree,"[""metaproteomics""]","[""metaproteomics""]"
PXD050844,abstract_only,technology_type,lin,0.9130020666102265,partial,"[""quantitative mass spectrometry""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD051016,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD051016,abstract_only,technology_type,lin,1.0,agree,"[""quantitative proteomics""]","[""bottom-up proteomics""]"
PXD051592,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""glycoproteomics""]"
PXD051706,abstract_only,technology_type,lin,0.4213844077135661,disagree,"[""data-independent mass spectrometry""]","[""bottom-up proteomics""]"
PXD051803,abstract_only,experimental_design,exact,1.0,agree,"[""dose response""]","[""dose response""]"
PXD051803,abstract_only,factor_value,lin,,,"[""concentration of sp3cho compounds""]","[""range of concentrations of sp3cho compounds""]"
PXD051803,abstract_only,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics"", ""targeted proteomics""]"
PXD052083,with_methods,biological_replicate,numeric,0.0,agree,"[""4""]","[""4""]"
PXD052083,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD052083,with_methods,factor_value,lin,,,"[""parental vs golph3/golph3l ko""]","[""parental vs golph3/golph3l ko""]"
PXD052083,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD052083,with_methods,number_of_samples,numeric,8.0,disagree,"[""16""]","[""8""]"
PXD052083,with_methods,technology_type,lin,0.6956164073570735,partial,"[""bottom-up proteomics""]","[""data-independent acquisition""]"
PXD052305,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD052305,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD052305,with_methods,factor_value,lin,0.0006359163888540644,disagree,"[""treatment""]","[""ddp + tsa group"", ""ddp group"", ""tsa group""]"
PXD052305,with_methods,number_of_fractions,numeric,0.0,agree,"[""12""]","[""12""]"
PXD052305,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD052305,with_methods,number_of_samples,numeric,0.0,agree,"[""9""]","[""9""]"
PXD052305,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""targeted proteomics""]"
PXD052809,with_methods,factor_value,lin,1.0,agree,"[""treatment""]","[""treatment""]"
PXD052809,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD053039,abstract_only,factor_value,lin,1.0,agree,"[""vmp1 ko vs wt""]","[""vmp1 ko vs wt""]"
PXD053039,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD053228,with_methods,biological_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD053228,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD053228,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""cross-sectional""]"
PXD053228,with_methods,factor_value,lin,1.0,agree,"[""t-lgll vs nk-lgll""]","[""t-lgll vs nk-lgll""]"
PXD053228,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD053228,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD053228,with_methods,number_of_samples,numeric,0.0,agree,"[""2""]","[""2""]"
PXD053228,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD053362,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD053362,abstract_only,factor_value,lin,0.05817303938405888,disagree,"[""histological pattern and age""]","[""mcd vs fsgs""]"
PXD053362,abstract_only,number_of_samples,numeric,0.0,agree,"[""56""]","[""56""]"
PXD053362,abstract_only,technology_type,lin,0.45804398034732,disagree,"[""laser microdissection and mass spectrometry""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD053579,with_methods,technical_replicate,numeric,0.0,agree,"[""5""]","[""5""]"
PXD053579,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD053579,with_methods,factor_value,lin,1.0,agree,"[""native vs refolded""]","[""native vs refolded""]"
PXD053579,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""5""]","[""5""]"
PXD053579,with_methods,number_of_samples,numeric,8.0,disagree,"[""2""]","[""10""]"
PXD053579,with_methods,technology_type,lin,0.6938738536659397,partial,"[""cross-linking mass spectrometry"", ""limited proteolysis coupled with mass spectrometry""]","[""bottom-up proteomics""]"
PXD053865,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD054002,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD054002,abstract_only,factor_value,lin,,,"[""n-starved vs n-repleted""]","[""nitrogen condition""]"
PXD054002,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD054298,abstract_only,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD054298,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD054298,abstract_only,number_of_samples,numeric,0.0,agree,"[""3""]","[""3""]"
PXD054298,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD054722,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD055168,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD055984,abstract_only,biological_replicate,numeric,,,"[""3""]","[""mouse""]"
PXD055984,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD055984,abstract_only,factor_value,lin,,,"[""gltp cko vs cre control""]","[""gltp cko vs cre control""]"
PXD055984,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics""]"
PXD056079,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056079,with_methods,factor_value,lin,,,"[""ha treatment vs control""]","[""gnss vs gnss-ha vs gnss+ha vs ha""]"
PXD056079,with_methods,technology_type,lin,0.4213844077135661,disagree,"[""lc-ms/ms""]","[""bottom-up proteomics""]"
PXD056153,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056153,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD056183,abstract_only,technology_type,lin,0.4213844077135661,disagree,"[""cetsa-based mass spectrometry""]","[""bottom-up proteomics""]"
PXD056206,with_methods,technical_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD056206,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD056206,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""targeted proteomics""]"
PXD056300,with_methods,biological_replicate,numeric,0.0,agree,"[""4""]","[""4 patients""]"
PXD056300,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD056300,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD056300,with_methods,factor_value,lin,0.0,disagree,"[""localised vs metastatic""]","[""localised prostate tumour vs prostate cancer metastasis""]"
PXD056300,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD056300,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD056300,with_methods,number_of_samples,numeric,0.0,agree,"[""10""]","[""10""]"
PXD056300,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD056432,abstract_only,technology_type,lin,0.3954209912771047,disagree,"[""tmt quantification""]","[""bottom-up proteomics"", ""tmt""]"
PXD056514,with_methods,biological_replicate,numeric,5.0,disagree,"[""3""]","[""8""]"
PXD056514,with_methods,technical_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD056514,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056514,with_methods,factor_value,lin,1.7576390555917382e-05,disagree,"[""pak inhibitors""]","[""treatment""]"
PXD056514,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD056514,with_methods,number_of_biological_replicates,numeric,5.0,disagree,"[""3""]","[""8""]"
PXD056514,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""shotgun proteomics""]"
PXD056690,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics"", ""targeted proteomics"", ""top-down proteomics""]","[""bottom-up proteomics""]"
PXD056788,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056788,abstract_only,technology_type,lin,1.0,agree,"[""phosphoproteomics""]","[""phosphoproteomics""]"
