field	raw_value	normalized_to	similarity	count	status
organism	Aggregatibacter actinomycetemcomitans		0.000	1	unmapped
organism	Escherichia coli 0157		0.000	1	unmapped
organism	Escherichia coli O25b		0.000	1	unmapped
organism	Enterobacter cloacae		0.000	1	unmapped
organism	Enterococcus faecalis		0.000	1	unmapped
organism	Streptococcus agalactiae		0.000	1	unmapped
organism	Proteus mirabilis		0.000	1	unmapped
organism	Klebsiella pneumoniae		0.000	1	unmapped
organism	Klebsiella pneumoniae IS43UP		0.000	1	unmapped
organism	Human papillomavirus type 16		0.000	1	unmapped
organism	virus		0.000	1	unmapped
organism	fungi		0.000	1	unmapped
tissue	Brain	brain	1.000	99	mapped
tissue	Blood plasma	blood plasma	1.000	80	mapped
tissue	Liver	liver	1.000	58	mapped
tissue	Blood	blood	1.000	52	mapped
tissue	Lung	lung	1.000	43	mapped
tissue	Epithelial cell	epithelial cell	1.000	40	mapped
tissue	Blood serum	blood serum	1.000	35	mapped
tissue	Kidney	kidney	1.000	35	mapped
tissue	Skin	skin	1.000	34	mapped
tissue	Colon	colon	1.000	31	mapped
tissue	Cerebrospinal fluid	cerebrospinal fluid	1.000	27	mapped
tissue	T cell	T cells	0.989	27	mapped
tissue	Heart	heart	1.000	27	mapped
tissue	Fibroblast	fibroblast	1.000	26	mapped
tissue	Blood cell	blood	0.766	25	mapped
tissue	B cell	B cells	0.989	20	mapped
tissue	Urine	urine	1.000	19	mapped
tissue	Testis	testis	1.000	18	mapped
tissue	kidney	kidney	1.000	17	mapped
tissue	liver	liver	1.000	16	mapped
tissue	Skeletal muscle	skeletal muscle	1.000	16	mapped
tissue	Spleen	spleen	1.000	16	mapped
tissue	Macrophage	macrophage	1.000	16	mapped
tissue	Stem cell	stem cells	0.993	14	mapped
tissue	Peripheral blood mononuclear cell	PBMCs	0.763	13	mapped
tissue	Saliva	saliva	1.000	13	mapped
tissue	Pancreas	pancreas	1.000	13	mapped
tissue	Platelet	platelets	0.971	12	mapped
tissue	Monocyte	monocytes	0.963	12	mapped
tissue	Bone marrow	bone marrow	1.000	12	mapped
tissue	Breast	breast	1.000	11	mapped
tissue	brain	brain	1.000	10	mapped
tissue	Embryonic stem cell	stem cells	0.829	9	mapped
tissue	Brown adipose tissue	adipose tissue	0.799	9	mapped
tissue	lung	lung	1.000	8	mapped
tissue	Dental plaque	dental plaque	1.000	8	mapped
tissue	Lymph node	lymph node	1.000	8	mapped
tissue	plasma	blood plasma	0.938	8	mapped
tissue	Placenta	placenta	1.000	8	mapped
tissue	Retina	retina	1.000	8	mapped
tissue	heart	heart	1.000	7	mapped
tissue	Hepatocyte	fibroblast	0.705	7	mapped
tissue	Endothelial cell	epithelial cell	0.701	6	mapped
tissue	Stomach	stomach	1.000	6	mapped
tissue	Sperm	sperm	1.000	6	mapped
tissue	Adipose tissue	adipose tissue	1.000	6	mapped
tissue	Mammary gland	breast	0.769	5	mapped
tissue	Erythrocyte	erythrocyte	1.000	5	mapped
tissue	Prostate gland	prostate	0.916	5	mapped
tissue	urine	urine	1.000	5	mapped
tissue	Ovary	ovary	1.000	5	mapped
tissue	Small intestine	small intestine	1.000	5	mapped
tissue	Reticulocyte	erythrocyte	0.718	5	mapped
tissue	Thyroid gland	thyroid gland	1.000	5	mapped
tissue	placenta	placenta	1.000	4	mapped
tissue	breast	breast	1.000	4	mapped
tissue	Neutrophil	neutrophil	1.000	4	mapped
tissue	seminal plasma	seminal plasma	1.000	4	mapped
tissue	skeletal muscle	skeletal muscle	1.000	4	mapped
tissue	spleen	spleen	1.000	4	mapped
tissue	Tear	tear fluid	0.712	4	mapped
tissue	PBMC	PBMCs	0.920	4	mapped
tissue	Melanocyte	melanocyte	1.000	4	mapped
tissue	fibroblast	fibroblast	1.000	4	mapped
tissue	blood plasma	blood plasma	1.000	4	mapped
tissue	Urinary bladder	urinary bladder	1.000	4	mapped
tissue	adipose tissue	adipose tissue	1.000	4	mapped
tissue	Embryonic fibroblast	fibroblast	0.820	4	mapped
tissue	Visceral adipose tissue	adipose tissue	0.875	4	mapped
tissue	Subcutaneous adipose tissue	adipose tissue	0.884	4	mapped
tissue	Blood platelet	platelets	0.938	3	mapped
tissue	colon	colon	1.000	3	mapped
tissue	ovary	ovary	1.000	3	mapped
tissue	prostate	prostate	1.000	3	mapped
tissue	testis	testis	1.000	3	mapped
tissue	Articular cartilage	cartilage	0.865	3	mapped
tissue	cervical-vaginal fluid	cervicovaginal fluid	0.909	3	mapped
tissue	Synovial fluid	synovial fluid	1.000	3	mapped
tissue	Leukocyte	lymphocytes	0.802	3	mapped
tissue	CD8+ T cells	CD8+ T cells	1.000	3	mapped
tissue	cerebellum	cerebellum	1.000	3	mapped
tissue	Pluripotent stem cell	stem cells	0.805	3	mapped
tissue	Esophagus	esophagus	1.000	3	mapped
tissue	Epithelial cell of lung	epithelial cell	0.789	3	mapped
tissue	muscle	skeletal muscle	0.898	3	mapped
tissue	Muscle	skeletal muscle	0.898	3	mapped
tissue	blood	blood	1.000	3	mapped
tissue	adrenal gland	adrenal gland	1.000	2	mapped
tissue	frontal cortex	frontal cortex	1.000	2	mapped
tissue	monocytes	monocytes	1.000	2	mapped
tissue	pancreas	pancreas	1.000	2	mapped
tissue	rectum	rectum	1.000	2	mapped
tissue	lymph node	lymph node	1.000	2	mapped
tissue	Seminal plasma	seminal plasma	1.000	2	mapped
tissue	Bronchoalveolar lavage	bronchoalveolar lavage fluid	0.883	2	mapped
tissue	Oocyte	oocyte	1.000	2	mapped
tissue	Omentum	omentum	1.000	2	mapped
tissue	Tonsil	tonsil	1.000	2	mapped
tissue	aqueous humor	tear fluid	0.741	2	mapped
tissue	intestine	gut	0.819	2	mapped
tissue	Plasma	blood plasma	0.938	2	mapped
tissue	Kidney epithelial cell	epithelial cell	0.737	2	mapped
tissue	Uterine cervix	cervix	0.971	2	mapped
tissue	Feces	feces	1.000	2	mapped
tissue	serum	blood serum	0.911	2	mapped
tissue	Cervical epithelial cell	epithelial cell	0.761	2	mapped
tissue	Umbilical cord	umbilical cord	1.000	2	mapped
tissue	Appendix	vermiform appendix	0.765	2	mapped
tissue	Duodenum	duodenum	1.000	2	mapped
tissue	Rectum	rectum	1.000	2	mapped
tissue	Substantia nigra	substantia nigra	1.000	2	mapped
tissue	T cells	T cells	1.000	2	mapped
tissue	Retinal pigment epithelium	retina	0.723	2	mapped
tissue	skin	skin	1.000	2	mapped
tissue	cervix	cervix	1.000	2	mapped
tissue	Cervicovaginal fluid	cervicovaginal fluid	1.000	2	mapped
tissue	Adipocyte	adipose tissue	0.804	2	mapped
tissue	Keratinocyte	epithelial cell	0.772	2	mapped
tissue	macrophages	macrophage	0.976	2	mapped
tissue	Sweat	sweat	1.000	2	mapped
tissue	aorta	aorta	1.000	2	mapped
tissue	Peripheral blood mononuclear cells	PBMCs	0.772	2	mapped
tissue	cerebrospinal fluid	cerebrospinal fluid	1.000	2	mapped
tissue	Mammary gland epithelial cell	epithelial cell	0.753	2	mapped
tissue	Microglial cell	macrophage	0.725	2	mapped
tissue	Nerve cord	spinal cord	0.849	2	mapped
tissue	white adipose tissue	adipose tissue	0.907	2	mapped
tissue	Cerebellum	cerebellum	1.000	2	mapped
tissue	Uterine endometrium	uterine endometrium	1.000	2	mapped
tissue	Bone marrow-derived macrophages	macrophage	0.817	2	mapped
tissue	subcutaneous adipose tissue	adipose tissue	0.884	2	mapped
tissue	Intestine	gut	0.819	2	mapped
tissue	epithelial cervix	cervix	0.823	1	mapped
tissue	b cells	B cells	1.000	1	mapped
tissue	cd4 tcells	CD4+ T cells	0.903	1	mapped
tissue	cd8 tcells	CD8+ T cells	0.933	1	mapped
tissue	esophagus	esophagus	1.000	1	mapped
tissue	gallbladder	gallbladder	1.000	1	mapped
tissue	gut	gut	1.000	1	mapped
tissue	nk cells	NK cells	1.000	1	mapped
tissue	platelets	platelets	1.000	1	mapped
tissue	retina	retina	1.000	1	mapped
tissue	spinal cord	spinal cord	1.000	1	mapped
tissue	urinary bladder	urinary bladder	1.000	1	mapped
tissue	Breast cancer	breast	0.762	1	mapped
tissue	mammary fibroblasts	fibroblast	0.739	1	mapped
tissue	Sputum	sputum	1.000	1	mapped
tissue	articular cartilage	cartilage	0.865	1	mapped
tissue	Ureter	ureter	1.000	1	mapped
tissue	BALF	bronchoalveolar lavage fluid	0.800	1	mapped
tissue	mammary epithelial cells	epithelial cell	0.758	1	mapped
tissue	Cranium	brain	0.759	1	mapped
tissue	cervico-vaginal fluid	cervicovaginal fluid	0.956	1	mapped
tissue	sweat	sweat	1.000	1	mapped
tissue	ascites	ascites	1.000	1	mapped
tissue	breast milk	milk	0.883	1	mapped
tissue	fallopian tube	fallopian tube	1.000	1	mapped
tissue	Smooth muscle myoblast	smooth muscle	0.735	1	mapped
tissue	feces	feces	1.000	1	mapped
tissue	Whole blood	blood	0.854	1	mapped
tissue	colorectal	colon	0.812	1	mapped
tissue	Follicular fluid	follicular fluid	1.000	1	mapped
tissue	Adenohypophysis	hypophysis	0.758	1	mapped
tissue	peritoneal dialysis effluent	peritoneal dialysis fluid	0.832	1	mapped
tissue	bladder	urinary bladder	0.965	1	mapped
tissue	Peritoneal dialysis fluid	peritoneal dialysis fluid	1.000	1	mapped
tissue	Menstrual fluid	follicular fluid	0.725	1	mapped
tissue	Mature natural killer cell	NK cells	0.839	1	mapped
tissue	Palatine tonsil	tonsil	0.826	1	mapped
tissue	Parotid gland	salivary gland	0.718	1	mapped
tissue	mammary fibroblast	fibroblast	0.794	1	mapped
tissue	lung fibroblast	fibroblast	0.787	1	mapped
tissue	follicular fluid	follicular fluid	1.000	1	mapped
tissue	Trophoblast	trophoblast	1.000	1	mapped
tissue	Neck	cervix	0.714	1	mapped
tissue	Head	brain	0.719	1	mapped
tissue	Sclera	sclera	1.000	1	mapped
tissue	blood serum	blood serum	1.000	1	mapped
tissue	bone marrow	bone marrow	1.000	1	mapped
tissue	stomach content	stomach	0.789	1	mapped
tissue	Nasal epithelium	olfactory epithelium	0.721	1	mapped
tissue	Adrenal gland	adrenal gland	1.000	1	mapped
tissue	Endometrium	uterine endometrium	0.958	1	mapped
tissue	Fallopian tube	fallopian tube	1.000	1	mapped
tissue	Gall bladder	gallbladder	0.879	1	mapped
tissue	Pituitary gland	hypophysis	0.844	1	mapped
tissue	Salivary gland	salivary gland	1.000	1	mapped
tissue	Smooth muscle	smooth muscle	1.000	1	mapped
tissue	Temporal lobe	temporal lobe	1.000	1	mapped
tissue	neutrophils	neutrophil	0.969	1	mapped
tissue	substantia nigra	substantia nigra	1.000	1	mapped
tissue	uterus	uterus	1.000	1	mapped
tissue	ligament	ligament	1.000	1	mapped
tissue	Milk	milk	1.000	1	mapped
tissue	epithelial cells	epithelial cell	0.992	1	mapped
tissue	pluripotent stem cell	stem cells	0.805	1	mapped
tissue	Prostate	prostate	1.000	1	mapped
tissue	stool	feces	0.854	1	mapped
tissue	Myeloid cell	macrophage	0.785	1	mapped
tissue	Natural killer cell	NK cells	0.919	1	mapped
tissue	Prefrontal cortex	frontal cortex	0.885	1	mapped
tissue	Skin fibroblast	fibroblast	0.934	1	mapped
tissue	human serum	blood serum	0.722	1	mapped
tissue	Ascites	ascites	1.000	1	mapped
tissue	Monocytes	monocytes	1.000	1	mapped
tissue	Artery	aorta	0.755	1	mapped
tissue	Megakaryocyte	macrophage	0.708	1	mapped
tissue	Umbilical artery	umbilical cord	0.724	1	mapped
tissue	Cervical vaginal fluid	cervicovaginal fluid	0.905	1	mapped
tissue	lungs	lung	0.973	1	mapped
tissue	erythrocytes	erythrocyte	0.961	1	mapped
tissue	Neural retina	retina	0.874	1	mapped
tissue	Trophectoderm	trophoblast	0.806	1	mapped
tissue	peripheral blood monocytes	monocytes	0.886	1	mapped
tissue	Fetal brain	brain	0.755	1	mapped
tissue	sperm	sperm	1.000	1	mapped
tissue	Pleural fluid	pleural fluid	1.000	1	mapped
tissue	Brown fat	adipose tissue	0.726	1	mapped
tissue	bone marrow derived macrophages	macrophage	0.798	1	mapped
tissue	Mesenchymal stem cell	stem cells	0.720	1	mapped
tissue	Spermatozoid	sperm	0.837	1	mapped
tissue	endometrial stromal cells	uterine endometrium	0.717	1	mapped
tissue	cardiac fibroblast	fibroblast	0.772	1	mapped
tissue	Cervix squamous epithelium	cervix	0.704	1	mapped
tissue	endometrium	uterine endometrium	0.958	1	mapped
tissue	Foreskin fibroblast	fibroblast	0.729	1	mapped
tissue	intestinal epithelial cells	epithelial cell	0.772	1	mapped
tissue	Pericardial fluid	pleural fluid	0.703	1	mapped
tissue	salivary gland	salivary gland	1.000	1	mapped
tissue	Forebrain	brain	0.795	1	mapped
tissue	Bladder	urinary bladder	0.965	1	mapped
tissue	blood cell	blood	0.766	1	mapped
tissue	forebrain	brain	0.795	1	mapped
tissue	Intervertebral disc	intervertebral disk	0.974	1	mapped
tissue	Abdominal aorta	aorta	0.808	1	mapped
tissue	Short term hematopoietic stem cell	stem cells	0.731	1	mapped
tissue	Semen	sperm	0.846	1	mapped
tissue	Astrocyte	macrophage	0.708	1	mapped
tissue	Peripheral blood	blood plasma	0.789	1	mapped
tissue	embryonic kidney	kidney	0.731	1	mapped
tissue	myofibres	skeletal muscle	0.721	1	mapped
tissue	embryonic brain	brain	0.797	1	mapped
tissue	B cells	B cells	1.000	1	mapped
tissue	bronchial epithelial cells	epithelial cell	0.731	1	mapped
tissue	Fat body	adipose tissue	0.853	1	mapped
tissue	tear fluid	tear fluid	1.000	1	mapped
tissue	brown fat	adipose tissue	0.726	1	mapped
tissue	ovaries	ovary	0.963	1	mapped
tissue	testes	testis	0.942	1	mapped
tissue	Spermatozoon	sperm	0.832	1	mapped
tissue	Breast cancer tissue	breast	0.736	1	mapped
tissue	hematopoietic progenitor cells	stem cells	0.756	1	mapped
tissue	Multipotent stem cell	stem cells	0.865	1	mapped
tissue	alveolar macrophages	macrophage	0.790	1	mapped
tissue	Aorta	aorta	1.000	1	mapped
tissue	Cervix epithelium	cervix	0.747	1	mapped
tissue	bone	bone	1.000	1	mapped
tissue	Monocyte-derived macrophages	macrophage	0.841	1	mapped
tissue	Breast lobe	breast	0.727	1	mapped
tissue	whole brain	brain	0.870	1	mapped
tissue	Epididymal white adipose tissue	adipose tissue	0.754	1	mapped
tissue	Cell culture		0.000	53	unmapped
tissue	Cell lysate		0.000	18	unmapped
tissue	Cell suspension culture		0.000	14	unmapped
tissue	yeast cells		0.000	14	unmapped
tissue	extracellular vesicles		0.000	9	unmapped
tissue	Leaf		0.000	9	unmapped
tissue	Umbilical vein		0.000	8	unmapped
tissue	nucleus		0.000	6	unmapped
tissue	cell culture		0.000	6	unmapped
tissue	secretome		0.000	6	unmapped
tissue	recombinant protein		0.000	6	unmapped
tissue	small airway epithelial cells		0.000	5	unmapped
tissue	bacterial cells		0.000	5	unmapped
tissue	Kidney cell		0.000	5	unmapped
tissue	Plant cell		0.000	5	unmapped
tissue	endothelial cells		0.000	4	unmapped
tissue	Whole body		0.000	4	unmapped
tissue	Endothelial cell of umbilical vein		0.000	4	unmapped
tissue	tumor		0.000	4	unmapped
tissue	Diploid cell		0.000	4	unmapped
tissue	Dendritic cell		0.000	4	unmapped
tissue	cell lysate		0.000	4	unmapped
tissue	Pancreatic duct		0.000	4	unmapped
tissue	Cell Lysate		0.000	4	unmapped
tissue	whole cell lysate		0.000	3	unmapped
tissue	Cornea		0.000	3	unmapped
tissue	chromatin		0.000	3	unmapped
tissue	Permanent cell line cell		0.000	3	unmapped
tissue	root		0.000	3	unmapped
tissue	Primary cell		0.000	3	unmapped
tissue	Rosette		0.000	3	unmapped
tissue	lung epithelium		0.000	3	unmapped
tissue	Seedling		0.000	3	unmapped
tissue	Breast cancer cell		0.000	3	unmapped
tissue	Human Embryonic Kidney		0.000	3	unmapped
tissue	Root		0.000	3	unmapped
tissue	HeLa cells		0.000	2	unmapped
tissue	extracellular matrix		0.000	2	unmapped
tissue	Pancreatic islet		0.000	2	unmapped
tissue	Conditioned media		0.000	2	unmapped
tissue	Corneal endothelial cell		0.000	2	unmapped
tissue	Microvessel		0.000	2	unmapped
tissue	Tooth enamel		0.000	2	unmapped
tissue	Calvaria		0.000	2	unmapped
tissue	Extracellular vesicles		0.000	2	unmapped
tissue	Cerebral organoids		0.000	2	unmapped
tissue	gut organoids		0.000	2	unmapped
tissue	cytoplasm		0.000	2	unmapped
tissue	Small intestine epithelium		0.000	2	unmapped
tissue	Mast cell		0.000	2	unmapped
tissue	Tumor		0.000	2	unmapped
tissue	Early embryonic cell		0.000	2	unmapped
tissue	E. coli		0.000	2	unmapped
tissue	cell pellets		0.000	2	unmapped
tissue	K562		0.000	2	unmapped
tissue	NALM-6		0.000	2	unmapped
tissue	conditioned media		0.000	2	unmapped
tissue	Hippocampus		0.000	2	unmapped
tissue	membrane		0.000	2	unmapped
tissue	colorectal cancer tissue		0.000	1	unmapped
tissue	normal tissue		0.000	1	unmapped
tissue	dental calculus		0.000	1	unmapped
tissue	dentine		0.000	1	unmapped
tissue	alveolar bone		0.000	1	unmapped
tissue	cementum		0.000	1	unmapped
tissue	centrosomes		0.000	1	unmapped
tissue	ovarian surface epithelium		0.000	1	unmapped
tissue	distal fallopian tube epithelium		0.000	1	unmapped
tissue	mammalian cell extracts		0.000	1	unmapped
tissue	Pineal gland		0.000	1	unmapped
tissue	Retinal pigment epithelial cells		0.000	1	unmapped
tissue	pancreatic cancer cells		0.000	1	unmapped
tissue	yeast		0.000	1	unmapped
tissue	flank tumor		0.000	1	unmapped
tissue	influenza vaccine		0.000	1	unmapped
tissue	urine-derived cells		0.000	1	unmapped
tissue	podocytes		0.000	1	unmapped
tissue	urinary cells		0.000	1	unmapped
tissue	Esophagus mucosa		0.000	1	unmapped
tissue	Hepatic stellate cell		0.000	1	unmapped
tissue	nuclei		0.000	1	unmapped
tissue	Head and neck		0.000	1	unmapped
tissue	Blood vessel		0.000	1	unmapped
tissue	Nasal polyp		0.000	1	unmapped
tissue	Neuron of cerebral cortex		0.000	1	unmapped
tissue	breast cancer cell		0.000	1	unmapped
tissue	heart left ventricle		0.000	1	unmapped
tissue	lysosome		0.000	1	unmapped
tissue	seawater		0.000	1	unmapped
tissue	Neuroblast		0.000	1	unmapped
tissue	Prostate adenocarcinoma cell		0.000	1	unmapped
tissue	hemoglobin		0.000	1	unmapped
tissue	Tibia		0.000	1	unmapped
tissue	Mandible		0.000	1	unmapped
tissue	Gingiva		0.000	1	unmapped
tissue	Prostate cancer cell		0.000	1	unmapped
tissue	supernatant		0.000	1	unmapped
tissue	pleura		0.000	1	unmapped
tissue	Male germ cell		0.000	1	unmapped
tissue	neuron of cerebral cortex		0.000	1	unmapped
tissue	sialolith		0.000	1	unmapped
tissue	Immortal cell line cell		0.000	1	unmapped
tissue	shoot		0.000	1	unmapped
tissue	seed		0.000	1	unmapped
tissue	flower		0.000	1	unmapped
tissue	cotyledon		0.000	1	unmapped
tissue	sepal		0.000	1	unmapped
tissue	silique		0.000	1	unmapped
tissue	hypocotyl		0.000	1	unmapped
tissue	carpel		0.000	1	unmapped
tissue	leaf		0.000	1	unmapped
tissue	flower bud		0.000	1	unmapped
tissue	cauline leaf		0.000	1	unmapped
tissue	stamen		0.000	1	unmapped
tissue	pollen		0.000	1	unmapped
tissue	rosette		0.000	1	unmapped
tissue	petal		0.000	1	unmapped
tissue	callus		0.000	1	unmapped
tissue	fruit		0.000	1	unmapped
tissue	stem		0.000	1	unmapped
tissue	trabecular meshwork		0.000	1	unmapped
tissue	Virus		0.000	1	unmapped
tissue	Medulloblastoma		0.000	1	unmapped
tissue	enteroendocrine cells		0.000	1	unmapped
tissue	insect cells		0.000	1	unmapped
tissue	nucleoli		0.000	1	unmapped
tissue	Activated skeletal muscle satellite cell		0.000	1	unmapped
tissue	periodontal ligament		0.000	1	unmapped
tissue	Nipple aspirate fluid		0.000	1	unmapped
tissue	mouse embryonic fibroblasts		0.000	1	unmapped
tissue	Pancreatic ductal cell		0.000	1	unmapped
tissue	Synovium		0.000	1	unmapped
tissue	Glandular cell of endometrium		0.000	1	unmapped
tissue	Cervical mucus		0.000	1	unmapped
tissue	Tendon		0.000	1	unmapped
tissue	primary myoblasts		0.000	1	unmapped
tissue	Pulmonary artery endothelial cell		0.000	1	unmapped
tissue	Ewing sarcoma		0.000	1	unmapped
tissue	extracellular fluid		0.000	1	unmapped
tissue	embryonic brain cortex		0.000	1	unmapped
tissue	Motor neuron		0.000	1	unmapped
tissue	membrane fraction		0.000	1	unmapped
tissue	pancreatic adenocarcinoma		0.000	1	unmapped
tissue	Quadriceps		0.000	1	unmapped
tissue	vacuolar membranes		0.000	1	unmapped
tissue	endoplasmic reticulum membrane		0.000	1	unmapped
tissue	vacuolar membrane		0.000	1	unmapped
tissue	whole-cell extracts		0.000	1	unmapped
tissue	cancer tissues		0.000	1	unmapped
tissue	seedlings		0.000	1	unmapped
tissue	cellular extract		0.000	1	unmapped
tissue	Glioblastoma		0.000	1	unmapped
tissue	Thymus		0.000	1	unmapped
tissue	Peripheral nerve		0.000	1	unmapped
tissue	Oral mucosa		0.000	1	unmapped
tissue	Human Umbilical Vein Endothelial Cells		0.000	1	unmapped
tissue	wastewater granules		0.000	1	unmapped
tissue	Bile		0.000	1	unmapped
tissue	Soleus		0.000	1	unmapped
tissue	Tibialis anterior		0.000	1	unmapped
tissue	chloroplast		0.000	1	unmapped
tissue	Ovary cancer cell		0.000	1	unmapped
tissue	Malignant cell		0.000	1	unmapped
tissue	hippocampus		0.000	1	unmapped
tissue	Myocardium		0.000	1	unmapped
tissue	meningioma		0.000	1	unmapped
tissue	Breast epithelium		0.000	1	unmapped
tissue	glutamatergic neurons		0.000	1	unmapped
tissue	outer membrane		0.000	1	unmapped
tissue	Limb bud		0.000	1	unmapped
tissue	Mammary epithelial cell line		0.000	1	unmapped
tissue	yeast lysate		0.000	1	unmapped
tissue	induced neurons		0.000	1	unmapped
tissue	Pancreatic islet beta cell		0.000	1	unmapped
tissue	Forelimb muscle		0.000	1	unmapped
tissue	dura mater		0.000	1	unmapped
tissue	Colon endothelium		0.000	1	unmapped
tissue	Breast adenocarcinoma cell line		0.000	1	unmapped
tissue	Vitreous humor		0.000	1	unmapped
tissue	Oligodendrocyte		0.000	1	unmapped
tissue	Neoplastic cell		0.000	1	unmapped
tissue	gingival epithelium		0.000	1	unmapped
tissue	tongue		0.000	1	unmapped
tissue	floor of mouth		0.000	1	unmapped
tissue	mitochondria		0.000	1	unmapped
tissue	cytosol		0.000	1	unmapped
tissue	E. coli cell pellets		0.000	1	unmapped
tissue	B-cell lymphoma/leukemia 11b		0.000	1	unmapped
tissue	apoplast		0.000	1	unmapped
tissue	breast cancer cells		0.000	1	unmapped
tissue	whole cells		0.000	1	unmapped
tissue	vacuole		0.000	1	unmapped
tissue	dorsal root ganglia		0.000	1	unmapped
tissue	trigeminal ganglia		0.000	1	unmapped
tissue	Lacrimal gland		0.000	1	unmapped
tissue	Sciatic nerve		0.000	1	unmapped
tissue	Ovary epithelium		0.000	1	unmapped
tissue	cell-derived matrix		0.000	1	unmapped
tissue	cell culture supernatant		0.000	1	unmapped
tissue	Schwann cell		0.000	1	unmapped
tissue	brown adipocytes		0.000	1	unmapped
tissue	Mesentery		0.000	1	unmapped
tissue	Colorectal cancer tissue		0.000	1	unmapped
tissue	Phloem		0.000	1	unmapped
tissue	Embryo		0.000	1	unmapped
tissue	suprachiasmatic nucleus		0.000	1	unmapped
tissue	Gastrocnemius		0.000	1	unmapped
tissue	mammalian cells		0.000	1	unmapped
tissue	Duodenal mucosa		0.000	1	unmapped
tissue	myeloma		0.000	1	unmapped
tissue	Mouse embryonic fibroblasts		0.000	1	unmapped
tissue	Vocal fold epithelial cells		0.000	1	unmapped
tissue	embryonic bodies		0.000	1	unmapped
tissue	bone marrow-derived cells		0.000	1	unmapped
tissue	Peripheral nervous system neuron		0.000	1	unmapped
tissue	Glutamatergic neuron		0.000	1	unmapped
tissue	motor neurons		0.000	1	unmapped
tissue	Oviduct epithelium		0.000	1	unmapped
tissue	Neural progenitor cell		0.000	1	unmapped
tissue	human cells		0.000	1	unmapped
tissue	wound fluid		0.000	1	unmapped
tissue	micronuclei		0.000	1	unmapped
tissue	Stromal cell		0.000	1	unmapped
tissue	cardiomyocytes		0.000	1	unmapped
tissue	tendon		0.000	1	unmapped
tissue	Flower		0.000	1	unmapped
tissue	Renal glomerulus		0.000	1	unmapped
treatment_class	small molecule	small molecule	1.000	704	mapped
treatment_class	biologics	biologics	1.000	612	mapped
treatment_class	environmental	environmental	1.000	299	mapped
treatment_class	gene overexpression		0.000	29	unmapped
treatment_class	chemical		0.000	17	unmapped
treatment_class	Inhibitor		0.000	16	unmapped
treatment_class	Kinase Inhibitor		0.000	6	unmapped
treatment_class	Ubiquitin pathway inhibitor		0.000	3	unmapped
treatment_class	Neddylation pathway inhibitor		0.000	3	unmapped
treatment_class	Lysosomal acidification inhibitor		0.000	3	unmapped
treatment_class	None		0.000	1	unmapped
treatment_class	 biomedical		0.000	1	unmapped
treatment_class	gene over cut		0.000	1	unmapped
treatment_class	overexpression		0.000	1	unmapped
treatment_class	gene 		0.000	1	unmapped
