pxd,cohort,old_fields,new_fields,shared_fields,earlier_only_fields,expanded_only_fields,old_values,new_values,field_jaccard,field_delta,value_delta,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_pairs_jaccard,hierarchical_inclusive_pairs_jaccard,semantic_inclusive_pairs_jaccard
PXD065571,abstract_only,2,21,2,0,19,2,36,0.09523809523809523,19,34,2,2,2,0.05555555555555555,0.05555555555555555,0.05555555555555555
PXD065993,with_methods,28,29,26,2,3,37,34,0.8387096774193549,1,-3,19,19,21,0.36538461538461536,0.36538461538461536,0.42
PXD066206,abstract_only,2,24,2,0,22,2,30,0.08333333333333333,22,28,0,0,1,0.0,0.0,0.03225806451612903
PXD066557,abstract_only,6,17,6,0,11,6,24,0.35294117647058826,11,18,3,3,5,0.1111111111111111,0.1111111111111111,0.2
PXD066888,abstract_only,11,22,11,0,11,12,29,0.5,11,17,6,7,9,0.17142857142857143,0.20588235294117646,0.28125
PXD067193,with_methods,28,28,27,1,1,37,36,0.9310344827586207,0,-1,23,24,31,0.46,0.4897959183673469,0.7380952380952381
PXD067324,abstract_only,3,11,3,0,8,3,14,0.2727272727272727,8,11,2,2,3,0.13333333333333333,0.13333333333333333,0.21428571428571427
PXD067624,abstract_only,7,24,7,0,17,8,35,0.2916666666666667,17,27,5,5,5,0.13157894736842105,0.13157894736842105,0.13157894736842105
PXD067974,abstract_only,7,19,6,1,13,9,26,0.3,12,17,1,1,1,0.029411764705882353,0.029411764705882353,0.029411764705882353
PXD068388,with_methods,25,28,25,0,3,34,45,0.8928571428571429,3,11,22,22,24,0.38596491228070173,0.38596491228070173,0.43636363636363634
PXD068581,abstract_only,9,23,9,0,14,10,32,0.391304347826087,14,22,7,8,9,0.2,0.23529411764705882,0.2727272727272727
PXD068982,abstract_only,9,17,9,0,8,9,23,0.5294117647058824,8,14,6,6,7,0.23076923076923078,0.23076923076923078,0.28
PXD069399,abstract_only,2,17,2,0,15,2,31,0.11764705882352941,15,29,2,2,2,0.06451612903225806,0.06451612903225806,0.06451612903225806
PXD070339,abstract_only,12,28,12,0,16,12,33,0.42857142857142855,16,21,9,9,11,0.25,0.25,0.3235294117647059
PXD071367,abstract_only,1,22,1,0,21,1,29,0.045454545454545456,21,28,1,1,1,0.034482758620689655,0.034482758620689655,0.034482758620689655
PXD000013,abstract_only,0,12,0,0,12,0,20,0.0,12,20,0,0,0,0.0,0.0,0.0
PXD000529,abstract_only,8,17,8,0,9,10,20,0.47058823529411764,9,10,9,9,9,0.42857142857142855,0.42857142857142855,0.42857142857142855
PXD001017,abstract_only,12,16,11,1,5,12,16,0.6470588235294118,4,4,8,9,11,0.4,0.47368421052631576,0.6470588235294118
PXD001327,abstract_only,9,21,9,0,12,15,26,0.42857142857142855,12,11,8,8,10,0.24242424242424243,0.24242424242424243,0.3225806451612903
PXD001420,abstract_only,8,26,8,0,18,8,28,0.3076923076923077,18,20,5,5,7,0.16129032258064516,0.16129032258064516,0.2413793103448276
PXD001574,abstract_only,13,15,13,0,2,13,26,0.8666666666666667,2,13,9,10,10,0.3,0.3448275862068966,0.3448275862068966
PXD002014,with_methods,15,21,13,2,8,16,28,0.5652173913043478,6,12,6,6,10,0.15789473684210525,0.15789473684210525,0.29411764705882354
PXD002436,abstract_only,4,16,4,0,12,4,18,0.25,12,14,1,1,2,0.047619047619047616,0.047619047619047616,0.1
PXD002825,with_methods,23,25,20,3,5,25,30,0.7142857142857143,2,5,15,15,16,0.375,0.375,0.41025641025641024
PXD003086,abstract_only,11,19,11,0,8,11,22,0.5789473684210527,8,11,6,7,8,0.2222222222222222,0.2692307692307692,0.32
PXD003295,with_methods,28,31,28,0,3,37,36,0.9032258064516129,3,-1,25,25,30,0.5208333333333334,0.5208333333333334,0.6976744186046512
PXD003409,abstract_only,15,21,11,4,10,17,30,0.44,6,13,6,6,9,0.14634146341463414,0.14634146341463414,0.23684210526315788
PXD003417,abstract_only,16,29,16,0,13,19,36,0.5517241379310345,13,17,14,14,14,0.34146341463414637,0.34146341463414637,0.34146341463414637
PXD003657,with_methods,22,21,21,1,0,24,26,0.9545454545454546,-1,2,13,13,17,0.35135135135135137,0.35135135135135137,0.5151515151515151
PXD003977,with_methods,23,20,20,3,0,29,32,0.8695652173913043,-3,3,22,23,25,0.5641025641025641,0.6052631578947368,0.6944444444444444
PXD004355,abstract_only,3,15,3,0,12,3,19,0.2,12,16,2,2,3,0.1,0.1,0.15789473684210525
PXD004682,with_methods,27,22,22,5,0,36,33,0.8148148148148148,-5,-3,18,18,20,0.35294117647058826,0.35294117647058826,0.40816326530612246
PXD005055,with_methods,15,18,14,1,4,16,22,0.7368421052631579,3,6,11,11,13,0.4074074074074074,0.4074074074074074,0.52
PXD005323,with_methods,26,24,24,2,0,31,26,0.9230769230769231,-2,-5,19,19,19,0.5,0.5,0.5
PXD005554,with_methods,29,28,28,1,0,43,37,0.9655172413793104,-1,-6,16,17,22,0.25,0.2698412698412698,0.3793103448275862
PXD005755,with_methods,28,28,26,2,2,46,52,0.8666666666666667,0,6,35,35,39,0.5555555555555556,0.5555555555555556,0.6610169491525424
PXD006178,abstract_only,11,22,11,0,11,11,29,0.5,11,18,7,8,11,0.21212121212121213,0.25,0.3793103448275862
PXD006335,with_methods,15,16,14,1,2,26,22,0.8235294117647058,1,-4,16,16,17,0.5,0.5,0.5483870967741935
PXD006465,abstract_only,13,20,11,2,9,15,27,0.5,7,12,10,10,11,0.3125,0.3125,0.3548387096774194
PXD006572,abstract_only,13,29,13,0,16,18,35,0.4482758620689655,16,17,11,11,12,0.2619047619047619,0.2619047619047619,0.2926829268292683
PXD006672,abstract_only,14,23,14,0,9,14,33,0.6086956521739131,9,19,9,9,12,0.23684210526315788,0.23684210526315788,0.34285714285714286
PXD006776,with_methods,27,25,24,3,1,30,29,0.8571428571428571,-2,-1,20,20,23,0.5128205128205128,0.5128205128205128,0.6388888888888888
PXD006911,with_methods,19,22,18,1,4,20,33,0.782608695652174,3,13,13,13,15,0.325,0.325,0.39473684210526316
PXD007153,abstract_only,8,23,8,0,15,8,25,0.34782608695652173,15,17,6,6,8,0.2222222222222222,0.2222222222222222,0.32
PXD007271,with_methods,24,23,22,2,1,43,30,0.88,-1,-13,21,21,23,0.40384615384615385,0.40384615384615385,0.46
PXD007662,abstract_only,9,20,9,0,11,9,21,0.45,11,12,7,7,7,0.30434782608695654,0.30434782608695654,0.30434782608695654
PXD007740,abstract_only,6,26,6,0,20,6,36,0.23076923076923078,20,30,6,6,6,0.16666666666666666,0.16666666666666666,0.16666666666666666
PXD007846,abstract_only,8,21,7,1,14,8,30,0.3181818181818182,13,22,3,3,5,0.08571428571428572,0.08571428571428572,0.15151515151515152
PXD007975,with_methods,25,24,23,2,1,32,27,0.8846153846153846,-1,-5,13,14,18,0.2826086956521739,0.3111111111111111,0.43902439024390244
PXD008079,abstract_only,11,24,8,3,16,14,36,0.2962962962962963,13,22,4,4,6,0.08695652173913043,0.08695652173913043,0.13636363636363635
PXD008197,abstract_only,9,18,8,1,10,12,19,0.42105263157894735,9,7,6,7,7,0.24,0.2916666666666667,0.2916666666666667
PXD008338,abstract_only,11,23,9,2,14,12,30,0.36,12,18,7,7,9,0.2,0.2,0.2727272727272727
PXD008493,with_methods,24,25,22,2,3,32,37,0.8148148148148148,1,5,22,22,24,0.46808510638297873,0.46808510638297873,0.5333333333333333
PXD008584,with_methods,13,24,13,0,11,13,29,0.5416666666666666,11,16,7,8,10,0.2,0.23529411764705882,0.3125
PXD008722,with_methods,27,27,26,1,1,29,34,0.9285714285714286,0,5,22,22,24,0.5365853658536586,0.5365853658536586,0.6153846153846154
PXD008925,with_methods,29,30,28,1,2,34,35,0.9032258064516129,1,1,18,18,23,0.35294117647058826,0.35294117647058826,0.5
PXD008992,abstract_only,13,17,11,2,6,16,25,0.5789473684210527,4,9,5,5,6,0.1388888888888889,0.1388888888888889,0.17142857142857143
PXD009110,abstract_only,7,20,7,0,13,7,26,0.35,13,19,3,3,5,0.1,0.1,0.17857142857142858
PXD009174,abstract_only,9,27,9,0,18,12,33,0.3333333333333333,18,21,7,7,8,0.18421052631578946,0.18421052631578946,0.21621621621621623
PXD009254,with_methods,24,19,19,5,0,28,21,0.7916666666666666,-5,-7,15,15,17,0.4411764705882353,0.4411764705882353,0.53125
PXD009302,abstract_only,9,17,9,0,8,9,28,0.5294117647058824,8,19,8,8,9,0.27586206896551724,0.27586206896551724,0.32142857142857145
PXD009360,with_methods,17,19,16,1,3,29,31,0.8,2,2,15,16,20,0.3333333333333333,0.36363636363636365,0.5
PXD009442,abstract_only,8,22,8,0,14,8,30,0.36363636363636365,14,22,7,7,7,0.22580645161290322,0.22580645161290322,0.22580645161290322
PXD009515,abstract_only,7,13,6,1,7,9,24,0.42857142857142855,6,15,6,6,6,0.2222222222222222,0.2222222222222222,0.2222222222222222
PXD009592,with_methods,6,19,6,0,13,7,30,0.3157894736842105,13,23,6,6,6,0.1935483870967742,0.1935483870967742,0.1935483870967742
PXD009709,with_methods,24,25,23,1,2,29,36,0.8846153846153846,1,7,23,23,27,0.5476190476190477,0.5476190476190477,0.7105263157894737
PXD009781,abstract_only,10,21,9,1,12,11,30,0.4090909090909091,11,19,7,7,8,0.20588235294117646,0.20588235294117646,0.24242424242424243
PXD009861,with_methods,14,17,14,0,3,18,23,0.8235294117647058,3,5,12,12,14,0.41379310344827586,0.41379310344827586,0.5185185185185185
PXD009916,abstract_only,11,20,7,4,13,13,26,0.2916666666666667,9,13,2,3,5,0.05405405405405406,0.08333333333333333,0.14705882352941177
PXD009996,abstract_only,10,21,10,0,11,10,27,0.47619047619047616,11,17,5,5,8,0.15625,0.15625,0.27586206896551724
PXD010103,with_methods,26,25,23,3,2,45,48,0.8214285714285714,-1,3,30,30,31,0.47619047619047616,0.47619047619047616,0.5
PXD010155,abstract_only,9,25,9,0,16,10,37,0.36,16,27,7,7,7,0.175,0.175,0.175
PXD010296,abstract_only,7,15,7,0,8,11,25,0.4666666666666667,8,14,6,7,8,0.2,0.2413793103448276,0.2857142857142857
PXD010516,abstract_only,4,14,3,1,11,4,15,0.2,10,11,2,2,3,0.11764705882352941,0.11764705882352941,0.1875
PXD010634,with_methods,30,31,30,0,1,43,40,0.967741935483871,1,-3,25,26,30,0.43103448275862066,0.45614035087719296,0.5660377358490566
PXD010870,with_methods,17,17,15,2,2,23,19,0.7894736842105263,0,-4,14,14,14,0.5,0.5,0.5
PXD011124,abstract_only,2,14,2,0,12,3,41,0.14285714285714285,12,38,0,0,0,0.0,0.0,0.0
PXD011256,with_methods,15,16,10,5,6,18,21,0.47619047619047616,1,3,3,3,3,0.08333333333333333,0.08333333333333333,0.08333333333333333
PXD011618,abstract_only,9,22,8,1,14,9,30,0.34782608695652173,13,21,4,4,5,0.11428571428571428,0.11428571428571428,0.14705882352941177
PXD015957,with_methods,18,23,18,0,5,22,30,0.782608695652174,5,8,16,16,19,0.4444444444444444,0.4444444444444444,0.5757575757575758
PXD020187,with_methods,28,26,25,3,1,29,29,0.8620689655172413,-2,0,20,20,24,0.5263157894736842,0.5263157894736842,0.7058823529411765
PXD028393,with_methods,22,29,21,1,8,34,38,0.7,7,4,18,18,21,0.3333333333333333,0.3333333333333333,0.4117647058823529
PXD036633,abstract_only,9,12,7,2,5,9,12,0.5,3,3,4,4,6,0.23529411764705882,0.23529411764705882,0.4
PXD046412,abstract_only,5,20,5,0,15,5,26,0.25,15,21,2,2,2,0.06896551724137931,0.06896551724137931,0.06896551724137931
PXD046463,abstract_only,4,16,4,0,12,4,22,0.25,12,18,1,1,2,0.04,0.04,0.08333333333333333
PXD046571,abstract_only,9,23,9,0,14,10,31,0.391304347826087,14,21,4,5,7,0.10810810810810811,0.1388888888888889,0.20588235294117646
PXD046709,abstract_only,10,10,8,2,2,14,12,0.6666666666666666,0,-2,5,5,8,0.23809523809523808,0.23809523809523808,0.4444444444444444
PXD046760,with_methods,23,21,21,2,0,38,31,0.9130434782608695,-2,-7,15,15,24,0.2777777777777778,0.2777777777777778,0.5333333333333333
PXD046852,abstract_only,1,18,1,0,17,1,25,0.05555555555555555,17,24,1,1,1,0.04,0.04,0.04
PXD046995,abstract_only,7,23,7,0,16,7,31,0.30434782608695654,16,24,5,5,6,0.15151515151515152,0.15151515151515152,0.1875
PXD047043,abstract_only,10,23,10,0,13,13,26,0.43478260869565216,13,13,5,5,5,0.14705882352941177,0.14705882352941177,0.14705882352941177
PXD047133,abstract_only,9,16,8,1,8,9,27,0.47058823529411764,7,18,5,5,7,0.16129032258064516,0.16129032258064516,0.2413793103448276
PXD047241,with_methods,22,19,17,5,2,25,27,0.7083333333333334,-3,2,14,14,17,0.3684210526315789,0.3684210526315789,0.4857142857142857
PXD047386,abstract_only,15,25,15,0,10,15,33,0.6,10,18,11,11,11,0.2972972972972973,0.2972972972972973,0.2972972972972973
PXD047527,with_methods,18,15,14,4,1,18,17,0.7368421052631579,-3,-1,10,10,12,0.4,0.4,0.5217391304347826
PXD047674,abstract_only,10,11,6,4,5,12,14,0.4,1,2,4,4,4,0.18181818181818182,0.18181818181818182,0.18181818181818182
PXD047828,abstract_only,6,14,5,1,9,6,16,0.3333333333333333,8,10,1,1,2,0.047619047619047616,0.047619047619047616,0.1
PXD047930,abstract_only,10,20,10,0,10,12,32,0.5,10,20,7,7,7,0.1891891891891892,0.1891891891891892,0.1891891891891892
PXD048034,abstract_only,12,19,8,4,11,14,20,0.34782608695652173,7,6,5,5,5,0.1724137931034483,0.1724137931034483,0.1724137931034483
PXD048170,abstract_only,8,15,7,1,8,8,15,0.4375,7,7,4,4,6,0.21052631578947367,0.21052631578947367,0.35294117647058826
PXD048380,with_methods,23,20,18,5,2,28,34,0.72,-3,6,11,11,17,0.21568627450980393,0.21568627450980393,0.37777777777777777
PXD048529,abstract_only,3,26,3,0,23,4,38,0.11538461538461539,23,34,1,1,3,0.024390243902439025,0.024390243902439025,0.07692307692307693
PXD048606,abstract_only,9,21,9,0,12,11,30,0.42857142857142855,12,19,7,7,11,0.20588235294117646,0.20588235294117646,0.36666666666666664
PXD048691,abstract_only,1,19,1,0,18,1,19,0.05263157894736842,18,18,0,0,0,0.0,0.0,0.0
PXD048849,abstract_only,12,24,11,1,13,12,28,0.44,12,16,7,7,9,0.21212121212121213,0.21212121212121213,0.2903225806451613
PXD048938,with_methods,27,25,25,2,0,44,34,0.9259259259259259,-2,-10,23,23,28,0.41818181818181815,0.41818181818181815,0.56
PXD049082,abstract_only,9,15,9,0,6,9,18,0.6,6,9,5,5,7,0.22727272727272727,0.22727272727272727,0.35
PXD049261,abstract_only,12,23,12,0,11,12,28,0.5217391304347826,11,16,8,8,10,0.25,0.25,0.3333333333333333
PXD049366,with_methods,22,19,19,3,0,25,28,0.8636363636363636,-3,3,20,20,22,0.6060606060606061,0.6060606060606061,0.7096774193548387
PXD049795,abstract_only,15,21,11,4,10,16,26,0.44,6,10,7,7,8,0.2,0.2,0.23529411764705882
PXD050090,abstract_only,9,16,8,1,8,9,18,0.47058823529411764,7,9,7,7,7,0.35,0.35,0.35
PXD050279,abstract_only,11,19,9,2,10,12,20,0.42857142857142855,8,8,7,7,9,0.28,0.28,0.391304347826087
PXD050410,with_methods,10,22,8,2,14,12,28,0.3333333333333333,12,16,6,6,8,0.17647058823529413,0.17647058823529413,0.25
PXD050555,abstract_only,11,23,11,0,12,11,26,0.4782608695652174,12,15,10,11,11,0.37037037037037035,0.4230769230769231,0.4230769230769231
PXD050628,abstract_only,9,25,9,0,16,9,33,0.36,16,24,4,4,6,0.10526315789473684,0.10526315789473684,0.16666666666666666
PXD050871,abstract_only,7,16,7,0,9,7,19,0.4375,9,12,3,3,5,0.13043478260869565,0.13043478260869565,0.23809523809523808
PXD050950,with_methods,25,24,23,2,1,32,27,0.8846153846153846,-1,-5,17,17,21,0.40476190476190477,0.40476190476190477,0.5526315789473685
PXD051056,abstract_only,1,17,1,0,16,1,20,0.058823529411764705,16,19,0,0,0,0.0,0.0,0.0
PXD051182,abstract_only,10,19,8,2,11,10,23,0.38095238095238093,9,13,5,5,6,0.17857142857142858,0.17857142857142858,0.2222222222222222
PXD051400,abstract_only,1,23,1,0,22,1,32,0.043478260869565216,22,31,0,0,0,0.0,0.0,0.0
PXD051602,with_methods,27,27,27,0,0,30,31,1.0,0,1,29,29,29,0.90625,0.90625,0.90625
PXD051710,abstract_only,0,17,0,0,17,0,18,0.0,17,18,0,0,0,0.0,0.0,0.0
PXD051840,abstract_only,3,18,3,0,15,3,20,0.16666666666666666,15,17,1,1,1,0.045454545454545456,0.045454545454545456,0.045454545454545456
PXD051967,abstract_only,8,23,8,0,15,8,23,0.34782608695652173,15,15,3,3,5,0.10714285714285714,0.10714285714285714,0.19230769230769232
PXD052143,abstract_only,12,24,12,0,12,15,38,0.5,12,23,8,8,12,0.17777777777777778,0.17777777777777778,0.2926829268292683
PXD052306,with_methods,25,24,24,1,0,41,25,0.96,-1,-16,20,21,23,0.43478260869565216,0.4666666666666667,0.5348837209302325
PXD052718,abstract_only,4,14,2,2,12,4,15,0.125,10,11,2,2,2,0.11764705882352941,0.11764705882352941,0.11764705882352941
PXD052831,abstract_only,10,17,10,0,7,10,18,0.5882352941176471,7,8,6,6,9,0.2727272727272727,0.2727272727272727,0.47368421052631576
PXD053043,abstract_only,9,20,7,2,13,12,33,0.3181818181818182,11,21,5,5,6,0.125,0.125,0.15384615384615385
PXD053264,with_methods,15,14,12,3,2,30,29,0.7058823529411765,-1,-1,15,15,15,0.3409090909090909,0.3409090909090909,0.3409090909090909
PXD053405,abstract_only,8,20,8,0,12,10,33,0.4,12,23,6,6,8,0.16216216216216217,0.16216216216216217,0.22857142857142856
PXD053582,with_methods,18,19,16,2,3,19,33,0.7619047619047619,1,14,10,10,12,0.23809523809523808,0.23809523809523808,0.3
PXD053866,abstract_only,11,22,10,1,12,11,32,0.43478260869565216,11,21,7,7,9,0.19444444444444445,0.19444444444444445,0.2647058823529412
PXD054016,abstract_only,0,23,0,0,23,0,28,0.0,23,28,0,0,0,0.0,0.0,0.0
PXD054144,abstract_only,0,22,0,0,22,0,25,0.0,22,25,0,0,0,0.0,0.0,0.0
PXD054300,abstract_only,11,23,10,1,13,12,36,0.4166666666666667,12,24,4,4,7,0.09090909090909091,0.09090909090909091,0.17073170731707318
PXD054390,abstract_only,7,19,7,0,12,8,29,0.3684210526315789,12,21,7,7,7,0.23333333333333334,0.23333333333333334,0.23333333333333334
PXD054671,abstract_only,12,24,11,1,13,12,32,0.44,12,20,4,4,7,0.1,0.1,0.1891891891891892
PXD054783,abstract_only,8,16,8,0,8,13,24,0.5,8,11,11,11,13,0.4230769230769231,0.4230769230769231,0.5416666666666666
PXD055192,with_methods,24,26,22,2,4,44,52,0.7857142857142857,2,8,33,33,38,0.5238095238095238,0.5238095238095238,0.6551724137931034
PXD055466,abstract_only,7,21,7,0,14,8,26,0.3333333333333333,14,18,3,3,4,0.0967741935483871,0.0967741935483871,0.13333333333333333
PXD055633,abstract_only,3,19,3,0,16,3,28,0.15789473684210525,16,25,2,2,2,0.06896551724137931,0.06896551724137931,0.06896551724137931
PXD055923,abstract_only,5,23,4,1,19,5,25,0.16666666666666666,18,20,1,1,2,0.034482758620689655,0.034482758620689655,0.07142857142857142
PXD056026,abstract_only,8,20,8,0,12,11,30,0.4,12,19,7,8,10,0.20588235294117646,0.24242424242424243,0.3225806451612903
PXD056087,abstract_only,2,20,1,1,19,2,31,0.047619047619047616,18,29,1,1,1,0.03125,0.03125,0.03125
PXD056156,abstract_only,3,21,2,1,19,3,33,0.09090909090909091,18,30,2,2,2,0.058823529411764705,0.058823529411764705,0.058823529411764705
PXD056187,abstract_only,2,20,2,0,18,2,25,0.1,18,23,2,2,2,0.08,0.08,0.08
PXD056212,abstract_only,8,19,8,0,11,8,25,0.42105263157894735,11,17,4,5,7,0.13793103448275862,0.17857142857142858,0.2692307692307692
PXD056314,abstract_only,1,21,1,0,20,1,36,0.047619047619047616,20,35,1,1,1,0.027777777777777776,0.027777777777777776,0.027777777777777776
PXD056446,with_methods,13,18,13,0,5,15,19,0.7222222222222222,5,4,9,10,12,0.36,0.4166666666666667,0.5454545454545454
PXD056535,abstract_only,4,18,3,1,15,4,30,0.15789473684210525,14,26,1,1,1,0.030303030303030304,0.030303030303030304,0.030303030303030304
PXD056695,with_methods,22,22,20,2,2,30,35,0.8333333333333334,0,5,20,20,23,0.4444444444444444,0.4444444444444444,0.5476190476190477
PXD056789,with_methods,27,29,26,1,3,32,42,0.8666666666666667,2,10,23,23,26,0.45098039215686275,0.45098039215686275,0.5416666666666666
PXD056941,abstract_only,7,18,5,2,13,9,24,0.25,11,15,2,2,4,0.06451612903225806,0.06451612903225806,0.13793103448275862
PXD057028,abstract_only,0,26,0,0,26,0,34,0.0,26,34,0,0,0,0.0,0.0,0.0
PXD057192,abstract_only,10,22,10,0,12,11,26,0.45454545454545453,12,15,5,5,7,0.15625,0.15625,0.23333333333333334
PXD057347,abstract_only,8,16,8,0,8,9,33,0.5,8,24,7,7,8,0.2,0.2,0.23529411764705882
PXD057431,abstract_only,2,21,2,0,19,2,35,0.09523809523809523,19,33,1,1,1,0.027777777777777776,0.027777777777777776,0.027777777777777776
PXD057576,abstract_only,11,26,11,0,15,14,33,0.4230769230769231,15,19,9,10,12,0.23684210526315788,0.2702702702702703,0.34285714285714286
PXD057674,abstract_only,4,19,4,0,15,4,28,0.21052631578947367,15,24,3,3,3,0.10344827586206896,0.10344827586206896,0.10344827586206896
PXD057778,with_methods,26,26,25,1,1,33,34,0.9259259259259259,0,1,23,23,27,0.5227272727272727,0.5227272727272727,0.675
PXD057859,with_methods,18,18,14,4,4,26,33,0.6363636363636364,0,7,12,12,15,0.2553191489361702,0.2553191489361702,0.3409090909090909
PXD058024,with_methods,29,26,26,3,0,36,27,0.896551724137931,-3,-9,21,21,24,0.5,0.5,0.6153846153846154
PXD058160,abstract_only,17,21,13,4,8,21,26,0.52,4,5,11,11,11,0.3055555555555556,0.3055555555555556,0.3055555555555556
PXD058308,abstract_only,10,15,10,0,5,12,21,0.6666666666666666,5,9,6,6,9,0.2222222222222222,0.2222222222222222,0.375
PXD058384,abstract_only,7,21,6,1,15,8,30,0.2727272727272727,14,22,3,3,4,0.08571428571428572,0.08571428571428572,0.11764705882352941
PXD058481,abstract_only,10,19,10,0,9,14,26,0.5263157894736842,9,12,6,6,8,0.17647058823529413,0.17647058823529413,0.25
PXD058567,with_methods,27,26,25,2,1,61,65,0.8928571428571429,-1,4,44,45,46,0.5365853658536586,0.5555555555555556,0.575
PXD058621,abstract_only,9,22,7,2,15,10,26,0.2916666666666667,13,16,7,7,7,0.2413793103448276,0.2413793103448276,0.2413793103448276
PXD058716,abstract_only,15,30,15,0,15,15,30,0.5,15,15,13,14,14,0.40625,0.45161290322580644,0.45161290322580644
PXD058802,abstract_only,2,18,2,0,16,2,18,0.1111111111111111,16,16,0,0,0,0.0,0.0,0.0
PXD058913,with_methods,27,26,24,3,2,30,32,0.8275862068965517,-1,2,20,20,22,0.47619047619047616,0.47619047619047616,0.55
