field,value,ontology_id
cell_type,embryonic kidney cells,
cell_type,embryonic stem cell,CL:0002322
cell_type,embryonic stem cells,
cell_type,endoderm cell,CL:0000223
cell_type,endometrial epithelial cells,
cell_type,endometrial stromal cells,
cell_type,endothelial cell,CL:0000115
cell_type,endothelial cell of umbilical vein,CL:0002618
cell_type,endothelial cells,
cell_type,endothelial cells and vascular smooth muscle cells,
cell_type,endothelial colony forming cell,CL:0009090
cell_type,endothelial progenitor cells,
cell_type,enterocyte,CL:0000584
cell_type,ependymal cell,CL:0000065
cell_type,ependymal cells,
cell_type,epidermal cells,
cell_type,epidermal keratinocyte,CL:4052061
cell_type,epidermoid carcinoma cell,
cell_type,epithelial,
cell_type,epithelial cell,CL:0000066
cell_type,epithelial cell of cervix,CL:0002535
cell_type,epithelial cell of lung,CL:0000082
cell_type,epithelial cell of prostate,CL:0002231
cell_type,epithelial cells,
cell_type,epithelial intestinal cell,
cell_type,epithelial ovarian cancer cell,
cell_type,"epithelial, alveolar type-2",
cell_type,epithelial-like cell,
cell_type,erythroblasts,
cell_type,erythrocyte,CL:0000232
cell_type,erythrocytes,
cell_type,escherichia coli cells,
cell_type,esophageal adenocarcinoma cell,
cell_type,esophageal squamous cell cancer cells,
cell_type,ewing sarcoma cell,
cell_type,ewing sarcoma cells,
cell_type,excitatory cortical neuron,
cell_type,excitatory neuron,
cell_type,excitatory neurons,
cell_type,exosomes,
cell_type,extracellular vesicle,
cell_type,extracellular vesicles,
cell_type,extravillous trophoblasts,
cell_type,fallopian tube epithelial cell,CL:4052018
cell_type,fallopian tube epithelial cells,
cell_type,fallopian tube secretory epithelial cell,CL:4030006
cell_type,fat cell,CL:0000136
cell_type,fibroblast,CL:0000057
cell_type,fibroblasts,
cell_type,fibrotic niche cells,
cell_type,gastric cancer cell,
cell_type,gastric epithelial cell,
cell_type,gbm cells,
cell_type,gbm tumor cells,
cell_type,gcb-like diffuse large b cell lymphomas (gcb-dlbcls),
cell_type,germ cell,CL:0000586
cell_type,germ cells,
cell_type,germinal center (gc) b cells,
cell_type,germinal center b cell,CL:0000844
cell_type,gingival epithelium keratinocytes,
cell_type,gingival fibroblast,
cell_type,gingival fibroblasts,
cell_type,gingival keratinocyte,
cell_type,glial cell,CL:0000125
cell_type,glial cells,
cell_type,glioblastoma,
cell_type,glioblastoma cell,
cell_type,glioblastoma cells,
cell_type,glioblastoma stem cell,
cell_type,glioma cell,
cell_type,glomerular cell,CL:1000746
cell_type,glomerular cells,
cell_type,glomeruli,
cell_type,glutamatergic neuron,CL:0000679
cell_type,goblet cell,CL:0000160
cell_type,goblet cells,
cell_type,granular lymphocyte,
cell_type,guard cells,
cell_type,haploid cell,CL:0000413
cell_type,hcc cells,
cell_type,hdf,
cell_type,head and neck squamous cell carcinoma cell,
cell_type,healthy t cells,
cell_type,hek 293t cells,
cell_type,hek293,
cell_type,hek293f cells,
cell_type,hela,
cell_type,hela cell,
cell_type,hela cells,
cell_type,helper t-lymphocyte,CL:0000912
cell_type,hematopoietic,
cell_type,hematopoietic cell,CL:0000988
cell_type,hematopoietic cell line,
cell_type,hematopoietic cells,
cell_type,hematopoietic stem and progenitor cells,
cell_type,hematopoietic stem cell,CL:0000037
cell_type,hematopoietic stem cells,
cell_type,hepatic cell,
cell_type,hepatic stellate cell,CL:0000632
cell_type,hepatic stellate cells,
cell_type,hepatocellular carcinoma,
cell_type,hepatocellular carcinoma (hcc) is notorious for its early and frequent metastases.,
cell_type,hepatocellular carcinoma cell,
cell_type,hepatocellular carcinoma cells,
cell_type,hepatocyte,CL:0000182
cell_type,hepatocyte-like cell,
cell_type,hepatocytes,
cell_type,hippocampus,
cell_type,hipsc,
cell_type,hipscs,
cell_type,hofbauer cell,CL:3000001
cell_type,host cell,
cell_type,host cells,
cell_type,hrec,
cell_type,hrecs,
cell_type,hspcs,
cell_type,hspcs (lin-c-kit+),
cell_type,huh7 hepatocytes,
cell_type,human cell,
cell_type,human cells,
cell_type,human dermal fibroblasts,
cell_type,human embryonic stem cell,
cell_type,human embryonic stem cells,
cell_type,human foreskin fibroblasts,
cell_type,human induced pluripotent stem cells,
cell_type,human mast cell,
cell_type,human mesenchymal stem cells,
cell_type,human pancreatic β-cells,
cell_type,human proteins,
cell_type,huvecs,
cell_type,hypersegmented neutrophils,
cell_type,i3neuron,
cell_type,iel,CL:0002496
cell_type,immortalized bone marrow-derived macrophage,
cell_type,immortalized endothelial cells,
cell_type,immortalized hsaecs,
cell_type,immortalized human fibroblasts,
cell_type,immortalized mouse macrophages,
cell_type,immune cell,
cell_type,immune cells,
cell_type,induced dopaminergic neurons,
cell_type,induced ecm-supported brain endothelial cells,
cell_type,induced neurons,
cell_type,induced pluripotent stem cell,
cell_type,induced pluripotent stem cells,
cell_type,ineuron,
cell_type,ineurons,
cell_type,interphase cells,
cell_type,interstitial tissue,
cell_type,intervertebral disc cell,
cell_type,intestinal epithelial cell,CL:0002563
cell_type,intestinal epithelial cell maturation,
cell_type,ipn cells,
cell_type,ipsc,
cell_type,ipscs,
cell_type,islet,
cell_type,ivd primary cells,
cell_type,keratinocyte,CL:0000312
cell_type,keratinocyte cells,
cell_type,keratinocytes,
cell_type,kidney,
cell_type,kidney cell,CL:1000497
cell_type,kidney cells,
cell_type,kidney epithelial cell,CL:0002518
cell_type,kidney epithelial cells,
cell_type,kidney tissue,
cell_type,kupffer cell,CL:0000091
cell_type,le/mvbs,
cell_type,leaf cell,
cell_type,leukemia cell,
cell_type,leukemia stem cells,
cell_type,leukemic b lymphocyte,
cell_type,leukemic blast,
cell_type,leukemic blasts,
cell_type,leukemic cell,
cell_type,leukocyte,CL:0000738
cell_type,leukocytes,
cell_type,live cells,
cell_type,liver cell,
cell_type,living cells,
cell_type,lobular epithelium,
cell_type,luminal progenitor,
cell_type,lung adenocarcinoma cell,
cell_type,lung cancer cell,
cell_type,lung cancer cells,
cell_type,lung carcinoma cell,
cell_type,lung carcinoma cells,
cell_type,lung epithelial cell,CL:0000082
cell_type,lung fibroblast,
cell_type,lx2,
cell_type,lymphoblastoid epstein-barr virus–b cells,
cell_type,lymphocyte,CL:0000542
cell_type,lymphocytes,
cell_type,lymphoid cell,
cell_type,lymphoid leukemia cells,
cell_type,macrophage,CL:0000235
cell_type,macrophage-like monocytic cells,
cell_type,macrophages,
cell_type,macrophages and neutrophils,
cell_type,male germ cell,CL:0000015
cell_type,male germ cells,
cell_type,malignant cell,CL:0001064
cell_type,mammalian cells,
cell_type,mammary carcinoma cell,
cell_type,mammary carcinoma cell line,
cell_type,mammary epithelial cell,CL:0002327
cell_type,mammary epithelial cells,
cell_type,mammary fibroblast,
cell_type,mammary fibroblasts,
cell_type,mammary gland epithelial cell,CL:0002327
cell_type,mammary tumor,
cell_type,mammary tumor cell,
cell_type,mast cell,CL:0000097
cell_type,mature adipocytes,
cell_type,mature neutrophil,CL:0000096
cell_type,mature neutrophils,
cell_type,melanocyte,CL:0000148
cell_type,melanocytes,
cell_type,melanoma,
cell_type,melanoma cell,
cell_type,melanoma cells,
cell_type,membrane,
cell_type,membrane fractions,
cell_type,mescs,
cell_type,mesenchymal cell,CL:0008019
cell_type,mesenchymal hsaecs,
cell_type,mesenchymal hsaecs treated with tnfα for 1 h,
cell_type,mesenchymal stem cell,CL:0000134
cell_type,mesenchymal stem cells,
cell_type,mesenchymal stromal cells,
cell_type,mesoderm cell,CL:0000222
cell_type,mesothelial cell,CL:0000077
cell_type,microglia,
cell_type,microvascular endothelium,
cell_type,mitochondria,
cell_type,mitotic cells,
cell_type,monocyte,CL:0000576
cell_type,monocyte-derived cells,
cell_type,monocyte-derived hepatocyte-like cells,
cell_type,monocyte-derived macrophages,
cell_type,monocytes,
cell_type,monocytic cell,
cell_type,monocytic leukaemia cell,
cell_type,mononuclear cells,
cell_type,motor neurons,
cell_type,mouse embryonic fibroblasts,
cell_type,mouse embryonic stem cells,
cell_type,mouse embryonic stem cells (mescs),
cell_type,mouse esc,
cell_type,mucoepidermoid cell,
cell_type,murine adipocytes,
cell_type,muscle cell,CL:0000187
cell_type,muscle fibre,
cell_type,muscle stem cells,
cell_type,mycoplasma-free cell,
cell_type,myeloid,
cell_type,myeloid cell,CL:0000763
cell_type,myoblast,CL:0000056
cell_type,myocyte,CL:0000187
cell_type,myofibers,
cell_type,myofibroblast,
cell_type,myofibroblasts,
cell_type,myotube,CL:0002372
cell_type,myotubes,
cell_type,nasopharyngeal carcinoma cell,
cell_type,natural killer (nk) cells,
cell_type,natural killer cell,CL:0000623
cell_type,naïve human pluripotent stem cell,
cell_type,naïve t cells,
cell_type,neonatal fibroblasts,
cell_type,neoplastic cell,CL:0001063
cell_type,neural cell,CL:0002319
cell_type,neural cells,
cell_type,neural progenitor cell,CL:0011020
cell_type,neural progenitor cells,
cell_type,neural progenitors,
cell_type,neural stem cell,CL:0000047
cell_type,neural stem cells,
cell_type,neuroblast,CL:0000031
cell_type,neuroblastoma,
cell_type,neuroblastoma cell,
cell_type,neuroblastoma cells,
cell_type,neuroblastoma-derived cell,
cell_type,neuroendocrine cells,
cell_type,neuromelanin granules,
cell_type,neuron,CL:0000540
cell_type,neuron of cerebral cortex,CL:0010012
cell_type,neuron-like cell,
cell_type,neuron-like cells,
cell_type,neuronal,
cell_type,neuronal cell,
cell_type,neuronal cells,
cell_type,neuronal counterpart,
cell_type,neuronal cultures,
cell_type,neuronal progenitor cell,
cell_type,neuronal stem cell,CL:0000047
cell_type,neurons,
cell_type,neutrophil,CL:0000775
cell_type,neutrophils,
cell_type,nih/3t3 cells,
cell_type,nk cell,CL:0000623
cell_type,nk cells,
cell_type,non-cancerous lung epithelial cell,
cell_type,non-classical monocytes (ncmonocytes),
cell_type,non-malignant cells,
cell_type,non-small cell lung cancer cells,
cell_type,normal cd34+ bone marrow cells,
cell_type,normal hsaecs,
cell_type,normal hsaecs treated with tnfα for 1 h,
cell_type,normal human articular knee chondrocytes,
cell_type,normal liver cell,
cell_type,nuclear cell,
cell_type,nuclear extract,
cell_type,nucleated bone marrow cells,
cell_type,nucleus pulposus cell of intervertebral disc,CL:0002564
cell_type,nutrient-stimulated cells,
cell_type,oligodendrocyte,CL:0000128
cell_type,oligodendrocyte precursor cells,
cell_type,oligodendrocyte progenitor cells,
cell_type,oligodendrocytic cell,
cell_type,omental tissue,
cell_type,oocyte,CL:0000023
cell_type,oocytes,
cell_type,oral cell,
cell_type,oral keratinocyte,
cell_type,organoid,
cell_type,osteoblast,CL:0000062
cell_type,osteoblast cell,
cell_type,osteoblasts,
cell_type,osteoclast,CL:0000092
cell_type,osteocyte,CL:0000137
cell_type,osteolineage cells,
cell_type,osteosarcoma,
cell_type,osteosarcoma cell,
cell_type,ovarian cancer cell,
cell_type,ovarian cancer cell type,
cell_type,ovarian cancer cells,
cell_type,ovarian cell,
cell_type,ovarian fibroblast,CL:2000063
cell_type,ovarian surface epithelial cell,CL:2000064
cell_type,ovarian surface epithelial cells,
cell_type,ovarian tissue,
cell_type,pan t cells,
cell_type,pancreatic cancer cell,
cell_type,pancreatic cancer cells,
cell_type,pancreatic duct,
cell_type,pancreatic ductal adenocarcinoma,
cell_type,pancreatic ductal adenocarcinoma cell,
cell_type,pancreatic ductal cell,CL:0002079
cell_type,pancreatic islet beta cell,
cell_type,pancreatic islet cell,
cell_type,patient-derived cell lines,
cell_type,patients,
cell_type,pbmc,CL:2000001
cell_type,pbmcs,
cell_type,pdgfrî2+ mesenchymal cells,
cell_type,peri-lobular stroma,
cell_type,peripheral blood monocyte,
cell_type,peripheral blood mononuclear cell,CL:2000001
cell_type,peripheral blood mononuclear cells,
cell_type,peripheral blood mononuclear cells (pbmcs),
cell_type,peripheral neuron cell,
cell_type,peripheral neuron cells,
cell_type,peritoneal mesothelial cells,
cell_type,permanent cell line,
cell_type,permanent cell line cell,
cell_type,phloem,
cell_type,phloem sap,
cell_type,pilocytic astrocytoma,
cell_type,placental villous stromal cell,
cell_type,plant cell,
cell_type,plasma,
cell_type,plasma cell,CL:0000786
cell_type,plasma cells,
cell_type,platelet,CL:0000233
cell_type,platelet sub-cellular fractions,
cell_type,platelets,
cell_type,pluripotent stem cell,CL:0002248
cell_type,pluripotent stem cells,
cell_type,podocyte,CL:0000653
cell_type,podocytes,
cell_type,pre-adipocyte,
cell_type,pre-adipocytes,
cell_type,preadipocyte,CL:0002334
cell_type,preadipocytes,
cell_type,primary aml cells,
cell_type,primary b cells,
cell_type,primary brain endothelial cells,
cell_type,primary cancer-associated myofibroblasts,
cell_type,primary cell,
cell_type,primary cells,
cell_type,primary cilia,
cell_type,primary human endothelial cells,
cell_type,primary human fibroblasts,
cell_type,primary human mammary fibroblasts,
cell_type,primary human umbilical vein endothelial cells,
cell_type,primary keratinocytes,
cell_type,primary macrophage,
cell_type,primary murine adipocyte cultures,
cell_type,primary murine adipocytes,
cell_type,primary myotubes,
cell_type,primary specimens,
cell_type,primordial germ cells,
cell_type,pro-monocytes,
cell_type,progenitor cell,CL:0011026
cell_type,progenitors,
cell_type,promyelocyte,CL:0000836
cell_type,promyelocytic leukemia cell,
cell_type,proneu and preneu progenitors,
cell_type,prostate cancer cell,
cell_type,prostate cancer cell line,
cell_type,prostate cell,
cell_type,prostate epithelial cell,CL:0002231
cell_type,proximal tubule,
cell_type,proximal tubule cell,
cell_type,pulmonary artery endothelial cell,CL:1001568
cell_type,pulmonary microvascular endothelial cells,
cell_type,purkinje cell,CL:0000121
cell_type,purkinje cells,
cell_type,quiescent cells,
cell_type,rbcs,
cell_type,red blood cell,CL:0000232
cell_type,red blood cells,
cell_type,regulatory t (treg) cells,
cell_type,regulatory t cell,CL:0000815
cell_type,renal cancer cell,
cell_type,renal cell,
cell_type,renal epithelial cell,
cell_type,renal epithelial cells,
cell_type,renal glomerular capsule,
cell_type,renal glomerulus,
cell_type,reticulocyte,CL:0000558
cell_type,reticulocytes,
cell_type,retina,
cell_type,retinal cell,CL:0009004
cell_type,retinal cells,
cell_type,retinal organoid,
cell_type,retinal organoids,
cell_type,retinal pigment epithelial cell,CL:0002586
cell_type,retinal pigment epithelial cells,
cell_type,retinal pigment epithelium,
cell_type,retinal pigment epithelium cell,
cell_type,rhabdomyosarcoma cells,
cell_type,ribosomal 60s subunit,
cell_type,ribosome,
cell_type,round spermatid,CL:4030036
cell_type,round spermatids,
cell_type,rpe,CL:0002586
cell_type,salivary gland cells,
cell_type,salivary gland epithelial cell,
cell_type,sarcoma cell,
cell_type,satellite cells,
cell_type,schwann cell,CL:0002573
cell_type,schwann cells,
cell_type,secretory cell,CL:0000151
cell_type,seedling,
cell_type,seedlings,
cell_type,short term hematopoietic stem cell,CL:0002033
cell_type,skeletal muscle,
cell_type,skeletal muscle cell,CL:0000188
cell_type,skeletal muscle cells,
cell_type,skeletal muscle fiber,CL:0008002
cell_type,skin,
cell_type,small airway epithelial cell,
cell_type,small airway epithelial cells,
cell_type,smooth muscle cell,CL:0000192
cell_type,smooth muscle cells,
cell_type,somatic cells,
cell_type,sperm,CL:0000019
cell_type,sperm cell,CL:0000019
cell_type,sperm cells,
cell_type,spermatid,CL:0000018
cell_type,spermatids,
cell_type,spermatocyte,CL:0000017
cell_type,spermatocytes,
cell_type,spermatozoa,
cell_type,spermatozoon,CL:0000019
cell_type,spheroplast,CL:0000524
cell_type,spinal astrocytes,
cell_type,spinal cords,
cell_type,spinal mns,
cell_type,squamous cell,
cell_type,squamous cell carcinoma cell,
cell_type,squamous epithelial cell,CL:0000076
cell_type,stem cell,CL:0000034
cell_type,stem cells,
cell_type,stem cells and epithelial cells,
cell_type,stomatal guard cells,
cell_type,stroma,
cell_type,stromal,
cell_type,stromal cell,CL:0000499
cell_type,stromal cells,
cell_type,stromal vascular fraction,
cell_type,stromal vascular fraction (svf),
cell_type,stromal vascular fraction (svf) cells,
cell_type,stromal vascular fraction cells,
cell_type,supragingival plaque,
cell_type,svf cells,
cell_type,synovial fibroblasts,
cell_type,t and nk-cells,
cell_type,t cell,CL:0000084
cell_type,t cells,
cell_type,t lymphocyte,CL:0000084
cell_type,t lymphocytes,
cell_type,t-all blasts,
cell_type,t-cell,CL:0000084
cell_type,t-cell hybridoma,
cell_type,tachyzoites,
cell_type,tat-fviii peptide-treated rbcs,
cell_type,tconv cell,
cell_type,testicular cell,
cell_type,testicular cells,
cell_type,testis cell,
cell_type,testis cells,
cell_type,tfh cells,
cell_type,tgfβ induced mesenchymal hsaecs,
cell_type,th17 cell,CL:0000899
cell_type,treg cell,
cell_type,triple negative breast cancer cell,
cell_type,trophectoderm,
cell_type,trophectoderm-like cell,
cell_type,trophoblast,
cell_type,trophoblast cell,CL:0000351
cell_type,trophoblastic cell,CL:0000351
cell_type,trophoblasts,
cell_type,tubulointerstitium cell,
cell_type,tumor cell,
cell_type,tumor cells,
cell_type,tumor tissue,
cell_type,tumor-associated macrophages,
cell_type,type b pancreatic cell,CL:0000169
