source_file	source_shard	age	cell_line	cell_type	developmental_stage	disease_state	material_type	sample_source	sex	species	tissue	biological_confidence_overall	biological_confidence_evidence_score	biological_confidence_completeness	biological_confidence_format_score	biological_replicate	experimental_design	factor_value	number_of_biological_replicates	number_of_fractions	number_of_samples	number_of_technical_replicates	technical_replicate	technology_type	experimental_design_confidence_overall	experimental_design_confidence_evidence_score	experimental_design_confidence_completeness	experimental_design_confidence_format_score	acquisition_method	alkylation_concentration	alkylation_reagent	cleavage_agent	collision_energy	enrichment_method	fractionation_method	fragmentation_method	instrument	ionization_type	labeling	mass_analyzer	ptm	reduction_concentration	reduction_reagent	technical_confidence_overall	technical_confidence_evidence_score	technical_confidence_completeness	technical_confidence_format_score
PXD008468	shard_0	unknown	unknown	unknown	unknown	Acute myocardial infarction	biofluid	patient plasma	unknown	Homo sapiens	Blood plasma	0.825	0.907	0.357	1.0	unknown	['time course', 'treated vs control']	['heparin time course', 'heparin treated vs untreated']	9	unknown	9	unknown	unknown	['affinity purification coupled with mass spectrometry proteomics', 'TMT6plex-126 reporter+balance reagent acylated residue']	0.858	0.85	0.667	1.0	targeted	15 mM	iodoacetamide	trypsin	unknown	affinity	bRP	HCD	Q Exactive	ESI	TMT	Orbitrap	['monohydroxylated residue', 'TMT6plex-126 reporter+balance reagent acylated residue', 'deamidated residue', 'iodoacetamide derivatized residue', 'methionine oxidation', 'deamidated asparagines', 'cystein blocked with carbamidomethyl']	5 mM	DTT	0.938	0.895	0.952	1.0
PXD008581	shard_0	unknown	unknown	endothelial cell	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	vascular endothelium	0.871	1.0	0.357	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.822	1.0	0.111	1.0	DDA	unknown	unknown	trypsin	27%	unknown	unknown	HCD	Q Exactive	nanoESI	['label-free', 'Spectrum counting']	Orbitrap	['Phospho', 'Deamidated', 'Carbamidomethyl', 'Oxidation']	unknown	unknown	0.839	0.805	0.684	1.0
PXD008719	shard_0	unknown	['MCF-7', 'ZR-75-1']	['epithelial cell', 'fibroblast']	unknown	['Breast cancer', 'Disease free']	cell culture	cell culture	unknown	Homo sapiens	breast	0.915	0.994	0.588	1.0	3	treated vs control	treatment	3	unknown	unknown	unknown	unknown	Shotgun proteomics	0.872	0.922	0.556	1.0	unknown	unknown	iodoacetamide	['trypsin', 'lys-c']	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	DTT	0.908	0.994	0.556	1.0
PXD008918	shard_0	unknown	unknown	hepatocyte-like cell	unknown	['diclofenac-induced drug-induced liver injury', 'normal']	cell culture	['patient blood', 'healthy donors']	unknown	Homo sapiens	liver	0.812	0.825	0.5	1.0	3	treated vs control	Diclofenac vs vehicle	3	unknown	unknown	unknown	unknown	shotgun proteomics	0.833	0.844	0.556	1.0	unknown	unknown	unknown	['Trypsin', 'LysC']	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.856	0.963	0.375	1.0
PXD008980	shard_0	unknown	IMR-90	fibroblast	unknown	Viral infectious disease	cell culture	cell culture	unknown	Homo sapiens	lung	0.9	1.0	0.5	1.0	['2', '2']	['time course', 'treated vs control']	['time point', 'infection status']	['2', '2']	10	['40', '40']	1	1	['Shotgun proteomics', 'SILAC']	0.903	0.807	1.0	1.0	DDA	55 mM	iodoacetamide	trypsin	unknown	unknown	SDS-PAGE	HCD	Q Exactive	ESI	SILAC	Orbitrap	['phosphorylation', 'acetylation', 'oxidation', 'iodoacetamide derivatized residue']	10 mM	dithiothreitol	0.911	0.867	0.889	1.0
PXD009095	shard_0	unknown	HEK293	kidney	unknown	normal	['cell line', 'recombinant protein']	cell culture	unknown	Homo sapiens	kidney	0.88	0.947	0.533	1.0	unknown	treated vs control	different TLK2 constructs	unknown	unknown	unknown	3	3	shotgun proteomics	0.856	0.889	0.556	1.0	['Shotgun proteomics', 'DDA']	55 mM	chloroacetamide	trypsin	normalized collision energy 28%	unknown	Gel-based experiment	HCD	Q Exactive	nanoelectrospray	['Label free', 'label-free']	Orbitrap	['phosphorylated residue', 'Cysteine carbamidomethylation', 'Protein N-terminal acetylation', 'oxidized methionine', 'pyroglutamate formation from glutamine', 'phosphorylation of serine, threonine and tyrosine', 'deamidation of asparagine and glutamine']	10 mM	dithiothreitol	0.943	0.904	0.957	1.0
PXD009161	shard_0	unknown	unknown	endothelial cell	unknown	normal	cell line	cell culture	unknown	Homo sapiens	unknown	0.818	0.893	0.357	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.822	1.0	0.111	1.0	DDA	200mM MMTS (10mM f.c.)	MMTS	trypsin	unknown	unknown	unknown	unknown	Q Exactive	ESI	label-free	Orbitrap	No PTMs are included in the dataset	0.5 M (5 mM f.c.)	TCEP	0.91	0.927	0.733	1.0
PXD009241	shard_0	unknown	['FaDu', 'CAL 27', 'JHU-O28', 'OKF6/TERT1']	squamous epithelial cell	unknown	['Head and neck squamous cell carcinoma', 'normal']	cell line	cell culture	unknown	Homo sapiens	head and neck	0.914	0.983	0.611	1.0	4	treated vs control	HNSCC vs normal	4	25	4	2	2	Shotgun proteomics	0.906	0.811	1.0	1.0	DDA	unknown	methyl methanethiosulfonate (MMTS)	trypsin	40% normalized collision energy	unknown	SCX	Higher energy collision dissociation	LTQ-Orbitrap Velos	unknown	iTRAQ	Orbitrap	['monohydroxylated residue', 'iTRAQ8plex-116 reporter+balance reagent acylated residue', 'iodoacetamide derivatized residue', 'Oxidation of methionine', 'carbamidomethylation', 'iTRAQ 8-plex modification']	unknown	tris(2-carboxyethyl)phosphine (TCEP)	0.945	0.97	0.8	1.0
PXD009300	shard_0	unknown	unknown	epithelial cell	unknown	['renal oncocytoma', 'chromophobe renal cell carcinoma']	tissue	tumor biopsy	unknown	Homo sapiens	kidney	0.84	0.893	0.467	1.0	unknown	case vs control	tumor vs non-tumor	12	unknown	12	unknown	unknown	shotgun proteomics	0.822	0.822	0.556	1.0	unknown	unknown	unknown	unknown	unknown	unknown	strong cation exchange chromatography	unknown	Q-Exactive plus	ESI	triplex isotopic dimethylation	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.847	0.933	0.4	1.0
PXD009350	shard_0	unknown	unknown	unknown	unknown	['obesity', 'overweight']	biofluid	['patient plasma', 'clinical weight management program', 'weight loss study']	1448 females and 584 males	Homo sapiens	Blood plasma	0.85	0.888	0.529	1.0	unknown	treated vs control	unknown	unknown	unknown	577	2	2	shotgun proteomics	0.861	0.9	0.556	1.0	DDA	150 mM	Iodoacetamide	trypsin	35%	unknown	SCX	higher-energy collisional dissociation	LTQ Orbitrap Elite	ESI	TMT	Orbitrap	['Ammonia-loss', 'TMT6plex', 'Dehydrated', 'Deamidated', 'Carbamidomethyl', 'Oxidation', 'Acetyl']	20 mM	tris(2-carboxyethyl) phosphine hydrochloride	0.924	0.867	0.952	1.0
PXD009426	shard_0	unknown	SK-MEL	melanocyte	unknown	unknown	['cell line', 'tissue']	['cell culture', 'rat spleen', 'rat pancreas']	unknown	['Rattus rattus', 'Homo sapiens']	['spleen', 'pancreas']	0.847	0.863	0.579	1.0	unknown	treated vs control	unknown	unknown	unknown	unknown	3	3	Shotgun proteomics	0.839	0.9	0.444	1.0	DDA	20 mM	iodoacetamide	['trypsin', 'Lys-C']	unknown	unknown	unknown	unknown	Q Exactive	ESI	['label-free', 'TIC']	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'carbamoylated residue', 'Carbamidomethylation of cysteine residues was a fixed modification.', 'Oxidation of methionine residues, carbamylation at protein N-termini, pyroglutamic acid and acetylation were dynamic modifications.']	10 mM	DTT	0.905	0.886	0.81	1.0
PXD009500	shard_0	unknown	unknown	stromal cell	unknown	normal	cell culture	bone marrow aspirate	unknown	Homo sapiens	unknown	0.839	0.936	0.357	1.0	['3', '3']	['treated vs control', 'treated vs control']	['SILAC heavy/light', 'time course']	['3', '3']	unknown	['3', '3']	2	2	['bottom-up proteomics', 'SILAC', 'shotgun proteomics']	0.863	0.75	0.938	1.0	DDA	unknown	iodoacetamide	trypsin	28 eV	unknown	unknown	HCD	Q Exactive	unknown	SILAC	Orbitrap	['carbamidomethylation', 'N-terminal protein acetylation', 'methionine oxidation']	unknown	unknown	0.856	0.853	0.647	1.0
PXD009578	shard_0	['1–8.5 years', '0.5–3 years', '1–18 years', '0.4–15 years', 'P18']	unknown	['Dendritic cell', 'neuron']	['postnatal', 'adult']	Neuroblastoma	['tissue', 'biofluid']	['patient serum', 'rat cerebellum']	['8 males', 'female']	['Rattus norvegicus', 'Homo sapiens']	['Brain', 'cerebellum']	0.916	0.896	0.84	1.0	unknown	treated vs control	unknown	2	3	3	unknown	unknown	['Shotgun proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.85	0.86	0.6	1.0	DDA	100mM	iodoacetamide	trypsin	unknown	unknown	unknown	HCD	Q Exactive	unknown	Protein Abundance Index - PAI	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.877	0.913	0.6	1.0
PXD009646	shard_0	unknown	unknown	unknown	unknown	"[""Alzheimer's disease"", 'normal']"	['biofluid', 'cell culture']	['pooled donors', 'commercial pooled CSF']	unknown	Homo sapiens	['cerebrospinal fluid', 'brain']	0.831	0.861	0.5	1.0	unknown	unknown	unknown	unknown	24	1	unknown	unknown	shotgun proteomics	0.806	0.878	0.333	1.0	DDA	unknown	unknown	trypsin	35% of the normalized collision energy	IMAC	['off-gel electrophoresis', 'SCX']	HCD	['LTQ Orbitrap Elite', 'Orbitrap Fusion Lumos Tribrid mass spectrometer']	ESI	TMT	Orbitrap	['Ammonia-loss', 'TMT6plex', 'Dehydrated', 'Deamidated', 'Carbamidomethyl', 'Oxidation', 'Acetyl', 'oxidized methionine', 'deamidated asparagine/glutamine', '6-plex TMT-labeled peptide amino terminus', '6-plex TMT-labeled lysine', 'carbamidomethylation of cysteine']	unknown	unknown	0.945	0.946	0.857	1.0
PXD009760	shard_0	unknown	HeLa	Hela cell	unknown	cervical adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	cervix	0.829	0.857	0.5	1.0	unknown	treated vs control	treatment and genotype	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.811	0.889	0.333	1.0	Shotgun proteomics	unknown	unknown	trypsin	unknown	immunoprecipitated	unknown	unknown	Q Exactive	ESI	label-free	Orbitrap	['symmetric dimethyl-L-arginine', 'asymmetric dimethyl-L-arginine', 'carbamidomethylation', 'oxidation', 'acetylation', 'methylation']	unknown	unknown	0.912	0.965	0.65	1.0
PXD009839	shard_0	unknown	unknown	Fibroblast	unknown	normal	cell culture	cell culture	unknown	Homo sapiens	unknown	0.854	0.964	0.357	1.0	unknown	time course	time course	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.811	0.889	0.333	1.0	Shotgun proteomics	unknown	iodoacetamide	trypsin	unknown	anti-acetyl lysine IP	unknown	unknown	['Q Exactive', 'LTQ Orbitrap']	unknown	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue', 'deamidated residue']	unknown	unknown	0.924	0.995	0.632	1.0
PXD009900	shard_0	unknown	['A549', 'H460', 'H358', 'H441', 'H2122']	Epithelial cell	unknown	Lung cancer	cell line	cell culture	unknown	Homo sapiens	lung	0.917	0.989	0.611	1.0	3	treated vs control	['PPP2R1A depletion vs control', 'CIP2A depletion vs control', 'PME-1 depletion vs control', 'Trametinib treatment vs control']	3	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'label-free quantitative phosphoproteomics']	0.823	0.769	0.692	1.0	unknown	unknown	iodoacetic acid derivatized residue	unknown	unknown	TiO2	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['monohydroxylated residue', 'phosphorylated residue', 'acetylated residue', 'iodoacetic acid derivatized residue']	unknown	unknown	0.886	0.972	0.5	1.0
PXD009950	shard_0	unknown	unknown	hemoglobin	unknown	normal	biofluid	human serum albumin	unknown	Homo sapiens	blood	0.811	0.85	0.429	1.0	unknown	treated vs control	presence or absence of peptide acceptors	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.833	0.933	0.333	1.0	Shotgun proteomics	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Cysteinyl']	unknown	unknown	0.844	0.924	0.412	1.0
PXD010093	shard_0	unknown	unknown	Diploid cell	unknown	normal	tissue	human testis sample	unknown	Homo sapiens	Testis	0.85	0.929	0.429	1.0	1	time course	unknown	1	7	3	3	3	Shotgun proteomics	0.917	0.878	0.889	1.0	Shotgun proteomics	10 mM	iodoacetamide	['trypsin', 'LysargiNase', 'Trypsin', 'Trypsin']	unknown	unknown	['gel', 'gel']	higher energy collision induced dissociation (HCD)	['Q Exactive', 'Q Exactive HF']	ESI	label-free	['Orbitrap', 'Orbitrap']	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	5 mM	dithiothreitol (DTT)	0.967	0.97	0.913	1.0
PXD010154	shard_0	unknown	unknown	unknown	unknown	normal	tissue	healthy donors	unknown	Homo sapiens	['Bone marrow', 'Adipose tissue', 'Heart', 'Salivary gland', 'Oviduct', 'Ovary', 'Vermiform appendix', 'Urinary bladder', 'Lung', 'Small intestine', 'Placenta', 'Hypophysis', 'Thyroid gland', 'Gall bladder', 'Spleen', 'Rectum', 'Colon', 'Tonsil', 'Duodenum', 'Prostate gland', 'Lymph node', 'Uterine endometrium', 'Pancreas', 'Liver', 'Adrenal gland', 'Smooth muscle', 'Stomach', 'Kidney', 'Brain', 'Esophagus', 'Testis']	0.951	0.984	0.795	1.0	unknown	cross-sectional	tissue type	1	36	29	1	unknown	Shotgun proteomics	0.889	0.867	0.778	1.0	Shotgun proteomics	40 mM	chloroacetamide	['trypsin', 'LysC', 'GluC', 'ArgC', 'AspN', 'LysN', 'chymotrypsin']	['25%', '35%', '28%']	unknown	hSAX	['HCD', 'CID', 'EThcD', 'ETD']	['Q Exactive Plus', 'Q Exactive HF', 'Orbitrap Fusion Lumos']	nanoESI	MS1 intensity based label-free quantification method	Orbitrap	['acetylated residue', 'L-methionine sulfoxide', 'iodoacetamide derivatized residue', 'carbamidomethyl (C)', 'oxidation (M)', 'acetylation (protein N‐Term)']	10 mM	['tris(2‐carboxyethyl)phosphin hydrochloride', 'DTT']	0.985	0.982	0.971	1.0
PXD010286	shard_0	unknown	A549	epithelial cell	unknown	lung adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	Lung	0.829	0.857	0.5	1.0	3	unknown	unknown	3	12	unknown	unknown	unknown	Shotgun proteomics	0.883	0.989	0.444	1.0	unknown	12 mM	iodoacetamide	trypsin	unknown	unknown	HPLC	unknown	Orbitrap Fusion Lumos	unknown	label-free	Orbitrap	['oxidation of methionine', '13C(6)15N(2) at lysine', '13C(6) at arginine', 'acetylation of protein N-terminus', 'carbamidomethylation of cysteine']	5 mM	dithiothreitol	0.934	0.974	0.737	1.0
PXD010469	shard_0	age-matched	unknown	unknown	child	['vesicoureteral reflux', 'urinary tract infection', 'normal']	biofluid	urine	unknown	Homo sapiens	urine	0.872	0.919	0.562	1.0	22 VUR patients and 22 age-matched controls	case vs control	VUR patients with recurrent UTIs and renal scarring vs age-matched controls	22	unknown	44	unknown	unknown	shotgun proteomics	0.783	0.7	0.667	1.0	unknown	25 mM	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	Q Exactive	nanoESI	label-free	Orbitrap	iodoacetamide derivatized residue	10 mM	DTT	0.857	0.847	0.667	1.0
PXD010630	shard_0	unknown	['K562', 'HeLa']	['epithelial cell', 'myeloid cell']	unknown	unknown	['cell line', 'tissue']	['cell culture', 'placental tissue']	unknown	Homo sapiens	['placenta', 'cervix', 'blood']	0.85	0.86	0.6	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.822	1.0	0.111	1.0	['PRM', 'Shotgun proteomics']	unknown	iodoacetamide	unknown	unknown	unknown	Shimadzu HPLC system with the home-made capillary column (180um × 4cm, 3um, 120Å) packed with Xtimate C18 materials	unknown	Orbitrap Fusion Lumos	unknown	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue', 'deamidated residue']	unknown	unknown	0.866	0.9	0.579	1.0
PXD010821	shard_0	unknown	unknown	['retinal organoids', 'retinal pigment epithelium']	unknown	retinitis pigmentosa	['cell line', 'organoid']	patient cell culture	unknown	Homo sapiens	retina	0.834	0.869	0.5	1.0	unknown	treated vs control	RP11VS vs Cas9-corrected	unknown	20	unknown	3	3	Shotgun proteomics	0.872	0.878	0.667	1.0	Shotgun proteomics	unknown	iodoacetamide	trypsin	['35', '65', '32']	unknown	unknown	['CID', 'HCD']	['Q Exactive HF-X', 'Orbitrap Fusion']	unknown	TMT	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	unknown	TCEP	0.947	0.995	0.75	1.0
PXD011075	shard_0	unknown	unknown	unknown	unknown	Disease free	biofluid	human tear fluid	unknown	Homo sapiens	Tear	0.854	0.964	0.357	1.0	unknown	unknown	unknown	unknown	48	unknown	unknown	unknown	['Shotgun proteomics', 'Gel-based experiment']	0.86	1.0	0.3	1.0	DDA	unknown	iodoacetamide	trypsin	unknown	unknown	SDS gel electrophoresis	unknown	Q Exactive	ESI	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.876	0.894	0.647	1.0
PXD011242	shard_0	unknown	LX2	Hepatic stellate cell	unknown	unknown	cell line	cell culture	unknown	Homo sapiens	liver	0.829	0.886	0.429	1.0	unknown	treated vs control	irradiation vs TGF-β1	2	unknown	8	unknown	unknown	iTRAQ LC-MS/MS	0.839	0.856	0.556	1.0	DDA	unknown	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	Orbitrap Fusion Lumos	unknown	iTRAQ	Orbitrap	['Oxidation (M)', 'Acetyl (Protein N-term)', 'Carbamidomethyl (C)', 'iTRAQ-8plex (N-term)', 'iTRAQ-8plex (K)', 'iTRAQ-8plex (Y)']	10 mM	dithiothreitol	0.925	0.97	0.7	1.0
PXD011609	shard_0	unknown	unknown	Keratinocyte	unknown	['Skin cancer', 'Squamous cell carcinoma', 'Actinic keratosis']	tissue	skin biopsy	unknown	Homo sapiens	Skin	0.881	0.963	0.5	1.0	10	unknown	disease state	10	unknown	31	unknown	unknown	Shotgun proteomics	0.822	0.822	0.556	1.0	unknown	50 mM	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	['Q-Exactive™ Plus', 'LTQ Orbitrap']	Nano spray ionization	Spectrum counting	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	12 mM	tris(2-carboxyethyl)phosphine	0.938	0.994	0.706	1.0
PXD013923	shard_0	unknown	['A375', 'HEK293']	['melanoma cells', 'Fibroblast']	unknown	Skin cancer	cell line	cell culture	unknown	Homo sapiens	skin	0.906	0.988	0.562	1.0	unknown	treated vs control	Dabrafenib, Trametinib, SCH772984	3	32	4	3	3	shotgun proteomics	0.889	0.822	0.889	1.0	DDA	1 in 100	Chloroacetamide	['Lys-C', 'trypsin']	unknown	TiO2	SCX	MS2	Q Exactive	unknown	SILAC	Orbitrap	['phosphorylated residue', 'Methionine oxidation', 'protein N-terminal acetylation', 'serine/threonine/tyrosine phosphorylation', 'cysteine carbamidomethylation']	1 mM	Dithiothritol	0.94	0.92	0.9	1.0
PXD020164	shard_0	unknown	unknown	unknown	unknown	unknown	biofluid	volunteer firefighters	unknown	Homo sapiens	saliva	0.829	0.943	0.286	1.0	unknown	time course	unknown	13	unknown	13	unknown	unknown	Shotgun proteomics	0.85	0.922	0.444	1.0	DDA	10 mM	iodoacetamide	['Lys-C', 'trypsin']	30% normalized collision energy	unknown	unknown	HCD	['Q Exactive HF', 'Q-Exactive']	nanoelectrospray ionization	label-free	Orbitrap	['monohydroxylated residue', 'methionine oxidation', 'protein N-terminal acetylation', 'cysteine carbamidomethylation']	5 mM	dithiothreitol	0.935	0.91	0.9	1.0
PXD025899	shard_0	unknown	unknown	unknown	adult	['normal', 'Disease free']	biofluid	healthy volunteers	15 females and 15 males	Homo sapiens	skin	0.85	0.887	0.533	1.0	30	cross-sectional	male versus female	30	unknown	30	0	0	Shotgun proteomics	0.922	0.889	0.889	1.0	data-dependent	20 mM	iodoacetamide	trypsin	(N)CE at 28	unknown	unknown	NCE	Q-Exactive Plus	unknown	Label free	Orbitrap	['monohydroxylated residue', 'deamidated residue', 'iodoacetamide derivatized residue']	['10 mM', '11 mM']	DTT	0.95	0.967	0.833	1.0
PXD036023	shard_0	unknown	unknown	spermatozoa	unknown	['normal', 'Helicobacter pylori infection']	biofluid	patient semen	male	Homo sapiens	Testis	0.81	0.807	0.533	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.822	1.0	0.111	1.0	DIA	50 mM	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	Orbitrap Fusion Lumos	unknown	label-free	Orbitrap	['Carbamidomethyl (C)', 'Acetyl (Protein N-term)', 'Oxidation (M)']	20 mM	DTT	0.894	0.906	0.706	1.0
PXD046405	shard_0	unknown	unknown	unknown	unknown	unknown	biofluid	Blood serum	unknown	Homo sapiens	blood	0.829	0.943	0.286	1.0	unknown	time course	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.817	0.944	0.222	1.0	['DDA', 'Data-dependent acquisition']	20 mM	IAA	trypsin	['30% NCE', '15% NCE', '35% NCE']	unknown	unknown	['HCD', 'EThcD', 'CID']	['Orbitrap Eclipse Tribrid Mass Spectrometer', 'Orbitrap Fusion Lumos']	ESI	label-free	Orbitrap	['carbamidomethylation', 'oxidation', 'deamidation', 'complex glycosylation', 'N-glycosylation', 'O-glycosylation', 'glycosylation']	5 mM	DTT	0.972	0.974	0.926	1.0
PXD046462	shard_0	unknown	['hTERT-RPE1', 'hTERT-RPE1']	['renal epithelial cells', 'epithelial cell']	unknown	normal	['cell line', 'Cell culture']	cell culture	unknown	Homo sapiens	kidney	0.847	0.859	0.588	1.0	5	time course	serum vs LPA vs DMSO	5	1	36	2	2	bottom-up proteomics	0.889	0.778	1.0	1.0	['Data-dependent acquisition', 'data-dependent']	10 mM	2-chloroacetamide	['Endoproteinase LysC', 'trypsin']	30%	Ti-IMAC	unknown	HCD	['Q Exactive', 'Orbitrap Exploris 480']	electrospray ionisation	['label-free', 'TIC']	Orbitrap	['iodoacetamide derivatized residue', 'Carbamidomethylation', 'oxidation', 'acetylation', 'phosphorylation']	5 mM	tris(2-carboxyethyl)phosphine hydrochloride	0.987	0.991	0.957	1.0
