pxd	run	organism	tissue	disease	cell_line	instrument	fragmentation	collision_energy	enzymes	modifications	labeling	enrichment	fraction_identifier	fractionation
PXD000561	Adult_Esophagus_Gel_Velos_4_f13	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f14	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f15	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f16	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f17	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f18	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f19	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f20	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f21	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f22	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f23	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Esophagus_Gel_Velos_4_f24	Homo sapiens	esophagus			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Retina_Gel_Velos_5_f01	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Retina_Gel_Velos_5_f02	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Retina_Gel_Velos_5_f03	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Retina_Gel_Velos_5_f04	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Retina_Gel_Velos_5_f05	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Retina_Gel_Velos_5_f06	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Retina_Gel_Velos_5_f07	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Retina_Gel_Velos_5_f08	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Retina_Gel_Velos_5_f09	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Retina_Gel_Velos_5_f10	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Retina_Gel_Velos_5_f11	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Retina_Gel_Velos_5_f12	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Retina_Gel_Velos_5_f13	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Retina_Gel_Velos_5_f14	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Retina_Gel_Velos_5_f15	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Retina_Gel_Velos_5_f16	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Retina_Gel_Velos_5_f17	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Retina_Gel_Velos_5_f18	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Retina_Gel_Velos_5_f19	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Retina_Gel_Velos_5_f20	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Retina_Gel_Velos_5_f21	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Retina_Gel_Velos_5_f22	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Retina_Gel_Velos_5_f23	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Retina_Gel_Velos_5_f24	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Retina_Gel_Velos_5_f25	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		25	True
PXD000561	Adult_Retina_Gel_Velos_5_f26	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		26	True
PXD000561	Adult_Retina_Gel_Velos_5_f27	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		27	True
PXD000561	Adult_Retina_Gel_Velos_5_f28	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		28	True
PXD000561	Adult_Retina_Gel_Velos_5_f29	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		29	True
PXD000561	Adult_Retina_Gel_Velos_5_f30	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		30	True
PXD000561	Adult_Retina_Gel_Velos_5_f31	Homo sapiens	retina			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		31	True
PXD000561	Adult_Heart_bRP_Velos_6_f01	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Heart_bRP_Velos_6_f02	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Heart_bRP_Velos_6_f03	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Heart_bRP_Velos_6_f04	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Heart_bRP_Velos_6_f05	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Heart_bRP_Velos_6_f06	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Heart_bRP_Velos_6_f07	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Heart_bRP_Velos_6_f08	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Heart_bRP_Velos_6_f09	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Heart_bRP_Velos_6_f10	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Heart_bRP_Velos_6_f11	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Heart_bRP_Velos_6_f12	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Heart_bRP_Velos_6_f13	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Heart_bRP_Velos_6_f14	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Heart_bRP_Velos_6_f15	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Heart_bRP_Velos_6_f16	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Heart_bRP_Velos_6_f17	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Heart_bRP_Velos_6_f18	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Heart_bRP_Velos_6_f19	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Heart_bRP_Velos_6_f20	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Heart_bRP_Velos_6_f21	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Heart_bRP_Velos_6_f22	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Heart_bRP_Velos_6_f23	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Heart_bRP_Velos_6_f24	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Heart_bRP_Velos_6_f25	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		25	True
PXD000561	Adult_Heart_bRP_Velos_6_f26	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		26	True
PXD000561	Adult_Heart_Gel_Velos_7_f01	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Heart_Gel_Velos_7_f02	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Heart_Gel_Velos_7_f03	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Heart_Gel_Velos_7_f04	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Heart_Gel_Velos_7_f05	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Heart_Gel_Velos_7_f06	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Heart_Gel_Velos_7_f07	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Heart_Gel_Velos_7_f08	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Heart_Gel_Velos_7_f09	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Heart_Gel_Velos_7_f10	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Heart_Gel_Velos_7_f11	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Heart_Gel_Velos_7_f12	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Heart_Gel_Velos_7_f13	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Heart_Gel_Velos_7_f14	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Heart_Gel_Velos_7_f15	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Heart_Gel_Velos_7_f16	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Heart_Gel_Velos_7_f17	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Heart_Gel_Velos_7_f18	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Heart_Gel_Velos_7_f19	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Heart_Gel_Velos_7_f20	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Heart_Gel_Velos_7_f21	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Heart_Gel_Velos_7_f22	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Heart_Gel_Velos_7_f23	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Heart_Gel_Velos_7_f24	Homo sapiens	heart			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Kidney_bRP_Velos_8_f01	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Kidney_bRP_Velos_8_f02	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Kidney_bRP_Velos_8_f03	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Kidney_bRP_Velos_8_f04	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Kidney_bRP_Velos_8_f05	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Kidney_bRP_Velos_8_f06	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Kidney_bRP_Velos_8_f07	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Kidney_bRP_Velos_8_f08	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Kidney_bRP_Velos_8_f09	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Kidney_bRP_Velos_8_f10	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Kidney_bRP_Velos_8_f11	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Kidney_bRP_Velos_8_f12	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Kidney_bRP_Velos_8_f13	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Kidney_bRP_Velos_8_f14	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Kidney_bRP_Velos_8_f15	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Kidney_bRP_Velos_8_f16	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Kidney_bRP_Velos_8_f17	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Kidney_bRP_Velos_8_f18	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Kidney_bRP_Velos_8_f19	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Kidney_bRP_Velos_8_f20	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Kidney_bRP_Velos_8_f21	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Kidney_bRP_Velos_8_f22	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Kidney_bRP_Velos_8_f23	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Kidney_bRP_Velos_8_f24	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Kidney_Gel_Velos_9_f01	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Kidney_Gel_Velos_9_f02	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Kidney_Gel_Velos_9_f03	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Kidney_Gel_Velos_9_f04	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Kidney_Gel_Velos_9_f05	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Kidney_Gel_Velos_9_f06	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Kidney_Gel_Velos_9_f07	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Kidney_Gel_Velos_9_f08	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Kidney_Gel_Velos_9_f09	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Kidney_Gel_Velos_9_f10	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Kidney_Gel_Velos_9_f11	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Kidney_Gel_Velos_9_f12	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Kidney_Gel_Velos_9_f13	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Kidney_Gel_Velos_9_f14	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Kidney_Gel_Velos_9_f15	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Kidney_Gel_Velos_9_f16	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Kidney_Gel_Velos_9_f17	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Kidney_Gel_Velos_9_f18	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Kidney_Gel_Velos_9_f19	Homo sapiens	kidney			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
