pxd	group_name	organism	organism_score	tissue	tissue_score	disease	disease_score	cell_part	cell_part_score	cell_line	cell_line_score	instrument	instrument_score	fragmentation	fragmentation_score	enzymes	enzymes_score	modifications	modifications_score	collision_energy	collision_energy_score	gradient_time_min	gradient_time_min_score	lc_column	lc_column_score	acquisition	acquisition_score	labeling	labeling_score	ionization	ionization_score	treatment_type	treatment_type_score	treatment_name	treatment_name_score	treatment_class	treatment_class_score	fractionation	enrichment
PXD001418	Primary PBMCs (Healthy)	Homo sapiens	1.0	PBMCs	0.763	healthy	1.0	nucleus	1.0			Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule; biologics	1.0; 1.0	True; SDS-PAGE	
PXD001419	Primary PBMCs - Cytoplasmic fraction	Homo sapiens	1.0	PBMCs	0.763	healthy	1.0	cytoplasm	1.0			Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule; biologics	1.0; 1.0	True; SDS-PAGE	
PXD001420	Primary PBMCs	Homo sapiens	1.0	PBMCs	0.763	healthy	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule; environmental	1.0; 1.0		
PXD001421	Primary PBMCs with nuclear fractionation	Homo sapiens	1.0	PBMCs	0.763	healthy	1.0	nucleus; cytoplasm	1.0; 1.0			Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule; biologics	1.0; 1.0	True; SDS-PAGE	
PXD001422	Primary PBMCs with cytoplasmic fractionation	Homo sapiens	1.0	PBMCs	0.763	healthy	1.0	cytoplasm	1.0			Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule; biologics	1.0; 1.0	True; SDS-PAGE	
PXD001423	Primary PBMCs with inflammatory activation and dexamethasone treatment	Homo sapiens	1.0	PBMCs	0.763	healthy	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule; environmental	1.0; 1.0		
PXD001425	Sepsis Plasma Cohort	Homo sapiens	1.0	blood plasma	1.0			extracellular matrix	0.766			Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; Solid-phase extraction of N-linked glycopeptides	glycosylation; Solid-phase extraction of N-linked glycopeptides
PXD001441	HeLa cell digest	Homo sapiens	1.0							HeLa	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	0.706							True; off line reverse phase chromatography at basic pH	
PXD001460	PIK3CA mutant and parental breast epithelial cells	Homo sapiens	1.0			breast cancer	1.0			MCF-10A	1.0	LTQ Orbitrap Elite	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; Y-phosphorylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0							True; reversed phase HPLC	phosphotyrosine; immunoaffinity purification
PXD001468	HEK293 cells	Homo sapiens	1.0							HEK293	1.0	Q Exactive	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; basic pH reverse phase	
PXD001468	Mouse brain	Mus musculus	1.0	brain	1.0							LTQ Orbitrap Elite	1.0	HCD	1.0	LysC	0.933	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD001474	HCV-associated hepatic fibrosis liver biopsies	Homo sapiens	1.0	liver	1.0	hepatitis C	1.0					LTQ Orbitrap Elite	1.0	CID	1.0	trypsin	1.0	C-propionamide	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; SDS-PAGE	
PXD001524	Human testicular matrix (DTM)	Homo sapiens	1.0	testis	1.0			extracellular matrix	1.0			Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD001533	Breast tumor tissue (AGPC, Exp 1)	Homo sapiens	1.0	breast	0.769	breast cancer	1.0					LTQ Orbitrap XL	0.973	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD001533	Breast tumor tissue (AGPC, Exp 2/3)	Homo sapiens	1.0	breast	0.769	breast cancer	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; HILIC	
PXD001543	Human skeletal muscle exercise	Homo sapiens	1.0	skeletal muscle	1.0	healthy	1.0					Q Exactive	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					environmental	1.0	True; HILIC	phosphorylation; TiO2
PXD001543	L6 myotubes AICAR treatment	Rattus norvegicus	1.0									Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; HILIC	phosphorylation; TiO2
PXD001543	HEK293 cells AICAR/A-769662 treatment	Homo sapiens	1.0							HEK293	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; HILIC	phosphorylation; TiO2
PXD001546	CRC Cell Lines	Homo sapiens	1.0			colon cancer	1.0			HCT-116	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								phosphorylation; TiO2
PXD001550	CRC Cell Lines	Homo sapiens	1.0			colon cancer	1.0			HT-29; HCT-116; SW-480; Colo-205; DLD-1	1.0; 1.0; 1.0; 1.0; 1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								phosphorylation; TiO2
PXD001559	HeLa cells mitotic exit	Homo sapiens	1.0			cervix carcinoma	1.0			HeLa	1.0	LTQ Orbitrap Velos	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0							small molecule; small molecule	1.0; 1.0	True; SCX	phosphorylation; TiO2
PXD001560	WM239A Melanoma Cells	Homo sapiens	1.0			melanoma	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; ERLIC	phosphorylation; TiO2
PXD001563	WM239A melanoma cells treated with inhibitors	Homo sapiens	1.0			melanoma	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; ERLIC	phosphorylation; TiO2
PXD001565	HCT116 Colorectal Cancer Cells	Homo sapiens	1.0	colon	1.0	colorectal cancer	1.0			HCT-116	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								phosphotyrosine; immunoprecipitation
PXD001565	U87 Glioblastoma Cells	Homo sapiens	1.0	brain	1.0	glioblastoma	0.831					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		phosphotyrosine; immunoprecipitation
PXD001574	HeLa cells (EGF-stimulated and control)	Homo sapiens	1.0			cervix carcinoma	1.0			HeLa	1.0	TripleTOF 5600; Q Exactive	1.0; 1.0	HCD; CID; ETD	1.0; 1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	iTRAQ	1.0	ESI	1.0					biologics	1.0	True; 1D PAGE	phosphorylation; phosphatase treatment
PXD001603	Hela Clathrin Knock-down	Homo sapiens	1.0			cancer	1.0			HeLa	1.0	LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18; SCX	1.0; 1.0	DDA	1.0			ESI	1.0					biologics	1.0	True; high pH reverse phase; SCX	phosphorylation; TiO2
PXD001609	HEK293T and HeLa cells	Homo sapiens	1.0			cervix carcinoma	1.0			HEK293T; HeLa	1.0; 1.0	Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0												
PXD001635	HT-1080 SILAC Methyltransferase Assay	Homo sapiens	1.0									LTQ Orbitrap Elite	1.0	CID	1.0	trypsin	1.0	K-dimethylation; K-dimethylation; K-trimethylation	0.891; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0							biologics	1.0	True; SDS-PAGE	methylation; 3xMBT
PXD001654	Human CSF	Homo sapiens	1.0	cerebrospinal fluid	1.0	healthy	1.0					Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	nanoESI	1.0								
PXD001654	Mouse CSF	Mus musculus	1.0	cerebrospinal fluid	1.0							Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	nanoESI	1.0					small molecule	1.0		
PXD001654	Mouse Brain	Mus musculus	1.0	brain	1.0							Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	nanoESI	1.0					small molecule	1.0		
PXD001674	Human Neutrophils	Homo sapiens	1.0	blood; neutrophil	1.0; 1.0	healthy	1.0					Q Exactive	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0									environmental	1.0	True; SCX	
PXD001725	Metastatic Melanoma Lymph Node	Homo sapiens	1.0	lymph node	1.0	metastatic melanoma	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; Strong cation exchange chromatography	
PXD001812	MCF7 Breast Cancer Cell Lines	Homo sapiens	1.0			breast cancer	1.0			MCF-7	1.0	LTQ Orbitrap Velos	1.0	CID; HCD	1.0; 1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18; SCX	1.0; 1.0	DDA	1.0	SILAC	1.0							small molecule	1.0	True; SCX	phosphorylation; anti-phosphotyrosine antibody; TiO2
PXD001861	Cardiovascular patients platelet fractions	Homo sapiens	1.0	platelets	0.971	cardiovascular disease	0.944					LTQ Orbitrap Velos	1.0	CID; HCD	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; Off-gel electrophoresis	
PXD001862	HNSCC and Normal Oral Cell Lines	Homo sapiens	1.0			head and neck squamous cell carcinoma; healthy	1.0; 1.0			CAL-27	1.0	LTQ Orbitrap Velos	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	TMT	1.0									True; bRPLC	phosphorylation; TiO2
PXD001873	MCF-7 Phosphoproteome	Homo sapiens	1.0	epithelial cell	1.0	breast cancer	1.0			MCF-7	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					biologics; small molecule	1.0; 1.0	True; SCX chromatography	phosphorylation; TiO2
PXD001890	Glioma stem-like cells (GSCs)	Homo sapiens	1.0			glioblastoma	0.831					LTQ Orbitrap Elite	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD001974	RCMH cell line	Homo sapiens	1.0									LTQ Orbitrap Elite	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; offline LC fractionation	
PXD001985	CF Sputum Cells	Homo sapiens	1.0	sputum	1.0	cystic fibrosis	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0							reverse phase C18; SCX	1.0; 1.0	DDA	1.0	iTRAQ	1.0									True; MudPIT	
PXD002014	Chondrocytes from Osteoarthritis patients	Homo sapiens	1.0	cartilage	0.865	osteoarthritis	1.0					LTQ Orbitrap Velos; Orbitrap Fusion	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0									True; high pH Reverse Phase	
PXD002032	MDA-MB-231 HMGA1 silencing	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	LTQ Orbitrap XL	0.973	CID	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	nanoESI	0.712					biologics	1.0	True; MED-FASP	
PXD002057	SKBR3 cell lines	Homo sapiens	1.0			breast cancer	1.0					Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule	1.0		
PXD002072	MCF7 Cell Line	Homo sapiens	1.0			breast cancer	1.0			MCF-7	1.0	LTQ Orbitrap XL	0.973	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0									True; MudPIT	phosphorylation; Solid Phase Amino Labeling
PXD002079	Melanoma cell lines (LM-MEL-28 and LM-MEL-28R1)	Homo sapiens	1.0			melanoma	1.0					Q Exactive; Orbitrap Elite	1.0; 1.0	HCD; CID	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free; TMT	1.0; 1.0	ESI	1.0					small molecule	1.0	True; SAX	phosphorylation; TiO2
PXD002088	TCGA Colorectal Tumor Samples	Homo sapiens	1.0	rectum	1.0							LTQ Orbitrap Velos	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; Peptide IEF	
PXD002097	CAL 27 cells treated with curcumin or DMSO	Homo sapiens	1.0			head and neck squamous cell carcinoma	1.0			CAL-27	1.0	Orbitrap Fusion	0.929	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0		phosphotyrosine; Immunoaffinity purification
PXD002132	HNSCC and Normal Cell Lines	Homo sapiens	1.0			head and neck squamous cell carcinoma; healthy	1.0; 1.0			CAL-27	1.0	LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; Sep-Pak C18	phosphorylation; anti-phosphotyrosine antibody
PXD002135	Human cell culture ATR inhibition and replication stress	Homo sapiens	1.0									Q Exactive Plus	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0							small molecule	1.0	True; SCX	phosphorylation; TiO2
PXD002145	SCI patients and healthy controls (Seminal plasma)	Homo sapiens	1.0	seminal plasma	1.0	male infertility; healthy	1.0; 1.0					LTQ Orbitrap Elite; LTQ Orbitrap XL	1.0; 1.0			LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0											True; hSAX	
PXD002172	HCT116 CRC cells	Homo sapiens	1.0			colorectal cancer	1.0			HCT-116	1.0	Q Exactive	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					environmental; small molecule	1.0; 1.0	True; TiO2 enrichment	phosphorylation; TiO2
PXD002211	Primary HUVEC secretome	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD002212	Primary HUVEC secretome	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0										
PXD002255	Group 1: Serum LMW Proteins	Homo sapiens	1.0	blood serum	1.0	hepatocellular carcinoma; healthy	1.0; 1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; Gel filtration; SDS-PAGE; ProteoMiner	low molecular weight proteins; Gel filtration; SDS-PAGE; ProteoMiner
PXD002255	Group 2: Membrane Proteins (Cell Lines)	Homo sapiens	1.0			hepatocellular carcinoma	1.0	membrane	1.0			LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; Ultra-centrifugation; SDS-PAGE	membrane proteins; Ultra-centrifugation; Mem-PER reagents
PXD002255	Group 3: Phosphoproteome	Homo sapiens	1.0			hepatocellular carcinoma	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; High pH HPLC; SDS-PAGE	phosphorylation; IMAC
PXD002255	Group 4: Ubiquitinome	Homo sapiens	1.0			hepatocellular carcinoma	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; SDS-PAGE	ubiquitination; UBD affinity purification
PXD002255	Group 5: Nuclear Extracts	Homo sapiens	1.0			hepatocellular carcinoma	1.0	nucleus	1.0			LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; SDS-PAGE	
PXD002255	Group 6: mRNA Binding Proteome	Homo sapiens	1.0			hepatocellular carcinoma	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0										RNA binding proteins; ChIRP-MS
PXD002286	Prostate Cancer Tissues	Homo sapiens	1.0	prostate	1.0	prostate cancer	0.88					Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SCX	phosphorylation; TiO2
PXD002339	Erythrocyte cytosol (DBA and healthy controls)	Homo sapiens	1.0	blood; blood	1.0; 0.766	healthy	1.0	cytoplasm	1.0			LTQ Orbitrap XL	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; SDS-PAGE	
PXD002354	Human Fibroblast Secretome	Homo sapiens	1.0	fibroblast	1.0			extracellular matrix	1.0			Q Exactive	1.0													DDA	1.0	iTRAQ	1.0							biologics	1.0	True; N-terminomics (iTRAQ-TAILS)	N-terminus; TAILS
PXD002394	HGSOC Cell Lines (Sensitive and Resistant)	Homo sapiens	1.0			ovarian cancer	1.0					Q Exactive; Orbitrap Fusion	1.0; 0.929	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; TiO2 enrichment	phosphorylation; TiO2
PXD002425	143B.TK- and ρ0 Osteosarcoma Cells	Homo sapiens	1.0			osteosarcoma	1.0					Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	SILAC	1.0							environmental	1.0		phosphorylation
PXD002436	Hela cell chromatin	Homo sapiens	1.0									LTQ Orbitrap XL	0.973			trypsin	1.0	C-carbamidomethylation	1.0																			True; affinity purification	phosphorylation; thiophosphorylation affinity enrichment
PXD002437	BALF from HSCT recipients	Homo sapiens	1.0	bronchoalveolar lavage fluid	0.883	adult respiratory distress syndrome	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18; reverse phase C18	1.0; 1.0	DDA	1.0	iTRAQ	1.0									True; offline peptide separation	
PXD002496	THP1 Monocyte Differentiation	Homo sapiens	1.0	monocytes	0.963	acute leukemia	1.0			THP-1	1.0	LTQ Orbitrap XL	0.973	HCD	1.0			S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0									SILAC	1.0							small molecule	1.0		phosphorylation; TiO2
PXD002554	Human Platelet DRMs	Homo sapiens	1.0	platelets	0.971	healthy	1.0					Q Exactive	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							biologics	1.0	True; sucrose gradient	
PXD002565	Melanoma cell line affinity purification	Homo sapiens	1.0			melanoma	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-propionamide; N-term acetylation	1.0; 0.99					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SDS-PAGE	LINC01212 protein targets; Affinity purification
PXD002591	HeLa Nuclear Proteome	Homo sapiens	1.0					nucleus	1.0	HeLa	1.0	Q Exactive	1.0	HCD; ETD	1.0; 1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0							DDA	1.0	SILAC	1.0							environmental	1.0	True; nuclear isolation	O-GlcNAc; phenylboronic acid solid-phase extraction
PXD002598	eNOS interactors in human cells	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics; biologics; biologics; biologics; environmental	1.0; 1.0; 1.0; 1.0; 1.0		
PXD002613	HEK-293 Cell Line	Homo sapiens	1.0							HEK293	1.0	Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; offline fractionation	
PXD002620	Human Ureter Proteome	Homo sapiens	1.0	ureter	1.0							Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0			label-free	1.0									True; offgel fractionation	
PXD002629	Human γδ T cells from acute leukemia patients	Homo sapiens	1.0	blood	1.0	acute leukemia	1.0					LTQ Orbitrap Velos	1.0					C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule	1.0		
PXD002635	Cancer cells (signaling activated or resting)	Homo sapiens	1.0			cancer	1.0					LTQ Orbitrap Elite; Q Exactive	1.0; 1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0											True; in-gel digestion	phosphorylation; IMAC
PXD002646	HEK293 phosphoproteomics	Homo sapiens	1.0							HEK293	1.0	LTQ Orbitrap Elite	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; solid-phase extraction	phosphorylation; metal oxide microspheres
PXD002672	ARDS BALF Samples	Homo sapiens	1.0	bronchoalveolar lavage fluid	0.8	adult respiratory distress syndrome	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	iTRAQ	1.0	ESI	1.0							True; MCX cation exchange	
PXD002676	HEK293 Nuclear and Whole Cell Lysates	Homo sapiens	1.0					nucleus	1.0	HEK293	1.0					trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; heat treatment	intrinsically disordered proteins; heat treatment
PXD002687	HeLa cells with YnMyr and NMT inhibitor	Homo sapiens	1.0							HeLa	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; affinity enrichment	myristoylated residue; affinity enrichment
PXD002687	HeLa cells with YnMyr, NMT inhibitor and Staurosporine	Homo sapiens	1.0							HeLa	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; affinity enrichment	myristoylated residue; affinity enrichment
PXD002704	HeLa cells total Cys residuals	Homo sapiens	1.0							HeLa	1.0	LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin; LysC	1.0; 0.933							reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; HILIC	CysPAT; TiO2
PXD002704	HeLa cells EGF stimulated SILAC	Homo sapiens	1.0							HeLa	1.0	Orbitrap Fusion	1.0	HCD	1.0	trypsin	1.0							reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					biologics	1.0	True; HILIC	CysPAT and phosphorylation; TiO2
