pxd	run	tissue	confidence
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_2	Kidney	0.7373
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_20	Kidney	0.7687
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_21	Kidney	0.7772
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_22	Kidney	0.7067
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_23	Kidney	0.7488
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_24	Kidney	0.7374
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_7	Kidney	0.6308
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_8	Kidney	0.7716
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_9	Kidney	0.4738
PXD006911	P150126_10	Heart	0.4331
PXD006911	P150126_12	Heart	0.4655
PXD006911	P150126_19	Heart	0.324
PXD006911	P150126_2	Heart	0.4936
PXD006911	P150126_7	Heart	0.3956
PXD006911	P150126_8	Heart	0.3489
PXD006911	P150126_9	Heart	0.4212
PXD007515	556_SP_01-rerun	Prostate	0.3872
PXD007515	556_SP_02-rerun	Prostate	0.3929
PXD007515	556_cells_01-rerun	Prostate	0.3748
PXD007515	556_cells_02-rerun	Prostate	0.3729
PXD007515	Cells_556_02	Prostate	0.3363
PXD007515	Cells_556_03	Prostate	0.3752
PXD007515	Cells_IgG_01	Prostate	0.349
PXD007515	Cells_IgG_02	Prostate	0.3606
PXD007515	Cells_IgG_03	Prostate	0.3503
PXD007515	IgG_SP_01_new-rerun	Prostate	0.3514
PXD007515	IgG_SP_02_new-rerun	Prostate	0.4294
PXD007515	IgG_cells_01_new-rerun	Prostate	0.3211
PXD007515	IgG_cells_02_new-rerun	Prostate	0.3228
PXD007515	IgG_tissue_01	Testis	0.3161
PXD007515	SP_556_03	Prostate	0.3222
PXD007515	SP_IgG_01	Prostate	0.3543
PXD007515	SP_IgG_02	Prostate	0.3508
PXD007515	SP_IgG_03	Prostate	0.3955
PXD007515	Sulfo_SP_01	Prostate	0.4232
PXD007515	Sulfo_SP_02	Prostate	0.4228
PXD007515	Sulfo_cells_01	Prostate	0.3771
PXD007515	Sulfo_cells_02	Prostate	0.3828
PXD007515	Sulfo_tissue_01	Testis	0.311
PXD007515	Tissue_229_01	Testis	0.3412
PXD007515	Tissue_229_02	Testis	0.3176
PXD007515	Tissue_229_03	Testis	0.3232
PXD007515	Tissue_556_01	Testis	0.4634
PXD007515	Tissue_556_02	Testis	0.3154
PXD007515	Tissue_556_03	Testis	0.433
PXD007515	Tissue_IgG_01	Testis	0.3962
PXD007515	Tissue_IgG_03	Testis	0.3304
PXD007592	good_responder_3_1	Brain	0.8086
PXD007592	good_responder_3_2	Brain	0.821
PXD007592	good_responder_5_1	Brain	0.484
PXD007592	good_responder_5_2	Brain	0.442
PXD007592	poor_responder_10_1	Brain	0.5127
PXD007592	poor_responder_10_2	Brain	0.4445
PXD007592	poor_responder_11_1	Brain	0.7902
PXD007592	poor_responder_11_2	Brain	0.7896
PXD007592	poor_responder_12_1	Brain	0.6239
PXD007592	poor_responder_12_2	Brain	0.639
PXD007592	poor_responder_13_1	Brain	0.6991
PXD007592	poor_responder_13_2	Brain	0.6431
PXD007592	poor_responder_1_1	Brain	0.7749
PXD007592	poor_responder_1_2	Brain	0.8197
PXD007592	poor_responder_2_1	Brain	0.6708
PXD007592	poor_responder_2_2	Brain	0.7646
PXD007592	poor_responder_3_1	Brain	0.8104
PXD007592	poor_responder_3_2	Brain	0.8
PXD007592	poor_responder_7_1	Brain	0.4816
PXD007592	poor_responder_7_2	Brain	0.585
PXD007592	poor_responder_8_1	Brain	0.8925
PXD007592	poor_responder_8_2	Brain	0.8779
PXD007592	poor_responder_9_1	Brain	0.8477
PXD007592	poor_responder_9_2	Brain	0.8888
PXD007842	1703001-Q1-Saliva-control	Salivary gland	0.3998
PXD007842	1703001-Q2-Saliva-stade1	Salivary gland	0.5
PXD007842	1703001-Q3-Saliva-stade2	Salivary gland	0.3926
PXD007842	1703001-Q5-Saliva-stade1	Salivary gland	0.3746
PXD007842	1703001-Q6-Saliva-stade2	Salivary gland	0.3189
PXD007842	1703001-Q7-Saliva-control	Salivary gland	0.3296
PXD007842	1703001-Q8-Saliva-stade1	Salivary gland	0.5423
PXD007842	1703001-Q9-Saliva-stade2	Salivary gland	0.321
PXD007873	16	Brain	0.664
PXD007873	17	Brain	0.8013
PXD007873	18	Brain	0.8225
PXD007873	19	Brain	0.8041
PXD007873	20	Brain	0.7079
PXD007873	21	Brain	0.8006
PXD007873	22	Brain	0.8078
PXD007873	23	Brain	0.6986
PXD007873	28	Brain	0.6605
PXD007873	33	Brain	0.6871
PXD007873	35	Brain	0.7602
PXD007873	36	Brain	0.6911
PXD007873	44	Brain	0.6678
PXD007873	48	Brain	0.7075
PXD007873	60	Brain	0.7858
PXD007873	63	Brain	0.8129
PXD007873	64	Brain	0.7641
PXD007873	65	Brain	0.736
PXD007873	70	Brain	0.8077
PXD007873	72	Brain	0.805
PXD007873	76	Brain	0.7058
PXD007873	77	Brain	0.5941
PXD007921	Experiment1_TMT_10plex_BRP_IMAC_F06	Bone marrow	0.3434
PXD007921	Experiment1_TMT_10plex_BRP_IMAC_F11	Bone marrow	0.3292
PXD007959	Shelley_20160815_QE_EVesicles_590_dCN_Control	Small intestine	0.3068
PXD008003	QE4_LC12_IAH_SUMO_M1_brain_F6_R1	Brain	0.3756
PXD008003	QE4_LC12_IAH_SUMO_M2_brain_F2	Brain	0.31
PXD008003	QE4_LC12_IAH_SUMO_M2_brain_F5	Brain	0.38
PXD008003	QE4_LC12_IAH_SUMO_M4_brain_F6	Brain	0.3764
PXD008003	QE4_LC12_IAH_SUMO_M5_brain_F5	Brain	0.4195
PXD008076	Control_18	Brain	0.3859
PXD008076	Control_22	Brain	0.3068
PXD008076	Fibromyalgia_32	Brain	0.3006
PXD008076	Fibromyalgia_37	Brain	0.3948
PXD008076	Fibromyalgia_39	Brain	0.3967
PXD008079	QEF3_00767_LR	Placenta	0.5728
PXD008079	QEF3_00768_LR	Placenta	0.5783
PXD008079	QEF3_00769_LR	Placenta	0.5821
PXD008079	QEF3_00770_LR	Placenta	0.4902
PXD008079	QEF3_00771_LR	Placenta	0.53
PXD008079	QEF3_00772_LR	Placenta	0.4912
PXD008079	QEHF3_00529_LR	Placenta	0.4003
PXD008079	QEHF3_362_LR	Placenta	0.3758
PXD008127	Seq43478_QE2	Brain	0.4813
PXD008127	Seq43738_QE3	Brain	0.5592
PXD008127	Seq43739_QE3	Brain	0.536
PXD008127	Seq43741_QE3	Brain	0.3281
PXD008127	Seq43744_QE3	Brain	0.3295
PXD008127	Seq43750_QE3	Brain	0.5236
PXD008127	Seq43751_QE3	Brain	0.4724
PXD008127	Seq43752_QE3	Brain	0.3213
PXD008127	Seq43762_QE3	Brain	0.4102
PXD008127	Seq43763_QE3	Brain	0.4334
PXD008127	Seq43774_QE3	Brain	0.6459
PXD008127	Seq43775_QE3	Brain	0.5887
PXD008127	Seq43776_QE3	Brain	0.4148
PXD008127	Seq43777_QE3	Brain	0.385
PXD008127	Seq43778_QE3	Brain	0.3009
PXD008127	Seq43780_QE3	Brain	0.3928
PXD008127	Seq43781_QE3	Brain	0.3641
PXD008127	Seq49189_QE3	Brain	0.438
PXD008127	Seq49190_QE3	Brain	0.4322
PXD008127	Seq49195_QE3	Brain	0.5148
PXD008127	Seq49196_QE3	Brain	0.5502
PXD008205	EHT3D_1	Heart	0.3419
PXD008333	PI-401_Fr10-11_R1	Testis	0.3065
PXD008333	PI-401_Fr10-11_R2	Testis	0.3356
PXD008333	PI-401_Fr12-13_R2	Testis	0.3432
PXD008333	PI-401_Fr14-15_R1	Testis	0.4113
PXD008333	PI-401_Fr16-17-18_R2	Testis	0.3027
PXD008333	PI-401_Fr19-20-21_R1	Testis	0.3562
PXD008333	PI-401_Fr19-20-21_R2	Testis	0.3392
PXD008333	PI-401_Fr1_R1	Testis	0.4009
PXD008333	PI-401_Fr1_R2	Testis	0.3544
PXD008333	PI-401_Fr2-3_R1	Testis	0.4166
PXD008333	PI-401_Fr2-3_R2	Testis	0.4059
PXD008333	PI-401_Fr4-5_R1	Testis	0.4096
PXD008333	PI-401_Fr4-5_R2	Testis	0.3758
PXD008333	PI-401_Fr6-7_R2	Testis	0.3597
PXD008333	PI-401_Fr8-9_R1	Testis	0.3582
PXD008333	PI-401_Fr8-9_R2	Testis	0.3164
PXD008333	PI-401_FrD_R1	Testis	0.3686
PXD008333	PI-401_FrD_R2	Testis	0.3361
PXD008333	PI-656_Fr19-20-21_R1	Testis	0.3279
PXD008333	PI-656_Fr19-20-21_R2	Testis	0.3913
PXD008333	PI-656_Fr22-23-24_R2	Prostate	0.3123
PXD008333	PI-656_FrD_R2	Testis	0.3397
PXD008333	PI-656_FrE-F_R1	Prostate	0.3729
PXD008333	PI-656_FrE-F_R2	Prostate	0.3827
PXD008333	PI-702_Fr10-11_R2	Prostate	0.3283
PXD008333	PI-702_Fr22-23-24_R2	Prostate	0.3005
PXD008333	PI-702_FrE-F_R1	Prostate	0.3549
PXD008333	PI-702_FrE-F_R2	Prostate	0.3979
PXD008333	PI-714_Fr12-13_R2	Prostate	0.3019
PXD008333	PI-714_Fr1_R1	Testis	0.3026
PXD008333	PI-714_FrD_R2	Testis	0.3262
PXD008333	PI-714_FrE-F_R1	Prostate	0.3973
PXD008333	PI-714_FrE-F_R2	Prostate	0.3984
PXD008333	PreV-012_Fr1_R1	Testis	0.3074
PXD008333	PreV-012_Fr2-3_R1	Testis	0.3125
PXD008333	PreV-012_Fr6-7_R2	Testis	0.313
PXD008333	PreV-012_FrD_R1_161130113312	Testis	0.319
PXD008333	PreV-013_Fr19-20-21_R1	Prostate	0.3109
PXD008333	PreV-013_Fr19-20-21_R2	Testis	0.302
PXD008333	PreV-013_Fr1_R1	Testis	0.3139
PXD008333	PreV-013_Fr1_R2	Testis	0.3111
PXD008333	PreV-013_Fr22-23-24_R2	Prostate	0.3044
PXD008333	PreV-013_Fr4-5_R1	Testis	0.3173
PXD008333	PreV-013_FrE-F_R1	Prostate	0.3487
PXD008333	PreV-013_FrE-F_R2	Prostate	0.324
PXD008333	PreV-064_Fr19-20-21_R1	Prostate	0.3184
PXD008440	VL_BX_22bis_1	Colon	0.3208
PXD008440	VL_BX_22bis_2	Colon	0.3487
PXD008440	VL_BX_22ter_2	Colon	0.3081
PXD008440	VL_BX_22ter_3	Colon	0.34
PXD008440	VL_BX_29_2	Colon	0.3632
PXD008440	VL_BX_30_2	Colon	0.3056
PXD008440	VL_BX_30_3	Colon	0.3401
PXD008440	VL_BX_30ter_1	Colon	0.321
PXD008440	VL_BX_30ter_2	Colon	0.383
PXD008440	VL_BX_30ter_3	Colon	0.4061
PXD008440	VL_BX_31_2	Colon	0.4026
PXD008440	VL_BX_31ter_2	Colon	0.3305
PXD008440	VL_BX_31ter_3	Colon	0.3837
PXD008440	VL_BX_7qua_1	Colon	0.3034
PXD008463	160116_K052_OffLRP_RP_f03	Bone marrow	0.3671
PXD008463	20160205_PGM_K052_SCX_RP_16	Bone marrow	0.3061
PXD008493	151029_IGD_T_1	Tonsil	0.3879
PXD008493	151029_IGD_T_2	Tonsil	0.3912
PXD008493	151029_IGD_T_3	Tonsil	0.4117
PXD008493	151029_IGD_T_4	Tonsil	0.4078
PXD008493	151029_IGD_T_5	Tonsil	0.3914
PXD008493	151029_ISD_T_5	Tonsil	0.3192
PXD008493	151029_OFD_T_1	Tonsil	0.3193
PXD008493	151029_OFD_T_2	Tonsil	0.3246
PXD008493	151029_OFD_T_3	Tonsil	0.327
PXD008493	151029_OFD_T_4	Tonsil	0.3494
PXD008493	151029_OFD_T_5	Tonsil	0.31
PXD008493	151029_OPD_P_2	Salivary gland	0.3158
PXD008493	151029_OPD_T_1	Tonsil	0.3419
PXD008493	151029_OPD_T_2	Tonsil	0.3342
PXD008493	151029_OPD_T_3	Tonsil	0.365
PXD008493	151029_OPD_T_4	Tonsil	0.3174
PXD008493	151029_OPD_T_5	Tonsil	0.3027
PXD008536	FKL2209-S12-B-61_s030_1_L	Salivary gland	0.3522
PXD008536	FKL2209-S26-B-62_s030_1_R	Salivary gland	0.4338
PXD008601	20160531_QE5_nLC14_RJC_COLLAB_GeoG_992_01	Salivary gland	0.3036
PXD008918	20150313_QEp1_LC7_GaPi_SA_Metaheps_d1_con_TM092_2	Monocytes	0.3146
PXD008925	03192014_62_IF_BS-SG13_Rep3_Fr7	Bone marrow	0.3056
PXD008933	LQ_HF_20170224_6_3ul_60min_39	Ovary	0.3366
PXD008934	Prosser_1004	Heart	0.5829
PXD008934	Prosser_1085	Heart	0.5881
PXD008934	Prosser_1086	Heart	0.648
PXD008934	Prosser_1119	Heart	0.6841
PXD008934	Prosser_1136	Heart	0.6634
PXD008934	Prosser_1146	Heart	0.5753
PXD008934	Prosser_1195	Heart	0.601
PXD008934	Prosser_1198	Heart	0.6392
PXD008934	Prosser_1200	Heart	0.5742
PXD008934	Prosser_1205	Heart	0.6779
PXD008934	Prosser_1209	Heart	0.6777
PXD008934	Prosser_1228	Heart	0.6123
PXD008934	Prosser_1273	Heart	0.6751
PXD008934	Prosser_1288	Heart	0.7209
PXD008934	Prosser_1290	Heart	0.5675
PXD008934	Prosser_1304	Heart	0.6618
PXD008934	Prosser_1311	Heart	0.6094
PXD008934	Prosser_1320	Heart	0.544
PXD008934	Prosser_1325	Heart	0.6404
PXD008934	Prosser_1339	Heart	0.583
PXD008934	Prosser_1356	Heart	0.5842
PXD008934	Prosser_1366	Heart	0.5761
PXD008934	Prosser_1375	Heart	0.6469
PXD008934	Prosser_1379	Heart	0.5348
PXD008934	Prosser_1383	Heart	0.5171
PXD008934	Prosser_1425	Heart	0.6118
PXD008934	Prosser_1427	Heart	0.6438
PXD008934	Prosser_1462	Heart	0.495
PXD008934	Prosser_1467	Heart	0.673
PXD008934	Prosser_1472	Heart	0.5401
PXD008934	Prosser_1510	Heart	0.6092
PXD008934	Prosser_1535	Heart	0.6132
PXD008934	Prosser_1602	Heart	0.5947
PXD008934	Prosser_1605	Heart	0.6164
PXD008992	5943	Small intestine	0.3775
PXD008992	5949	Small intestine	0.388
PXD008992	5950	Small intestine	0.3406
PXD008992	5951	Small intestine	0.3828
PXD008992	5960	Small intestine	0.4737
PXD008992	5961	Small intestine	0.4995
PXD008992	5962	Small intestine	0.4706
PXD008992	5969	Small intestine	0.408
PXD008992	5970	Small intestine	0.4548
PXD008992	5973	Small intestine	0.4439
PXD008992	5974	Small intestine	0.395
PXD008992	P100	Small intestine	0.4032
PXD008992	P101	Small intestine	0.4443
PXD008992	P103	Small intestine	0.5178
PXD008992	P104	Small intestine	0.5424
PXD008992	P105	Small intestine	0.5498
PXD008992	P114	Small intestine	0.4056
PXD008992	P115	Small intestine	0.4139
PXD008992	P116	Small intestine	0.3866
PXD008992	P124	Small intestine	0.3933
PXD008992	P125	Small intestine	0.3395
PXD008992	P126	Small intestine	0.3674
PXD008992	P22	Small intestine	0.3474
PXD008992	P23	Small intestine	0.3849
PXD008992	P24	Small intestine	0.3787
PXD008992	P26	Small intestine	0.4137
PXD008992	P27	Small intestine	0.4642
PXD008992	P28	Small intestine	0.4168
PXD008992	P35	Small intestine	0.4677
PXD008992	P36	Small intestine	0.505
PXD008992	P42	Small intestine	0.4194
PXD008992	P43	Small intestine	0.4128
PXD008992	P44	Small intestine	0.421
PXD008992	P46	Small intestine	0.3488
PXD008992	P50	Small intestine	0.4553
PXD008992	P51	Small intestine	0.4465
PXD008992	P52	Small intestine	0.4371
PXD008992	P54	Small intestine	0.3092
PXD008992	P58	Small intestine	0.4196
PXD008992	P59	Small intestine	0.433
PXD008992	P60	Small intestine	0.4216
PXD008992	P78	Small intestine	0.3804
PXD008992	P79	Small intestine	0.3704
PXD008992	P80	Small intestine	0.3125
PXD008992	P82	Small intestine	0.4837
PXD008992	P83	Small intestine	0.4701
PXD008992	P84	Small intestine	0.5013
PXD008992	P91	Small intestine	0.4201
PXD008992	P92	Small intestine	0.4574
PXD008992	P93	Small intestine	0.4237
PXD008992	P95	Small intestine	0.4099
PXD008992	P96	Small intestine	0.4371
PXD008992	P97	Small intestine	0.4443
PXD009021	Liver_07	Liver	0.3802
PXD009021	Liver_08	Liver	0.462
PXD009021	Liver_09	Liver	0.4966
PXD009021	Liver_10	Liver	0.3667
PXD009021	Liver_11	Liver	0.6711
PXD009021	Liver_12	Liver	0.5519
PXD009021	Liver_13	Liver	0.6448
PXD009021	Liver_14	Liver	0.5565
PXD009021	Liver_15	Liver	0.7026
PXD009021	Liver_16	Liver	0.833
PXD009021	Liver_17	Liver	0.8622
PXD009021	Liver_18	Liver	0.9215
PXD009021	Liver_19	Liver	0.8362
PXD009021	Liver_20	Liver	0.8264
PXD009021	Liver_21	Liver	0.8648
PXD009021	Liver_22	Liver	0.9353
PXD009021	Liver_23	Liver	0.7188
PXD009021	Liver_24	Liver	0.834
PXD009021	Liver_25	Liver	0.7297
PXD009021	Liver_26	Liver	0.7919
PXD009021	Liver_27	Liver	0.7988
PXD009021	Liver_28	Liver	0.7109
PXD009021	Liver_29	Liver	0.7222
PXD009021	Liver_30	Liver	0.8671
PXD009021	Liver_31	Liver	0.912
PXD009021	Liver_32	Liver	0.7469
PXD009021	Liver_33	Liver	0.8508
PXD009021	Liver_34	Liver	0.737
PXD009021	Liver_35	Liver	0.8271
PXD009021	Liver_36	Liver	0.8437
PXD009021	Liver_37	Liver	0.7599
PXD009021	Liver_38	Liver	0.8857
PXD009021	Liver_39	Liver	0.8496
PXD009021	Liver_40	Liver	0.8623
PXD009021	Liver_41	Liver	0.765
PXD009021	Liver_42	Liver	0.5706
PXD009021	Liver_SRM_1D	Liver	0.9501
PXD009149	HL60_24hr_225uM_Zinc_2	Bone marrow	0.3521
PXD009149	HL60_24hr_ctrl_2	Bone marrow	0.3248
PXD009149	HL60_24hr_ctrl_4	Bone marrow	0.3027
PXD009196	20170922_QEHFX1_BP_hMuscle_DIA_13	Heart	0.3174
PXD009196	20170922_QEHFX1_BP_hMuscle_DIA_14	Skeletal muscle	0.3281
PXD009196	20170922_QEHFX1_BP_hMuscle_DIA_18	Skeletal muscle	0.331
PXD009196	20170922_QEHFX1_BP_hMuscle_DIA_21	Skeletal muscle	0.3465
PXD009196	20170922_QEHFX1_BP_hMuscle_DIA_22	Skeletal muscle	0.3581
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_37	Skeletal muscle	0.3782
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_38	Skeletal muscle	0.394
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_41	Skeletal muscle	0.3735
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_42	Skeletal muscle	0.3798
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_50	Skeletal muscle	0.3482
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_53	Heart	0.3336
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_54	Skeletal muscle	0.3579
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_58	Skeletal muscle	0.3266
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_61	Skeletal muscle	0.338
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_62	Skeletal muscle	0.3961
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_65	Skeletal muscle	0.3643
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_69	Skeletal muscle	0.3688
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_86	Heart	0.3429
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_90	Heart	0.3853
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_93	Skeletal muscle	0.3556
PXD009196	20170927_QEHFX1_BP_hMuscle_DIA_94	Skeletal muscle	0.3648
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_1	Skeletal muscle	0.4438
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_10	Skeletal muscle	0.3467
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_11	Skeletal muscle	0.3379
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_12	Heart	0.4216
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_2	Skeletal muscle	0.5084
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_3	Skeletal muscle	0.4741
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_4	Skeletal muscle	0.3711
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_5	Skeletal muscle	0.3719
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_6	Skeletal muscle	0.4224
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_7	Skeletal muscle	0.4057
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_8	Heart	0.3653
PXD009196	20170927_QEHFX1_BP_hMusle_sensitiveDDA_9	Skeletal muscle	0.4452
PXD009393	Human_CAD_1	Brain	0.7701
PXD009393	Human_CAD_3	Brain	0.5836
PXD009393	Human_CAD_4	Brain	0.3072
PXD009393	Human_CAD_5	Brain	0.7618
PXD009393	Human_CAD_6	Brain	0.8487
PXD009393	Human_CON_1	Brain	0.7793
PXD009393	Human_CON_2	Brain	0.7477
PXD009393	Human_CON_3	Brain	0.8088
PXD009393	Human_CON_4	Brain	0.8206
PXD009393	Human_CON_5	Brain	0.7521
PXD009393	Human_CON_6	Brain	0.8345
PXD009495	S0620_AM_Ecoli_TPP_CCR_aztreonam_tolC_52C_n1_R1_F2	Salivary gland	0.4205
PXD009495	S0669_AM_2DTPP_Ecoli_Ciprofloxacin_lysate_T3T4_n1_R1_F5_171116002106	Ovary	0.3258
PXD009578	QE638_MSQ_GBerridge20160620_1_No-Ab-cblm_1	Brain	0.4254
PXD009578	QE638_MSQ_GBerridge20160620_1_No-Ab-cblm_2	Brain	0.4315
PXD009578	QE638_MSQ_GBerridge20160620_1_No-Ab-cblm_6	Brain	0.3437
PXD009603	20160321_04_Z85	Salivary gland	0.3002
PXD009624	QExHF03261	Brain	0.711
PXD009624	QExHF03263	Brain	0.5991
PXD009624	QExHF03265	Brain	0.763
PXD009624	QExHF03267	Brain	0.7863
PXD009624	QExHF03269	Brain	0.7094
PXD009624	QExHF03271	Brain	0.599
PXD009624	QExHF03283	Brain	0.5348
PXD009624	QExHF03285	Brain	0.5107
PXD009624	QExHF03287	Brain	0.6545
PXD009624	QExHF03289	Brain	0.387
PXD009624	QExHF03293	Brain	0.3987
PXD009624	QExHF03297	Brain	0.4082
PXD009624	QExHF03299	Brain	0.6296
PXD009624	QExHF03301	Brain	0.6929
PXD009624	QExHF03303	Brain	0.6538
PXD009624	QExHF03305	Brain	0.693
PXD009624	QExHF03307	Brain	0.7548
PXD009624	QExHF03657	Brain	0.6447
PXD009624	QExHF03659	Brain	0.6619
PXD009624	QExHF03661	Brain	0.8069
PXD009624	QExHF03663	Brain	0.8481
PXD009624	QExHF03665	Brain	0.7337
PXD009624	QExHF03667	Brain	0.5785
PXD009624	QExHF03671	Brain	0.6415
PXD009624	QExHF03673	Brain	0.5142
PXD009624	QExHF03675	Brain	0.5544
PXD009624	QExHF03677	Brain	0.3183
PXD009624	QExHF03679	Brain	0.3456
PXD009624	QExHF03681	Brain	0.3738
PXD009624	QExHF03687	Brain	0.4675
PXD009624	QExHF03689	Brain	0.5985
PXD009624	QExHF03691	Brain	0.6039
PXD009624	QExHF03693	Brain	0.6924
PXD009624	QExHF03695	Brain	0.777
PXD009624	QExHF03699	Brain	0.5356
PXD009624	QExHF03701	Brain	0.671
PXD009624	QExHF03703	Brain	0.8452
PXD009624	QExHF03705	Brain	0.834
PXD009624	QExHF03707	Brain	0.7145
PXD009624	QExHF03709	Brain	0.616
PXD009624	QExHF03713	Brain	0.4847
PXD009624	QExHF03715	Brain	0.5083
PXD009624	QExHF03717	Brain	0.5142
PXD009624	QExHF03721	Brain	0.3597
PXD009624	QExHF03723	Brain	0.4083
PXD009624	QExHF03729	Brain	0.675
PXD009624	QExHF03731	Brain	0.5329
PXD009624	QExHF03733	Brain	0.6649
PXD009624	QExHF03735	Brain	0.7863
PXD009624	QExHF03737	Brain	0.8504
PXD009646	Offgel_CSF_180min_Lumos_Frac05	Brain	0.3123
PXD009646	Offgel_CSF_180min_Lumos_Frac10	Brain	0.3082
PXD009646	Offgel_CSF_180min_Lumos_Frac11	Brain	0.3173
PXD009646	Offgel_CSF_180min_Lumos_Frac15	Brain	0.3997
PXD009737	LysC1	Testis	0.8551
PXD009737	LysC10	Testis	0.7733
PXD009737	LysC11	Testis	0.7696
PXD009737	LysC12	Testis	0.7634
PXD009737	LysC13	Testis	0.7417
PXD009737	LysC14	Testis	0.7199
PXD009737	LysC15	Testis	0.6031
PXD009737	LysC16	Testis	0.7364
PXD009737	LysC17	Testis	0.7603
PXD009737	LysC18	Testis	0.809
PXD009737	LysC19	Testis	0.7456
PXD009737	LysC2	Testis	0.7804
PXD009737	LysC20	Testis	0.7752
PXD009737	LysC21	Testis	0.7469
PXD009737	LysC22	Testis	0.8009
PXD009737	LysC23	Testis	0.6985
PXD009737	LysC24	Testis	0.7415
PXD009737	LysC25	Testis	0.7712
PXD009737	LysC26	Testis	0.7777
PXD009737	LysC27	Testis	0.7189
PXD009737	LysC28	Testis	0.7176
PXD009737	LysC29	Testis	0.7566
PXD009737	LysC3	Testis	0.7197
PXD009737	LysC30	Testis	0.7869
PXD009737	LysC31	Testis	0.7507
PXD009737	LysC32	Testis	0.7617
PXD009737	LysC33	Testis	0.6207
PXD009737	LysC34	Testis	0.7481
PXD009737	LysC35	Testis	0.8104
PXD009737	LysC36	Testis	0.7836
PXD009737	LysC4	Testis	0.6612
PXD009737	LysC5	Testis	0.6481
PXD009737	LysC6	Testis	0.6318
PXD009737	LysC7	Testis	0.5032
PXD009737	LysC8	Testis	0.6325
PXD009737	LysC9	Testis	0.8227
PXD009737	Trypsin1	Testis	0.556
PXD009737	Trypsin11	Testis	0.6207
PXD009737	Trypsin12	Testis	0.7937
PXD009737	Trypsin13	Testis	0.7624
PXD009737	Trypsin14	Testis	0.7312
PXD009737	Trypsin15	Testis	0.5356
PXD009737	Trypsin16	Testis	0.7877
PXD009737	Trypsin17	Testis	0.7587
PXD009737	Trypsin18	Testis	0.7292
PXD009737	Trypsin19	Testis	0.7607
PXD009737	Trypsin2	Testis	0.6439
PXD009737	Trypsin20	Testis	0.8149
PXD009737	Trypsin21	Testis	0.7378
PXD009737	Trypsin22	Testis	0.6829
PXD009737	Trypsin23	Testis	0.7868
PXD009737	Trypsin24	Testis	0.6394
PXD009737	Trypsin25	Testis	0.6147
PXD009737	Trypsin26	Testis	0.6
PXD009737	Trypsin27	Testis	0.7198
PXD009737	Trypsin28	Testis	0.7539
PXD009737	Trypsin29	Testis	0.7673
PXD009737	Trypsin3	Testis	0.6623
PXD009737	Trypsin30	Testis	0.7767
PXD009737	Trypsin31	Testis	0.7509
PXD009737	Trypsin32	Testis	0.7899
PXD009737	Trypsin33	Testis	0.8082
PXD009737	Trypsin34	Testis	0.7996
PXD009737	Trypsin35	Testis	0.8612
PXD009737	Trypsin36	Testis	0.8316
PXD009737	Trypsin4	Testis	0.5058
PXD009737	Trypsin5	Testis	0.6544
PXD009737	Trypsin6	Testis	0.5593
PXD009737	Trypsin7	Testis	0.7492
PXD009737	Trypsin8	Testis	0.8135
PXD009737	Trypsin9	Testis	0.7161
PXD009784	QE2_160920_OPL4024_MFS_nephro_urine_exo_C2	Prostate	0.3453
